0.001 , 149.5079 , 149.4362 , 131.0368 , 131.0339
0.004 , 149.4621 , 149.4303 , 131.0826 , 131.0249
0.006 , 149.4621 , 149.4243 , 131.0368 , 131.0189
0.008000001 , 149.4621 , 149.4153 , 131.0368 , 131.013
0.009999999 , 149.4621 , 149.4094 , 131.0826 , 131.007
0.012 , 149.4621 , 149.4034 , 131.0826 , 131.001
0.014 , 149.4621 , 149.3974 , 131.0826 , 130.995
0.017 , 149.4621 , 149.3914 , 131.0368 , 130.9861
0.019 , 149.4392 , 149.3855 , 131.0368 , 130.9801
0.021 , 149.4621 , 149.3795 , 131.0826 , 130.9742
0.023 , 149.4392 , 149.3705 , 131.0826 , 130.9682
0.025 , 149.4621 , 149.3646 , 131.0826 , 130.9622
0.027 , 149.4621 , 149.3586 , 131.1055 , 130.9562
0.03 , 149.5079 , 149.3526 , 131.0826 , 130.9473
0.032 , 149.4621 , 149.3467 , 131.0826 , 130.9413
0.034 , 149.4621 , 149.3407 , 131.014 , 130.9353
0.036 , 149.4621 , 149.3347 , 131.0826 , 130.9294
0.038 , 149.4621 , 149.3258 , 131.0826 , 130.9234
0.04 , 149.4621 , 149.3198 , 131.0368 , 130.9174
0.043 , 149.5079 , 149.3138 , 131.0368 , 130.9084
0.045 , 149.4621 , 149.3078 , 131.0826 , 130.9025
0.047 , 149.4621 , 149.3019 , 131.0826 , 130.8965
0.049 , 149.5079 , 149.2959 , 131.0826 , 130.8905
0.051 , 149.4392 , 149.2869 , 131.0826 , 130.8846
0.053 , 149.4392 , 149.281 , 131.0368 , 130.8786
0.056 , 149.4392 , 149.275 , 131.0368 , 130.8696
0.058 , 149.4392 , 149.266 , 131.0826 , 130.8637
0.06 , 149.4621 , 149.2601 , 131.0368 , 130.8577
0.063 , 149.4392 , 149.2541 , 131.0826 , 130.8487
0.065 , 149.3934 , 149.2481 , 131.0826 , 130.8428
0.067 , 149.4392 , 149.2422 , 131.0826 , 130.8368
0.069 , 149.3706 , 149.2362 , 131.0826 , 130.8308
0.071 , 149.3934 , 149.2302 , 131.0368 , 130.8248
0.073 , 149.3477 , 149.2213 , 131.014 , 130.8189
0.075 , 149.3477 , 149.2153 , 131.0368 , 130.8129
0.077 , 149.3706 , 149.2093 , 131.0368 , 130.8069
0.08 , 149.3706 , 149.2033 , 131.014 , 130.798
0.08200001 , 149.3477 , 149.1974 , 131.0826 , 130.792
0.084 , 149.3477 , 149.1914 , 131.014 , 130.786
0.086 , 149.3477 , 149.1824 , 131.0826 , 130.7801
0.088 , 149.3019 , 149.1765 , 131.0368 , 130.7741
0.09099999 , 149.3706 , 149.1705 , 131.0826 , 130.7651
0.093 , 149.3019 , 149.1645 , 131.0368 , 130.7592
0.095 , 149.3019 , 149.1585 , 131.0368 , 130.7532
0.09700001 , 149.279 , 149.1526 , 131.0368 , 130.7472
0.099 , 149.279 , 149.1436 , 131.0826 , 130.7412
0.101 , 149.279 , 149.1376 , 131.0826 , 130.7353
0.103 , 149.279 , 149.1317 , 131.1055 , 130.7293
0.106 , 149.3019 , 149.1257 , 131.1055 , 130.7203
0.108 , 149.279 , 149.1197 , 131.0826 , 130.7144
0.11 , 149.279 , 149.1138 , 131.0368 , 130.7084
0.112 , 149.2332 , 149.1078 , 131.0368 , 130.7024
0.114 , 149.2103 , 149.1018 , 131.0368 , 130.6964
0.116 , 149.2103 , 149.0928 , 131.014 , 130.6905
0.119 , 149.2103 , 149.0869 , 131.014 , 130.6815
0.121 , 149.2103 , 149.0809 , 131.014 , 130.6756
0.123 , 149.2332 , 149.0749 , 131.0826 , 130.6696
0.125 , 149.2103 , 149.069 , 131.0368 , 130.6636
0.127 , 149.1646 , 149.063 , 131.0368 , 130.6576
0.129 , 149.2103 , 149.054 , 131.0368 , 130.6517
0.131 , 149.1646 , 149.0481 , 131.014 , 130.6457
0.134 , 149.1188 , 149.0421 , 131.0368 , 130.6367
0.136 , 149.1188 , 149.0361 , 130.9911 , 130.6308
0.138 , 149.073 , 149.0302 , 131.014 , 130.6248
0.14 , 149.0501 , 149.0242 , 131.014 , 130.6188
0.142 , 149.1417 , 149.0152 , 131.014 , 130.6128
0.144 , 149.1188 , 149.0092 , 131.0368 , 130.6069
0.146 , 149.0501 , 149.0033 , 131.014 , 130.6009
0.149 , 149.0501 , 148.9973 , 131.014 , 130.5919
0.151 , 149.0501 , 148.9913 , 130.9453 , 130.586
0.153 , 149.0501 , 148.9854 , 130.9453 , 130.58
0.155 , 149.0043 , 148.9794 , 130.9911 , 130.574
0.157 , 149.0501 , 148.9704 , 130.9224 , 130.5681
0.159 , 149.0501 , 148.9644 , 130.9453 , 130.5621
0.162 , 149.0043 , 148.9585 , 130.9911 , 130.5531
0.164 , 149.0043 , 148.9525 , 130.9453 , 130.5471
0.166 , 149.0043 , 148.9465 , 130.9453 , 130.5412
0.168 , 149.0043 , 148.9406 , 130.9224 , 130.5352
0.17 , 149.0043 , 148.9316 , 130.9911 , 130.5292
0.172 , 149.0043 , 148.9256 , 130.8766 , 130.5233
0.174 , 148.9815 , 148.9197 , 130.9224 , 130.5173
0.177 , 148.9586 , 148.9137 , 130.9224 , 130.5083
0.179 , 148.9128 , 148.9077 , 130.9224 , 130.5024
0.181 , 149.0043 , 148.9017 , 130.8537 , 130.4964
0.183 , 149.0043 , 148.8928 , 130.9224 , 130.4904
0.186 , 149.0501 , 148.8868 , 130.9224 , 130.4815
0.188 , 149.0043 , 148.8808 , 130.8766 , 130.4755
0.19 , 148.9815 , 148.8749 , 130.8766 , 130.4695
0.192 , 148.9815 , 148.8689 , 130.8537 , 130.4635
0.194 , 148.9586 , 148.8599 , 130.808 , 130.4576
0.196 , 148.9586 , 148.854 , 130.8766 , 130.4516
0.199 , 148.9815 , 148.848 , 130.808 , 130.4426
0.201 , 148.9815 , 148.842 , 130.808 , 130.4367
0.203 , 149.0043 , 148.8361 , 130.8537 , 130.4307
0.205 , 148.9815 , 148.8271 , 130.8537 , 130.4247
0.207 , 148.9128 , 148.8211 , 130.8537 , 130.4187
0.21 , 148.9586 , 148.8152 , 130.808 , 130.4098
0.212 , 148.9586 , 148.8092 , 130.7622 , 130.4038
0.214 , 148.9586 , 148.8032 , 130.7851 , 130.3979
0.216 , 148.8899 , 148.7943 , 130.7622 , 130.3919
0.218 , 148.8899 , 148.7883 , 130.808 , 130.3859
0.221 , 148.8899 , 148.7823 , 130.7851 , 130.377
0.223 , 148.8899 , 148.7763 , 130.7851 , 130.371
0.225 , 148.9128 , 148.7704 , 130.7851 , 130.365
0.227 , 148.9586 , 148.7644 , 130.7164 , 130.359
0.229 , 148.8441 , 148.7554 , 130.6935 , 130.3531
0.231 , 148.8441 , 148.7495 , 130.6477 , 130.3471
0.234 , 148.8899 , 148.7435 , 130.6935 , 130.3381
0.236 , 148.8441 , 148.7375 , 130.7164 , 130.3322
0.238 , 148.8212 , 148.7316 , 130.6935 , 130.3262
0.24 , 148.8212 , 148.7256 , 130.6935 , 130.3202
0.242 , 148.8441 , 148.7166 , 130.7164 , 130.3142
0.244 , 148.8212 , 148.7106 , 130.6477 , 130.3083
0.246 , 148.8212 , 148.7047 , 130.6935 , 130.3023
0.249 , 148.8212 , 148.6987 , 130.6477 , 130.2933
0.251 , 148.8212 , 148.6927 , 130.6248 , 130.2874
0.253 , 148.7983 , 148.6868 , 130.5791 , 130.2814
0.255 , 148.7983 , 148.6778 , 130.5791 , 130.2754
0.257 , 148.7526 , 148.6718 , 130.5562 , 130.2695
0.26 , 148.7983 , 148.6658 , 130.6248 , 130.2605
0.262 , 148.7526 , 148.6599 , 130.5791 , 130.2545
0.264 , 148.7983 , 148.6539 , 130.5562 , 130.2486
0.266 , 148.7983 , 148.645 , 130.5333 , 130.2426
0.268 , 148.7983 , 148.639 , 130.5562 , 130.2366
0.271 , 148.7983 , 148.633 , 130.5562 , 130.2276
0.273 , 148.7297 , 148.627 , 130.4875 , 130.2217
0.275 , 148.6839 , 148.6211 , 130.5333 , 130.2157
0.277 , 148.7297 , 148.6151 , 130.4875 , 130.2097
0.279 , 148.6839 , 148.6061 , 130.4875 , 130.2038
0.281 , 148.6839 , 148.6002 , 130.4646 , 130.1978
0.284 , 148.661 , 148.5942 , 130.4875 , 130.1888
0.286 , 148.661 , 148.5882 , 130.4875 , 130.1829
0.288 , 148.661 , 148.5822 , 130.4875 , 130.1769
0.29 , 148.6152 , 148.5763 , 130.4875 , 130.1709
0.292 , 148.5923 , 148.5673 , 130.396 , 130.1649
0.294 , 148.6152 , 148.5613 , 130.3731 , 130.159
0.296 , 148.5923 , 148.5554 , 130.396 , 130.153
0.299 , 148.5923 , 148.5494 , 130.396 , 130.144
0.301 , 148.6152 , 148.5434 , 130.3731 , 130.1381
0.303 , 148.5923 , 148.5375 , 130.4646 , 130.1321
0.305 , 148.5923 , 148.5285 , 130.3731 , 130.1261
0.307 , 148.6152 , 148.5225 , 130.3731 , 130.1201
0.309 , 148.5923 , 148.5166 , 130.3044 , 130.1142
0.312 , 148.5695 , 148.5106 , 130.3502 , 130.1052
0.314 , 148.5923 , 148.5046 , 130.3044 , 130.0993
0.316 , 148.5695 , 148.4986 , 130.3044 , 130.0933
0.318 , 148.5695 , 148.4897 , 130.3502 , 130.0873
0.32 , 148.5237 , 148.4837 , 130.2815 , 130.0813
0.323 , 148.5695 , 148.4777 , 130.2815 , 130.0724
0.325 , 148.5695 , 148.4718 , 130.3044 , 130.0664
0.327 , 148.5237 , 148.4658 , 130.3044 , 130.0604
0.329 , 148.5008 , 148.4598 , 130.3044 , 130.0545
0.331 , 148.5008 , 148.4509 , 130.2357 , 130.0485
0.333 , 148.5237 , 148.4449 , 130.2357 , 130.0425
0.336 , 148.455 , 148.4389 , 130.1671 , 130.0336
0.338 , 148.4321 , 148.433 , 130.1671 , 130.0276
0.34 , 148.5008 , 148.427 , 130.2815 , 130.0216
0.342 , 148.455 , 148.421 , 130.2129 , 130.0156
0.344 , 148.455 , 148.415 , 130.2129 , 130.0097
0.346 , 148.455 , 148.4061 , 130.2129 , 130.0037
0.348 , 148.5008 , 148.4001 , 130.2357 , 129.9977
0.35 , 148.455 , 148.3941 , 130.2129 , 129.9918
0.352 , 148.455 , 148.3882 , 130.1213 , 129.9858
0.355 , 148.4321 , 148.3822 , 130.1442 , 129.9768
0.357 , 148.4092 , 148.3762 , 130.1213 , 129.9709
0.359 , 148.4092 , 148.3673 , 130.1442 , 129.9649
0.361 , 148.4321 , 148.3613 , 130.1442 , 129.9589
0.363 , 148.4092 , 148.3553 , 130.1213 , 129.9529
0.366 , 148.4092 , 148.3493 , 130.1213 , 129.944
0.368 , 148.3635 , 148.3434 , 130.1213 , 129.938
0.37 , 148.4092 , 148.3374 , 130.0526 , 129.932
0.372 , 148.4092 , 148.3314 , 130.0526 , 129.9261
0.374 , 148.3635 , 148.3225 , 130.0526 , 129.9201
0.376 , 148.3635 , 148.3165 , 130.0069 , 129.9141
0.379 , 148.3406 , 148.3105 , 130.0526 , 129.9052
0.381 , 148.3635 , 148.3046 , 130.0069 , 129.8992
0.383 , 148.3635 , 148.2986 , 130.0526 , 129.8932
0.385 , 148.3406 , 148.2896 , 130.0069 , 129.8873
0.387 , 148.3406 , 148.2836 , 130.0526 , 129.8813
0.39 , 148.3635 , 148.2777 , 129.9382 , 129.8723
0.392 , 148.3406 , 148.2717 , 129.984 , 129.8663
0.394 , 148.2719 , 148.2657 , 129.984 , 129.8604
0.396 , 148.2719 , 148.2568 , 129.9153 , 129.8544
0.398 , 148.2719 , 148.2508 , 129.9382 , 129.8484
0.408 , 148.2719 , 148.2448 , 129.9382 , 129.8186
0.41 , 148.2719 , 148.218 , 129.9382 , 129.8126
0.412 , 148.2032 , 148.209 , 129.9153 , 129.8066
0.414 , 148.249 , 148.203 , 129.8466 , 129.8007
0.417 , 148.2032 , 148.1971 , 129.8466 , 129.7917
0.419 , 148.249 , 148.1911 , 129.8924 , 129.7857
0.421 , 148.2032 , 148.1851 , 129.8924 , 129.7798
0.423 , 148.2719 , 148.1791 , 129.8466 , 129.7738
0.425 , 148.2032 , 148.1702 , 129.8466 , 129.7678
0.427 , 148.2719 , 148.1642 , 129.8466 , 129.7618
0.43 , 148.249 , 148.1582 , 129.8466 , 129.7529
0.432 , 148.1804 , 148.1523 , 129.778 , 129.7469
0.434 , 148.1804 , 148.1463 , 129.778 , 129.7409
0.436 , 148.1804 , 148.1403 , 129.778 , 129.735
0.438 , 148.1346 , 148.1314 , 129.8238 , 129.729
0.441 , 148.1346 , 148.1254 , 129.8238 , 129.72
0.443 , 148.1346 , 148.1194 , 129.8238 , 129.7141
0.445 , 148.2032 , 148.1134 , 129.7551 , 129.7081
0.447 , 148.1804 , 148.1045 , 129.8238 , 129.7021
0.449 , 148.1346 , 148.0985 , 129.7551 , 129.6962
0.452 , 148.1346 , 148.0925 , 129.7093 , 129.6872
0.454 , 148.0659 , 148.0866 , 129.7093 , 129.6812
0.456 , 148.0659 , 148.0806 , 129.7093 , 129.6752
0.458 , 148.1117 , 148.0716 , 129.7093 , 129.6693
0.461 , 148.1117 , 148.0657 , 129.7093 , 129.6603
0.463 , 148.1346 , 148.0597 , 129.7093 , 129.6543
0.465 , 148.043 , 148.0537 , 129.7093 , 129.6484
0.467 , 148.1117 , 148.0478 , 129.6864 , 129.6424
0.469 , 148.1117 , 148.0388 , 129.7093 , 129.6364
0.471 , 148.1117 , 148.0328 , 129.6864 , 129.6304
0.473 , 148.0201 , 148.0269 , 129.6864 , 129.6245
0.476 , 148.0201 , 148.0209 , 129.6635 , 129.6155
0.478 , 147.9744 , 148.0149 , 129.6635 , 129.6096
0.48 , 148.0201 , 148.0089 , 129.6635 , 129.6036
0.482 , 148.0201 , 148.0 , 129.6178 , 129.5976
