t,Cuff Pressure,Baseline Pressure
0.001 , 160.95 , 142.23
0.003 , 160.93 , 142.23
0.005 , 159.62 , 142.23
0.007 , 160.79 , 142.23
0.009 , 160.33 , 142.28
0.011 , 160.47 , 142.28
0.013 , 160.33 , 142.3
0.014 , 160.79 , 142.23
0.016 , 160.93 , 142.23
0.018 , 161.02 , 142.28
0.02 , 160.77 , 142.28
0.022 , 160.56 , 142.28
0.024 , 160.77 , 142.23
0.026 , 160.63 , 142.23
0.028 , 160.61 , 142.23
0.03 , 160.56 , 142.28
0.032 , 160.65 , 142.3
0.034 , 160.7 , 142.28
0.036 , 160.7 , 142.23
0.038 , 160.63 , 142.3
0.039 , 160.7 , 142.28
0.041 , 160.72 , 142.28
0.043 , 160.63 , 142.3
0.045 , 160.63 , 142.3
0.047 , 160.63 , 142.3
0.049 , 160.61 , 142.28
0.051 , 160.56 , 142.3
0.052 , 160.56 , 142.28
0.054 , 160.61 , 142.28
0.056 , 160.63 , 142.3
0.058 , 160.56 , 142.28
0.06 , 160.61 , 142.28
0.062 , 160.63 , 142.28
0.06400001 , 160.61 , 142.23
0.06599999 , 160.56 , 142.23
0.06800001 , 160.54 , 142.3
0.07 , 160.61 , 142.28
0.071 , 160.54 , 142.28
0.073 , 160.56 , 142.3
0.075 , 160.56 , 142.23
0.077 , 160.61 , 142.3
0.079 , 160.54 , 142.28
0.081 , 160.56 , 142.28
0.083 , 160.54 , 142.23
0.085 , 160.49 , 142.23
0.087 , 160.49 , 142.28
0.088 , 160.47 , 142.23
0.09 , 160.56 , 142.28
0.092 , 160.54 , 142.28
0.094 , 160.49 , 142.3
0.096 , 160.54 , 142.23
0.09799999 , 160.54 , 142.28
0.1 , 160.47 , 142.28
0.102 , 160.47 , 142.21
0.104 , 160.43 , 142.28
0.106 , 160.47 , 142.3
0.107 , 160.49 , 142.23
0.109 , 160.47 , 142.16
0.111 , 160.4 , 142.23
0.113 , 160.47 , 142.21
0.115 , 160.47 , 142.21
0.117 , 160.4 , 142.21
0.119 , 160.47 , 142.21
0.12 , 160.4 , 142.23
0.122 , 160.43 , 142.23
0.124 , 160.43 , 142.23
0.126 , 160.47 , 142.23
0.128 , 160.43 , 142.23
0.13 , 160.38 , 142.23
0.132 , 160.43 , 142.23
0.134 , 160.43 , 142.21
0.135 , 160.4 , 142.23
0.137 , 160.33 , 142.21
0.139 , 160.47 , 142.21
0.141 , 160.4 , 142.23
0.143 , 160.4 , 142.21
0.145 , 160.4 , 142.21
0.147 , 160.4 , 142.16
0.148 , 160.4 , 142.16
0.15 , 160.38 , 142.16
0.152 , 160.43 , 142.16
0.154 , 160.33 , 142.16
0.156 , 160.38 , 142.16
0.158 , 160.4 , 142.16
0.16 , 160.38 , 142.21
0.161 , 160.38 , 142.16
0.163 , 160.38 , 142.21
0.165 , 160.4 , 142.16
0.167 , 160.38 , 142.16
0.169 , 160.33 , 142.16
0.171 , 160.38 , 142.21
0.172 , 160.38 , 142.14
0.174 , 160.38 , 142.09
0.176 , 160.33 , 142.09
0.178 , 160.38 , 142.09
0.18 , 160.38 , 142.16
0.182 , 160.33 , 142.09
0.183 , 160.33 , 142.07
0.185 , 160.31 , 142.09
0.187 , 160.38 , 142.09
0.189 , 160.38 , 142.07
0.191 , 160.38 , 142.07
0.193 , 160.38 , 142.07
0.195 , 160.31 , 142.07
0.197 , 160.31 , 142.07
0.198 , 160.31 , 142.09
0.2 , 160.31 , 142.07
0.202 , 160.33 , 142.05
0.204 , 160.31 , 142.09
0.213 , 160.33 , 142.07
0.215 , 160.31 , 142.05
0.217 , 160.31 , 142.05
0.219 , 160.31 , 142.05
0.221 , 160.31 , 142.0
0.223 , 160.27 , 142.05
0.224 , 160.27 , 142.05
0.226 , 160.31 , 141.98
0.228 , 160.31 , 141.98
0.23 , 160.31 , 141.98
0.232 , 160.31 , 141.93
0.234 , 160.31 , 141.93
0.236 , 160.31 , 141.98
0.238 , 160.31 , 141.98
0.24 , 160.24 , 141.91
0.241 , 160.31 , 141.98
0.243 , 160.27 , 141.91
0.245 , 160.27 , 141.91
0.247 , 160.27 , 141.93
0.249 , 160.31 , 141.89
0.251 , 160.27 , 141.89
0.253 , 160.31 , 141.82
0.254 , 160.27 , 141.82
0.256 , 160.27 , 141.84
0.258 , 160.24 , 141.82
0.26 , 160.27 , 141.82
0.262 , 160.27 , 141.77
0.264 , 160.22 , 141.75
0.266 , 160.24 , 141.7
0.267 , 160.27 , 141.75
0.269 , 160.24 , 141.68
0.271 , 160.24 , 141.7
0.273 , 160.24 , 141.77
0.275 , 160.31 , 141.66
0.277 , 160.24 , 141.68
0.279 , 160.22 , 141.68
0.281 , 160.24 , 141.61
0.282 , 160.24 , 141.66
0.284 , 160.24 , 141.66
0.286 , 160.24 , 141.66
0.288 , 160.24 , 141.61
0.29 , 160.24 , 141.61
0.292 , 160.22 , 141.61
0.293 , 160.17 , 141.59
0.295 , 160.22 , 141.59
0.297 , 160.22 , 141.61
0.299 , 160.22 , 141.61
0.301 , 160.24 , 141.61
0.303 , 160.22 , 141.59
0.305 , 160.22 , 141.59
0.306 , 160.17 , 141.61
0.308 , 160.24 , 141.59
0.31 , 160.27 , 141.54
0.312 , 160.17 , 141.54
0.314 , 160.17 , 141.52
0.316 , 160.24 , 141.52
0.318 , 160.17 , 141.52
0.32 , 160.22 , 141.52
0.321 , 160.22 , 141.52
0.323 , 160.17 , 141.52
0.325 , 160.22 , 141.47
0.327 , 160.22 , 141.47
0.329 , 160.17 , 141.45
0.331 , 160.24 , 141.45
0.332 , 160.22 , 141.45
0.334 , 160.15 , 141.47
0.336 , 160.15 , 141.45
0.338 , 160.24 , 141.45
0.34 , 160.22 , 141.45
0.342 , 160.17 , 141.45
0.344 , 160.22 , 141.38
0.346 , 160.22 , 141.45
0.348 , 160.17 , 141.43
0.35 , 160.17 , 141.38
0.351 , 160.15 , 141.38
0.353 , 160.22 , 141.43
0.355 , 160.17 , 141.38
0.357 , 160.17 , 141.38
0.359 , 160.15 , 141.36
0.361 , 160.15 , 141.36
0.363 , 160.15 , 141.31
0.365 , 160.11 , 141.38
0.366 , 160.17 , 141.31
0.368 , 160.15 , 141.31
0.37 , 160.11 , 141.36
0.372 , 160.11 , 141.29
0.374 , 160.11 , 141.29
0.376 , 160.08 , 141.31
0.378 , 160.11 , 141.29
0.379 , 160.15 , 141.31
0.381 , 160.11 , 141.29
0.383 , 160.08 , 141.29
0.385 , 160.11 , 141.25
0.387 , 160.15 , 141.25
0.389 , 160.08 , 141.25
0.391 , 160.08 , 141.29
0.393 , 160.11 , 141.25
0.394 , 160.08 , 141.22
0.396 , 160.11 , 141.29
0.398 , 160.11 , 141.22
0.4 , 160.08 , 141.25
0.402 , 160.08 , 141.22
0.403 , 160.11 , 141.22
0.405 , 160.06 , 141.2
0.407 , 160.08 , 141.2
0.409 , 160.06 , 141.2
0.411 , 160.06 , 141.22
0.413 , 160.06 , 141.2
0.415 , 160.08 , 141.22
0.416 , 160.01 , 141.2
0.418 , 160.08 , 141.2
0.42 , 160.01 , 141.2
0.422 , 160.06 , 141.13
0.424 , 160.06 , 141.13
0.426 , 160.01 , 141.13
0.428 , 160.01 , 141.2
0.43 , 159.95 , 141.08
0.431 , 160.06 , 141.02
0.433 , 160.01 , 141.2
0.435 , 160.01 , 141.08
0.437 , 160.01 , 141.06
0.439 , 159.99 , 141.02
0.441 , 160.06 , 141.06
0.443 , 159.99 , 141.06
0.445 , 160.01 , 141.08
0.447 , 159.99 , 141.06
0.449 , 159.95 , 141.06
0.45 , 159.92 , 141.02
0.452 , 159.99 , 141.02
0.454 , 159.95 , 140.97
0.456 , 159.99 , 140.99
0.458 , 159.99 , 141.02
0.46 , 159.95 , 141.06
0.462 , 159.99 , 141.02
0.464 , 159.95 , 141.08
0.466 , 159.95 , 140.97
0.468 , 159.99 , 141.02
0.47 , 159.92 , 140.92
0.472 , 159.95 , 140.97
0.474 , 159.88 , 140.97
0.475 , 159.92 , 140.92
0.477 , 159.92 , 140.97
0.479 , 159.92 , 140.92
0.481 , 159.92 , 140.92
0.483 , 159.88 , 140.97
0.485 , 159.99 , 140.92
0.487 , 159.92 , 140.97
0.489 , 159.92 , 140.86
0.491 , 159.88 , 140.9
0.493 , 159.88 , 140.86
0.495 , 159.92 , 140.86
0.496 , 159.83 , 140.86
0.498 , 159.92 , 140.83
0.5 , 159.83 , 140.83
0.502 , 159.85 , 140.83
0.504 , 159.85 , 140.83
0.506 , 159.76 , 140.83
0.508 , 159.83 , 140.81
0.51 , 159.83 , 140.83
0.511 , 159.78 , 140.81
0.513 , 159.83 , 140.81
0.515 , 159.83 , 140.83
0.517 , 159.72 , 140.83
0.519 , 159.78 , 140.81
0.521 , 159.78 , 140.76
0.523 , 159.76 , 140.83
0.525 , 159.78 , 140.81
0.526 , 159.76 , 140.81
0.528 , 159.69 , 140.81
0.53 , 159.72 , 140.81
0.532 , 159.76 , 140.74
0.534 , 159.76 , 140.81
0.536 , 159.72 , 140.76
0.538 , 159.72 , 140.74
0.54 , 159.72 , 140.76
0.542 , 159.67 , 140.74
0.5440001 , 159.69 , 140.67
0.546 , 159.76 , 140.81
0.547 , 159.67 , 140.67
0.549 , 159.72 , 140.74
0.551 , 159.67 , 140.7
0.553 , 159.69 , 140.67
0.555 , 159.69 , 140.63
0.557 , 159.67 , 140.7
0.559 , 159.67 , 140.67
0.561 , 159.62 , 140.7
0.563 , 159.62 , 140.6
0.565 , 159.67 , 140.7
0.566 , 159.6 , 140.63
0.568 , 159.67 , 140.67
0.57 , 159.6 , 140.6
0.572 , 159.62 , 140.6
0.574 , 159.56 , 140.6
0.583 , 159.6 , 140.58
0.585 , 159.56 , 140.6
0.587 , 159.56 , 140.58
0.589 , 159.56 , 140.51
0.591 , 159.56 , 140.6
0.593 , 159.56 , 140.54
0.595 , 159.56 , 140.51
0.597 , 159.53 , 140.58
0.599 , 159.49 , 140.54
0.601 , 159.56 , 140.54
0.603 , 159.56 , 140.58
0.604 , 159.53 , 140.51
0.606 , 159.56 , 140.51
0.608 , 159.53 , 140.47
0.61 , 159.53 , 140.51
0.612 , 159.53 , 140.51
0.614 , 159.49 , 140.51
0.616 , 159.44 , 140.47
0.618 , 159.49 , 140.47
0.62 , 159.49 , 140.47
0.622 , 159.46 , 140.47
0.623 , 159.46 , 140.47
0.625 , 159.46 , 140.47
0.627 , 159.46 , 140.47
0.629 , 159.46 , 140.47
0.631 , 159.44 , 140.4
0.633 , 159.46 , 140.47
0.635 , 159.4 , 140.51
0.637 , 159.46 , 140.44
0.638 , 159.44 , 140.44
0.64 , 159.44 , 140.4
0.642 , 159.44 , 140.38
0.644 , 159.33 , 140.38
0.646 , 159.4 , 140.38
0.648 , 159.4 , 140.38
0.649 , 159.37 , 140.31
0.651 , 159.37 , 140.4
0.653 , 159.33 , 140.38
0.655 , 159.37 , 140.35
0.657 , 159.33 , 140.35
0.659 , 159.3 , 140.35
0.661 , 159.3 , 140.38
0.663 , 159.37 , 140.31
0.665 , 159.37 , 140.35
0.666 , 159.3 , 140.35
0.668 , 159.33 , 140.35
0.67 , 159.37 , 140.4
0.672 , 159.28 , 140.28
0.674 , 159.28 , 140.28
0.676 , 159.3 , 140.31
0.678 , 159.3 , 140.28
0.68 , 159.28 , 140.28
0.682 , 159.24 , 140.28
0.684 , 159.24 , 140.31
0.685 , 159.28 , 140.31
0.687 , 159.28 , 140.31
0.689 , 159.24 , 140.31
0.691 , 159.28 , 140.28
0.693 , 159.24 , 140.24
0.695 , 159.21 , 140.28
0.697 , 159.24 , 140.24
0.699 , 159.21 , 140.28
0.701 , 159.21 , 140.28
0.703 , 159.24 , 140.22
0.704 , 159.17 , 140.24
0.7059999 , 159.21 , 140.22
0.708 , 159.21 , 140.22
0.71 , 159.21 , 140.24
0.712 , 159.21 , 140.24
0.714 , 159.17 , 140.28
0.716 , 159.14 , 140.24
0.718 , 159.21 , 140.22
0.719 , 159.17 , 140.15
0.721 , 159.14 , 140.17
0.723 , 159.12 , 140.17
0.725 , 159.14 , 140.17
0.727 , 159.12 , 140.12
0.729 , 159.12 , 140.15
0.731 , 159.12 , 140.08
0.733 , 159.12 , 140.15
0.735 , 159.05 , 140.12
0.737 , 159.08 , 140.17
0.739 , 159.05 , 140.12
0.74 , 159.08 , 140.12
0.742 , 159.01 , 140.08
0.744 , 159.05 , 140.05
0.746 , 159.01 , 140.12
0.748 , 159.05 , 140.05
0.75 , 159.05 , 140.01
0.751 , 158.98 , 140.12
0.753 , 158.94 , 140.12
0.755 , 159.01 , 140.05
0.757 , 159.01 , 140.01
0.759 , 158.98 , 140.05
0.761 , 158.98 , 140.01
0.763 , 159.01 , 140.01
0.765 , 158.98 , 139.99
0.767 , 158.94 , 140.01
0.768 , 158.94 , 139.96
0.77 , 158.94 , 139.99
0.772 , 158.94 , 139.99
0.774 , 158.94 , 139.99
0.776 , 158.94 , 139.99
0.778 , 158.94 , 139.96
0.78 , 158.92 , 139.96
0.782 , 158.89 , 139.96
0.784 , 158.89 , 139.96
0.785 , 158.92 , 139.92
0.787 , 158.92 , 139.92
0.79 , 158.85 , 139.89
0.791 , 158.85 , 139.92
0.793 , 158.85 , 139.96
0.795 , 158.85 , 139.89
0.797 , 158.82 , 139.96
0.799 , 158.85 , 139.89
0.801 , 158.85 , 139.83
0.803 , 158.82 , 139.89
0.805 , 158.82 , 139.83
0.807 , 158.78 , 139.85
0.808 , 158.82 , 139.89
0.81 , 158.82 , 139.85
0.812 , 158.75 , 139.89
0.814 , 158.73 , 139.89
0.816 , 158.82 , 139.89
0.818 , 158.82 , 139.83
0.82 , 158.73 , 139.89
0.822 , 158.73 , 139.78
0.824 , 158.78 , 139.83
0.826 , 158.73 , 139.78
0.828 , 158.75 , 139.76
0.83 , 158.69 , 139.76
0.8309999 , 158.69 , 139.85
0.833 , 158.69 , 139.78
0.8349999 , 158.73 , 139.83
0.837 , 158.69 , 139.76
0.8389999 , 158.66 , 139.78
0.841 , 158.69 , 139.78
0.843 , 158.73 , 139.78
0.8450001 , 158.62 , 139.76
0.847 , 158.66 , 139.78
0.849 , 158.62 , 139.76
0.851 , 158.59 , 139.78
0.853 , 158.62 , 139.73
0.855 , 158.62 , 139.76
0.857 , 158.59 , 139.76
0.859 , 158.59 , 139.76
0.861 , 158.59 , 139.73
0.863 , 158.59 , 139.73
0.864 , 158.55 , 139.73
0.866 , 158.59 , 139.69
0.8679999 , 158.55 , 139.73
0.87 , 158.55 , 139.69
0.8719999 , 158.55 , 139.69
0.874 , 158.53 , 139.69
0.876 , 158.5 , 139.73
0.8780001 , 158.53 , 139.69
0.88 , 158.5 , 139.73
0.8820001 , 158.46 , 139.67
0.883 , 158.53 , 139.67
0.885 , 158.46 , 139.67
0.887 , 158.53 , 139.69
0.889 , 158.46 , 139.62
0.891 , 158.46 , 139.67
0.893 , 158.43 , 139.62
0.895 , 158.46 , 139.62
0.897 , 158.46 , 139.6
0.899 , 158.39 , 139.62
0.901 , 158.39 , 139.6
0.903 , 158.43 , 139.6
0.904 , 158.37 , 139.6
0.906 , 158.39 , 139.6
0.908 , 158.39 , 139.53
0.91 , 158.34 , 139.55
0.912 , 158.39 , 139.53
0.9139999 , 158.34 , 139.6
0.916 , 158.3 , 139.53
0.918 , 158.37 , 139.6
0.92 , 158.34 , 139.53
0.922 , 158.34 , 139.55
0.924 , 158.27 , 139.51
0.926 , 158.37 , 139.53
0.928 , 158.27 , 139.51
0.93 , 158.27 , 139.51
0.9309999 , 158.27 , 139.46
0.933 , 158.3 , 139.53
0.935 , 158.27 , 139.46
0.937 , 158.27 , 139.51
0.939 , 158.27 , 139.39
0.941 , 158.3 , 139.46
0.943 , 158.21 , 139.44
0.945 , 158.18 , 139.44
0.946 , 158.18 , 139.44
0.948 , 158.21 , 139.46
0.957 , 158.18 , 139.37
0.959 , 158.18 , 139.46
0.9610001 , 158.14 , 139.37
0.963 , 158.14 , 139.39
0.965 , 158.07 , 139.37
0.967 , 158.14 , 139.39
0.969 , 158.05 , 139.37
0.971 , 158.11 , 139.37
0.973 , 158.18 , 139.28
0.975 , 158.07 , 139.3
0.976 , 158.07 , 139.23
0.978 , 158.07 , 139.28
0.98 , 158.05 , 139.28
0.982 , 158.07 , 139.3
0.984 , 158.0 , 139.3
0.986 , 158.05 , 139.32
0.988 , 158.05 , 139.23
0.99 , 158.05 , 139.28
0.992 , 157.98 , 139.23
0.9940001 , 158.0 , 139.23
0.995 , 157.98 , 139.23
0.9969999 , 158.0 , 139.23
0.999 , 157.95 , 139.23
1.001 , 157.95 , 139.28
1.003 , 157.98 , 139.23
1.005 , 157.98 , 139.28
1.007 , 157.91 , 139.16
1.009 , 157.91 , 139.23
1.011 , 157.91 , 139.21
1.013 , 157.95 , 139.16
1.014 , 157.89 , 139.21
1.016 , 157.89 , 139.16
1.018 , 157.89 , 139.16
1.02 , 157.89 , 139.21
1.022 , 157.84 , 139.16
1.024 , 157.91 , 139.16
1.025 , 157.82 , 139.16
1.027 , 157.84 , 139.14
1.029 , 157.84 , 139.16
1.031 , 157.84 , 139.14
1.033 , 157.82 , 139.16
1.035 , 157.82 , 139.16
1.036 , 157.84 , 139.16
1.038 , 157.79 , 139.14
1.04 , 157.84 , 139.12
1.042 , 157.79 , 139.14
1.044 , 157.75 , 139.16
1.046 , 157.75 , 139.12
1.048 , 157.79 , 139.12
1.05 , 157.72 , 139.12
1.052 , 157.68 , 139.12
1.054 , 157.75 , 139.07
1.055 , 157.68 , 139.14
1.057 , 157.72 , 139.12
1.059 , 157.68 , 139.07
1.061 , 157.68 , 139.12
1.063 , 157.68 , 139.12
1.065 , 157.72 , 139.07
1.067 , 157.68 , 139.07
1.068 , 157.68 , 139.14
1.07 , 157.63 , 139.14
1.072 , 157.68 , 139.12
1.074 , 157.66 , 139.05
1.076 , 157.66 , 139.05
1.078 , 157.59 , 139.14
1.08 , 157.66 , 139.07
1.081 , 157.63 , 139.0
1.083 , 157.63 , 139.05
1.085 , 157.59 , 138.98
1.087 , 157.56 , 138.98
1.089 , 157.63 , 139.05
1.091 , 157.59 , 139.0
1.093 , 157.56 , 138.98
1.094 , 157.56 , 139.05
1.096 , 157.59 , 138.98
1.098 , 157.59 , 139.0
1.1 , 157.56 , 139.0
1.102 , 157.59 , 138.93
1.104 , 157.56 , 138.98
1.106 , 157.5 , 138.98
1.108 , 157.5 , 138.91
1.11 , 157.52 , 138.91
1.111 , 157.52 , 138.89
1.113 , 157.52 , 138.93
1.115 , 157.5 , 138.93
1.117 , 157.45 , 138.91
1.119 , 157.5 , 138.93
1.121 , 157.5 , 138.93
1.123 , 157.5 , 138.91
1.124 , 157.45 , 138.89
1.126 , 157.45 , 138.89
1.128 , 157.45 , 138.91
1.13 , 157.45 , 138.89
1.132 , 157.43 , 138.89
1.134 , 157.4 , 138.84
1.136 , 157.36 , 138.89
1.138 , 157.4 , 138.89
1.14 , 157.36 , 138.82
1.141 , 157.4 , 138.84
1.143 , 157.36 , 138.82
1.145 , 157.4 , 138.82
1.147 , 157.34 , 138.82
1.149 , 157.36 , 138.82
1.151 , 157.34 , 138.84
1.152 , 157.34 , 138.77
1.154 , 157.29 , 138.77
1.156 , 157.29 , 138.84
1.158 , 157.36 , 138.77
1.16 , 157.34 , 138.77
1.162 , 157.34 , 138.77
1.164 , 157.27 , 138.77
1.165 , 157.34 , 138.7
1.167 , 157.29 , 138.75
1.169 , 157.27 , 138.75
1.171 , 157.27 , 138.7
1.173 , 157.27 , 138.7
1.175 , 157.27 , 138.75
1.177 , 157.27 , 138.7
1.179 , 157.27 , 138.7
1.18 , 157.24 , 138.75
1.182 , 157.27 , 138.75
1.184 , 157.24 , 138.7
1.186 , 157.2 , 138.7
1.188 , 157.24 , 138.7
1.19 , 157.2 , 138.68
1.192 , 157.2 , 138.66
1.194 , 157.18 , 138.68
1.195 , 157.2 , 138.61
1.197 , 157.24 , 138.61
1.199 , 157.13 , 138.68
1.201 , 157.18 , 138.68
1.203 , 157.2 , 138.66
1.205 , 157.18 , 138.61
1.207 , 157.13 , 138.66
1.208 , 157.13 , 138.61
1.21 , 157.18 , 138.61
1.212 , 157.13 , 138.68
1.214 , 157.18 , 138.59
1.216 , 157.13 , 138.61
1.218 , 157.06 , 138.66
1.219 , 157.18 , 138.59
1.221 , 157.13 , 138.61
1.223 , 157.13 , 138.54
1.225 , 157.11 , 138.59
1.227 , 157.04 , 138.54
1.229 , 157.13 , 138.52
1.231 , 157.06 , 138.61
1.232 , 157.06 , 138.54
1.234 , 157.11 , 138.59
1.236 , 157.06 , 138.54
1.238 , 157.06 , 138.48
1.24 , 157.04 , 138.54
1.242 , 157.04 , 138.52
1.244 , 157.06 , 138.48
1.246 , 157.04 , 138.54
1.248 , 157.04 , 138.48
1.25 , 157.04 , 138.54
1.251 , 157.02 , 138.48
1.253 , 157.06 , 138.48
1.255 , 157.04 , 138.52
1.257 , 157.04 , 138.45
1.259 , 157.02 , 138.48
1.261 , 157.02 , 138.45
1.263 , 157.02 , 138.43
1.264 , 156.92 , 138.43
1.266 , 157.02 , 138.36
1.268 , 156.9 , 138.45
1.27 , 156.9 , 138.38
1.272 , 157.02 , 138.43
1.274 , 157.02 , 138.38
1.276 , 156.92 , 138.36
1.277 , 156.92 , 138.38
1.279 , 156.9 , 138.38
1.281 , 156.9 , 138.38
1.283 , 156.92 , 138.36
1.285 , 156.9 , 138.38
1.287 , 156.9 , 138.36
1.289 , 156.86 , 138.29
1.291 , 156.86 , 138.38
1.292 , 156.86 , 138.36
1.294 , 156.86 , 138.32
1.296 , 156.86 , 138.36
1.298 , 156.86 , 138.32
1.3 , 156.92 , 138.29
1.302 , 156.83 , 138.32
1.304 , 156.83 , 138.36
1.305 , 156.86 , 138.36
1.307 , 156.83 , 138.32
1.309 , 156.83 , 138.27
1.311 , 156.81 , 138.27
1.313 , 156.81 , 138.27
1.314 , 156.83 , 138.32
1.324 , 156.81 , 138.29
1.325 , 156.81 , 138.27
1.327 , 156.76 , 138.27
1.329 , 156.81 , 138.22
1.331 , 156.81 , 138.27
1.333 , 156.76 , 138.29
1.335 , 156.74 , 138.27
1.337 , 156.76 , 138.27
1.338 , 156.74 , 138.22
1.34 , 156.76 , 138.2
1.342 , 156.74 , 138.16
1.344 , 156.76 , 138.22
1.346 , 156.74 , 138.22
1.348 , 156.69 , 138.16
1.349 , 156.74 , 138.2
1.351 , 156.69 , 138.16
1.353 , 156.74 , 138.16
1.355 , 156.76 , 138.13
1.357 , 156.69 , 138.13
1.359 , 156.67 , 138.22
1.361 , 156.69 , 138.16
1.362 , 156.67 , 138.13
1.364 , 156.67 , 138.16
1.366 , 156.69 , 138.13
1.368 , 156.65 , 138.09
1.37 , 156.67 , 138.13
1.372 , 156.65 , 138.13
1.374 , 156.6 , 138.16
1.376 , 156.6 , 138.09
1.377 , 156.67 , 138.13
1.379 , 156.65 , 138.09
1.381 , 156.65 , 138.06
1.383 , 156.65 , 138.06
1.385 , 156.6 , 138.06
1.387 , 156.58 , 138.06
1.389 , 156.58 , 138.09
1.391 , 156.6 , 138.06
1.392 , 156.6 , 138.06
1.394 , 156.6 , 137.99
1.396 , 156.6 , 138.04
1.398 , 156.58 , 138.04
1.4 , 156.53 , 137.99
1.402 , 156.53 , 138.06
1.404 , 156.58 , 138.06
1.405 , 156.58 , 138.06
1.407 , 156.53 , 138.06
1.409 , 156.58 , 137.97
1.411 , 156.58 , 137.97
1.413 , 156.51 , 137.99
1.415 , 156.51 , 137.97
1.416 , 156.53 , 137.93
1.418 , 156.53 , 137.97
1.42 , 156.53 , 137.93
1.422 , 156.58 , 137.97
1.424 , 156.58 , 137.97
1.426 , 156.51 , 137.97
1.428 , 156.47 , 137.93
1.43 , 156.53 , 137.9
1.432 , 156.51 , 137.9
1.434 , 156.51 , 137.97
1.435 , 156.47 , 137.9
1.437 , 156.51 , 137.9
1.439 , 156.44 , 137.93
1.441 , 156.47 , 137.93
1.443 , 156.6 , 137.9
1.445 , 156.6 , 137.93
1.447 , 156.58 , 137.86
1.448 , 156.58 , 137.86
1.45 , 156.51 , 137.86
1.452 , 156.53 , 137.86
1.454 , 156.53 , 137.81
1.456 , 156.53 , 137.83
1.458 , 156.51 , 137.81
1.46 , 156.51 , 137.81
1.462 , 156.51 , 137.83
1.463 , 156.53 , 137.81
1.465 , 156.51 , 137.77
1.467 , 156.47 , 137.81
1.469 , 156.44 , 137.81
1.471 , 156.51 , 137.81
1.473 , 156.51 , 137.77
1.475 , 156.51 , 137.83
1.476 , 156.47 , 137.77
1.478 , 156.51 , 137.81
1.48 , 156.42 , 137.74
1.482 , 156.47 , 137.81
1.484 , 156.44 , 137.77
1.486 , 156.51 , 137.74
1.488 , 156.42 , 137.74
1.489 , 156.44 , 137.74
1.491 , 156.44 , 137.74
1.493 , 156.44 , 137.7
1.495 , 156.42 , 137.7
1.497 , 156.44 , 137.77
1.499 , 156.42 , 137.63
1.501 , 156.44 , 137.7
1.503 , 156.37 , 137.63
1.505 , 156.42 , 137.67
1.506 , 156.35 , 137.7
1.508 , 156.42 , 137.63
1.51 , 156.42 , 137.63
1.512 , 156.35 , 137.67
1.514 , 156.37 , 137.61
1.516 , 156.42 , 137.74
1.518 , 156.35 , 137.67
1.519 , 156.37 , 137.63
1.521 , 156.37 , 137.67
1.523 , 156.37 , 137.63
1.525 , 156.37 , 137.67
1.527 , 156.37 , 137.63
1.529 , 156.31 , 137.61
1.53 , 156.31 , 137.63
1.532 , 156.31 , 137.61
1.534 , 156.31 , 137.63
1.536 , 156.35 , 137.63
1.538 , 156.31 , 137.61
1.54 , 156.35 , 137.61
1.542 , 156.31 , 137.61
1.543 , 156.28 , 137.61
1.545 , 156.35 , 137.61
1.547 , 156.26 , 137.61
1.549 , 156.21 , 137.63
1.551 , 156.21 , 137.58
1.552 , 156.28 , 137.61
1.554 , 156.21 , 137.67
1.556 , 156.21 , 137.61
1.558 , 156.28 , 137.67
1.56 , 156.19 , 137.54
1.562 , 156.21 , 137.58
1.564 , 156.19 , 137.58
1.566 , 156.21 , 137.54
1.567 , 156.19 , 137.58
1.569 , 156.19 , 137.54
1.571 , 156.15 , 137.54
1.573 , 156.19 , 137.58
1.575 , 156.19 , 137.51
1.577 , 156.19 , 137.54
1.579 , 156.15 , 137.51
1.58 , 156.19 , 137.51
1.582 , 156.19 , 137.47
1.584 , 156.15 , 137.45
1.586 , 156.12 , 137.51
1.588 , 156.12 , 137.45
1.59 , 156.15 , 137.54
1.592 , 156.12 , 137.47
1.593 , 156.15 , 137.45
1.595 , 156.12 , 137.47
1.597 , 156.12 , 137.42
1.599 , 156.12 , 137.42
1.601 , 156.12 , 137.45
1.603 , 156.1 , 137.45
1.605 , 156.1 , 137.45
1.607 , 156.15 , 137.38
1.608 , 156.05 , 137.42
1.61 , 156.05 , 137.45
1.612 , 156.12 , 137.31
1.614 , 156.1 , 137.38
1.616 , 156.1 , 137.38
1.618 , 156.05 , 137.31
1.619 , 156.03 , 137.42
1.621 , 156.03 , 137.31
1.623 , 156.1 , 137.35
1.625 , 156.05 , 137.31
1.627 , 156.05 , 137.35
1.629 , 156.05 , 137.31
1.631 , 156.03 , 137.29
1.633 , 156.05 , 137.31
1.634 , 156.03 , 137.29
1.636 , 156.03 , 137.31
1.638 , 156.03 , 137.31
1.64 , 155.99 , 137.31
1.642 , 155.99 , 137.31
1.644 , 156.03 , 137.24
1.646 , 155.99 , 137.24
1.647 , 155.96 , 137.22
1.649 , 155.99 , 137.24
1.651 , 155.96 , 137.24
1.653 , 155.96 , 137.24
1.655 , 155.99 , 137.24
1.657 , 155.99 , 137.22
1.658 , 155.99 , 137.19
1.66 , 155.92 , 137.24
1.662 , 155.92 , 137.13
1.664 , 155.96 , 137.22
