t,Cuff Pressure,Baseline Pressure
29.447 , 71.66 , 53.22
29.449 , 71.62 , 53.22
29.451 , 71.6 , 53.19
29.453 , 71.62 , 53.19
29.455 , 71.62 , 53.19
29.456 , 71.62 , 53.19
29.458 , 71.69 , 53.19
29.46 , 71.66 , 53.15
29.462 , 71.6 , 53.15
29.464 , 71.66 , 53.15
29.466 , 71.76 , 53.12
29.468 , 71.82 , 53.15
29.47 , 71.96 , 53.15
29.471 , 72.17 , 53.12
29.473 , 72.4 , 53.15
29.475 , 72.44 , 53.12
29.477 , 72.4 , 53.12
29.479 , 72.37 , 53.08
29.481 , 72.37 , 53.12
29.483 , 72.28 , 53.12
29.485 , 72.17 , 53.06
29.486 , 72.21 , 53.08
29.488 , 72.28 , 53.06
29.49 , 72.37 , 53.08
29.492 , 72.4 , 53.06
29.494 , 72.4 , 53.06
29.496 , 72.53 , 53.06
29.498 , 72.67 , 53.06
29.499 , 72.72 , 53.06
29.501 , 72.9 , 53.06
29.503 , 72.95 , 53.06
29.505 , 73.08 , 53.01
29.507 , 73.17 , 53.06
29.509 , 73.13 , 53.01
29.511 , 73.13 , 52.99
29.512 , 73.13 , 53.01
29.514 , 72.95 , 53.01
29.516 , 72.63 , 52.99
29.518 , 72.3 , 53.01
29.52 , 72.08 , 53.01
29.522 , 71.96 , 52.96
29.524 , 71.85 , 52.99
29.526 , 71.89 , 52.99
29.528 , 71.98 , 53.01
29.529 , 72.14 , 52.99
29.531 , 72.28 , 52.99
29.533 , 72.37 , 52.96
29.535 , 72.37 , 52.99
29.537 , 72.4 , 52.99
29.539 , 72.37 , 52.92
29.541 , 72.33 , 52.92
29.543 , 72.24 , 52.92
29.545 , 72.21 , 52.9
29.546 , 72.14 , 52.92
29.548 , 72.14 , 52.92
29.55 , 72.17 , 52.92
29.552 , 72.17 , 52.9
29.554 , 72.21 , 52.92
29.556 , 72.21 , 52.9
29.558 , 72.17 , 52.9
29.56 , 72.17 , 52.92
29.562 , 72.17 , 52.83
29.564 , 72.14 , 52.85
29.565 , 72.12 , 52.85
29.567 , 72.08 , 52.85
29.569 , 72.12 , 52.85
29.571 , 72.08 , 52.83
29.573 , 72.12 , 52.85
29.575 , 72.12 , 52.83
29.577 , 72.12 , 52.83
29.578 , 72.12 , 52.8
29.58 , 72.12 , 52.83
29.582 , 72.05 , 52.83
29.584 , 72.05 , 52.76
29.586 , 72.08 , 52.8
29.588 , 72.05 , 52.83
29.59 , 72.01 , 52.76
29.591 , 72.05 , 52.8
29.593 , 72.05 , 52.76
29.595 , 72.01 , 52.76
29.597 , 72.01 , 52.76
29.599 , 71.98 , 52.76
29.601 , 71.96 , 52.76
29.603 , 71.98 , 52.74
29.605 , 71.98 , 52.74
29.607 , 71.96 , 52.76
29.609 , 71.98 , 52.74
29.61 , 71.98 , 52.74
29.612 , 71.96 , 52.74
29.614 , 71.96 , 52.6
29.616 , 71.92 , 52.62
29.618 , 71.92 , 52.67
29.62 , 71.92 , 52.67
29.622 , 71.92 , 52.67
29.624 , 71.89 , 52.62
29.626 , 71.85 , 52.62
29.628 , 71.89 , 52.62
29.629 , 71.85 , 52.62
29.631 , 71.89 , 52.62
29.633 , 71.85 , 52.62
29.635 , 71.82 , 52.62
29.637 , 71.82 , 52.62
29.646 , 71.78 , 52.6
29.648 , 71.78 , 52.57
29.65 , 71.76 , 52.57
29.652 , 71.76 , 52.51
29.654 , 71.73 , 52.57
29.656 , 71.69 , 52.57
29.658 , 71.73 , 52.53
29.66 , 71.69 , 52.57
29.662 , 71.69 , 52.53
29.663 , 71.69 , 52.53
29.665 , 71.69 , 52.53
29.667 , 71.62 , 52.51
29.669 , 71.66 , 52.53
29.671 , 71.66 , 52.46
29.673 , 71.62 , 52.51
29.675 , 71.53 , 52.53
29.677 , 71.53 , 52.53
29.679 , 71.46 , 52.46
29.681 , 71.5 , 52.51
29.682 , 71.57 , 52.51
29.684 , 71.62 , 52.39
29.686 , 71.6 , 52.44
29.688 , 71.53 , 52.44
29.69 , 71.53 , 52.46
29.692 , 71.5 , 52.46
29.694 , 71.41 , 52.44
29.696 , 71.41 , 52.46
29.698 , 71.41 , 52.44
29.699 , 71.41 , 52.46
29.701 , 71.41 , 52.39
29.703 , 71.37 , 52.39
29.705 , 71.41 , 52.39
29.707 , 71.37 , 52.37
29.709 , 71.41 , 52.39
29.711 , 71.37 , 52.37
29.712 , 71.37 , 52.39
29.714 , 71.3 , 52.37
29.716 , 71.3 , 52.37
29.718 , 71.3 , 52.37
29.72 , 71.27 , 52.37
29.722 , 71.23 , 52.37
29.724 , 71.27 , 52.37
29.726 , 71.3 , 52.35
29.727 , 71.27 , 52.35
29.729 , 71.23 , 52.35
29.731 , 71.23 , 52.35
29.733 , 71.23 , 52.35
29.735 , 71.21 , 52.3
29.737 , 71.21 , 52.28
29.739 , 71.14 , 52.35
29.741 , 71.14 , 52.28
29.743 , 71.21 , 52.28
29.745 , 71.18 , 52.28
29.747 , 71.18 , 52.3
29.748 , 71.14 , 52.3
29.75 , 71.14 , 52.28
29.752 , 71.14 , 52.23
29.754 , 71.11 , 52.28
29.756 , 71.07 , 52.23
29.758 , 71.07 , 52.16
29.76 , 71.05 , 52.23
29.762 , 71.05 , 52.23
29.764 , 71.05 , 52.23
29.766 , 71.02 , 52.23
29.767 , 70.98 , 52.21
29.769 , 71.02 , 52.23
29.771 , 71.02 , 52.16
29.773 , 71.02 , 52.21
29.775 , 70.98 , 52.23
29.777 , 70.95 , 52.21
29.779 , 70.95 , 52.21
29.781 , 70.91 , 52.16
29.783 , 70.91 , 52.16
29.785 , 70.91 , 52.16
29.786 , 70.95 , 52.16
29.788 , 70.84 , 52.16
29.79 , 70.89 , 52.21
29.792 , 70.89 , 52.21
29.794 , 70.84 , 52.12
29.796 , 70.89 , 52.14
29.798 , 70.82 , 52.14
29.8 , 70.84 , 52.14
29.802 , 70.79 , 52.12
29.804 , 70.75 , 52.14
29.806 , 70.75 , 52.12
29.808 , 70.75 , 52.05
29.81 , 70.79 , 52.12
29.811 , 70.73 , 52.07
29.813 , 70.68 , 52.0
29.815 , 70.73 , 52.05
29.817 , 70.68 , 52.05
29.819 , 70.73 , 52.05
29.821 , 70.63 , 52.0
29.823 , 70.63 , 52.05
29.824 , 70.66 , 52.07
29.826 , 70.63 , 52.05
29.828 , 70.63 , 52.0
29.83 , 70.59 , 52.0
29.832 , 70.59 , 52.0
29.834 , 70.59 , 52.0
29.836 , 70.57 , 52.05
29.838 , 70.57 , 51.98
29.84 , 70.57 , 52.0
29.841 , 70.52 , 52.0
29.843 , 70.52 , 51.98
29.845 , 70.52 , 51.98
29.847 , 70.47 , 51.98
29.849 , 70.5 , 51.98
29.851 , 70.5 , 52.05
29.853 , 70.47 , 51.98
29.855 , 70.47 , 51.93
29.856 , 70.47 , 51.93
29.858 , 70.43 , 51.91
29.86 , 70.41 , 51.93
29.862 , 70.43 , 51.91
29.864 , 70.41 , 51.91
29.866 , 70.34 , 51.91
29.868 , 70.41 , 51.93
29.87 , 70.41 , 51.93
29.871 , 70.34 , 51.89
29.873 , 70.36 , 51.91
29.875 , 70.36 , 51.89
29.877 , 70.36 , 51.91
29.879 , 70.29 , 51.91
29.881 , 70.29 , 51.91
29.883 , 70.29 , 51.91
29.885 , 70.27 , 51.89
29.886 , 70.29 , 51.89
29.888 , 70.34 , 51.89
29.89 , 70.27 , 51.89
29.892 , 70.27 , 51.89
29.894 , 70.24 , 51.77
29.896 , 70.27 , 51.89
29.898 , 70.27 , 51.84
29.9 , 70.24 , 51.82
29.902 , 70.18 , 51.82
29.904 , 70.24 , 51.77
29.905 , 70.24 , 51.82
29.907 , 70.2 , 51.82
29.909 , 70.18 , 51.77
29.911 , 70.18 , 51.75
29.913 , 70.2 , 51.77
29.915 , 70.18 , 51.77
29.917 , 70.2 , 51.75
29.918 , 70.13 , 51.77
29.92 , 70.11 , 51.77
29.922 , 70.13 , 51.75
29.924 , 70.18 , 51.75
29.926 , 70.11 , 51.75
29.928 , 70.13 , 51.75
29.93 , 70.18 , 51.75
29.931 , 70.13 , 51.73
29.933 , 70.13 , 51.75
29.935 , 70.11 , 51.77
29.937 , 70.08 , 51.68
29.939 , 70.08 , 51.66
29.941 , 70.08 , 51.73
29.943 , 70.04 , 51.73
29.944 , 70.02 , 51.68
29.946 , 70.04 , 51.73
29.948 , 70.04 , 51.73
29.95 , 70.11 , 51.68
29.952 , 70.02 , 51.68
29.954 , 70.02 , 51.66
29.955 , 70.02 , 51.68
29.957 , 70.02 , 51.66
29.959 , 69.97 , 51.68
29.961 , 70.02 , 51.61
29.963 , 69.97 , 51.61
29.965 , 69.97 , 51.68
29.967 , 69.97 , 51.66
29.969 , 69.97 , 51.61
29.97 , 69.97 , 51.61
29.972 , 69.95 , 51.61
29.974 , 69.95 , 51.59
29.976 , 69.95 , 51.66
29.978 , 69.92 , 51.66
29.98 , 69.92 , 51.59
29.982 , 69.92 , 51.61
29.984 , 69.88 , 51.59
29.986 , 69.86 , 51.5
29.987 , 69.88 , 51.59
29.989 , 69.86 , 51.59
29.991 , 69.86 , 51.59
29.993 , 69.88 , 51.54
29.995 , 69.86 , 51.54
29.997 , 69.86 , 51.54
29.999 , 69.86 , 51.52
30.001 , 69.79 , 51.5
30.002 , 69.81 , 51.52
30.004 , 69.81 , 51.52
30.006 , 69.86 , 51.52
30.015 , 69.86 , 51.52
30.017 , 69.79 , 51.5
30.019 , 69.74 , 51.5
30.021 , 69.79 , 51.43
30.022 , 69.79 , 51.43
30.024 , 69.72 , 51.5
30.026 , 69.72 , 51.5
30.028 , 69.72 , 51.43
30.03 , 69.74 , 51.43
30.032 , 69.74 , 51.43
30.034 , 69.74 , 51.36
30.035 , 69.7 , 51.43
30.037 , 69.65 , 51.43
30.039 , 69.72 , 51.36
30.041 , 69.7 , 51.38
30.043 , 69.7 , 51.45
30.045 , 69.7 , 51.38
30.046 , 69.74 , 51.38
30.048 , 69.7 , 51.38
30.05 , 69.7 , 51.36
30.052 , 69.63 , 51.32
30.054 , 69.65 , 51.38
30.056 , 69.63 , 51.36
30.058 , 69.65 , 51.38
30.06 , 69.58 , 51.36
30.061 , 69.58 , 51.32
30.063 , 69.58 , 51.32
30.065 , 69.63 , 51.32
30.067 , 69.63 , 51.29
30.069 , 69.56 , 51.32
30.071 , 69.63 , 51.32
30.073 , 69.58 , 51.32
30.075 , 69.58 , 51.29
30.076 , 69.56 , 51.32
30.078 , 69.56 , 51.29
30.08 , 69.56 , 51.29
30.082 , 69.56 , 51.27
30.084 , 69.56 , 51.27
30.086 , 69.56 , 51.27
30.088 , 69.54 , 51.29
30.089 , 69.56 , 51.27
30.091 , 69.54 , 51.22
30.093 , 69.54 , 51.22
30.095 , 69.49 , 51.29
30.097 , 69.54 , 51.27
30.098 , 69.49 , 51.29
30.1 , 69.49 , 51.27
30.102 , 69.47 , 51.27
30.104 , 69.49 , 51.29
30.106 , 69.49 , 51.22
30.108 , 69.49 , 51.27
30.11 , 69.47 , 51.22
30.111 , 69.42 , 51.2
30.113 , 69.42 , 51.27
30.115 , 69.47 , 51.2
30.117 , 69.42 , 51.22
30.119 , 69.42 , 51.2
30.121 , 69.47 , 51.16
30.123 , 69.47 , 51.16
30.124 , 69.47 , 51.16
30.126 , 69.4 , 51.13
30.128 , 69.4 , 51.16
30.13 , 69.4 , 51.16
30.132 , 69.4 , 51.16
30.134 , 69.35 , 51.2
30.135 , 69.35 , 51.13
30.137 , 69.4 , 51.16
30.139 , 69.35 , 51.16
30.141 , 69.35 , 51.13
30.143 , 69.4 , 51.09
30.145 , 69.33 , 51.09
30.147 , 69.35 , 51.13
30.148 , 69.31 , 51.09
30.15 , 69.31 , 51.09
30.152 , 69.33 , 51.06
30.154 , 69.35 , 51.06
30.156 , 69.4 , 51.09
30.158 , 69.4 , 51.06
30.159 , 69.42 , 51.06
30.161 , 69.42 , 51.06
30.163 , 69.4 , 51.06
30.165 , 69.4 , 51.06
30.167 , 69.4 , 51.04
30.168 , 69.4 , 51.04
30.17 , 69.33 , 51.04
30.172 , 69.33 , 51.04
30.174 , 69.33 , 51.04
30.176 , 69.33 , 51.04
30.177 , 69.35 , 51.0
30.179 , 69.35 , 51.0
30.181 , 69.35 , 51.0
30.183 , 69.35 , 50.97
30.185 , 69.33 , 51.0
30.187 , 69.35 , 50.93
30.189 , 69.33 , 51.0
30.19 , 69.35 , 51.0
30.192 , 69.33 , 51.0
30.194 , 69.33 , 51.0
30.196 , 69.33 , 50.93
30.198 , 69.33 , 50.97
30.2 , 69.33 , 50.93
30.201 , 69.31 , 50.93
30.203 , 69.33 , 50.93
30.205 , 69.35 , 50.93
30.207 , 69.35 , 50.9
30.209 , 69.33 , 50.97
30.21 , 69.33 , 50.9
30.212 , 69.31 , 50.9
30.214 , 69.31 , 50.9
30.216 , 69.35 , 50.88
30.218 , 69.47 , 50.88
30.22 , 69.56 , 50.84
30.222 , 69.74 , 50.88
30.223 , 70.02 , 50.84
30.225 , 70.04 , 50.84
30.227 , 70.02 , 50.84
30.229 , 70.04 , 50.84
30.231 , 69.95 , 50.88
30.232 , 69.86 , 50.81
30.234 , 69.74 , 50.88
30.236 , 69.79 , 50.84
30.238 , 69.86 , 50.81
30.24 , 69.92 , 50.81
30.242 , 69.97 , 50.77
30.243 , 70.04 , 50.77
30.245 , 70.13 , 50.77
30.247 , 70.2 , 50.77
30.249 , 70.27 , 50.81
30.251 , 70.43 , 50.77
30.253 , 70.52 , 50.77
30.255 , 70.59 , 50.77
30.256 , 70.73 , 50.77
30.258 , 70.75 , 50.74
30.26 , 70.79 , 50.7
30.262 , 70.68 , 50.7
30.264 , 70.36 , 50.74
30.265 , 70.04 , 50.74
30.267 , 69.81 , 50.74
30.269 , 69.58 , 50.74
30.271 , 69.54 , 50.7
30.273 , 69.42 , 50.7
30.275 , 69.54 , 50.7
30.276 , 69.63 , 50.68
30.278 , 69.86 , 50.7
30.28 , 69.97 , 50.68
30.282 , 70.02 , 50.68
30.284 , 70.02 , 50.68
30.286 , 70.02 , 50.7
30.287 , 70.02 , 50.68
30.289 , 69.92 , 50.7
30.291 , 69.88 , 50.65
30.293 , 69.88 , 50.65
30.295 , 69.86 , 50.68
30.297 , 69.81 , 50.68
30.298 , 69.86 , 50.68
30.3 , 69.81 , 50.68
30.302 , 69.86 , 50.65
30.304 , 69.86 , 50.68
30.306 , 69.86 , 50.65
30.308 , 69.86 , 50.58
30.31 , 69.74 , 50.68
30.311 , 69.79 , 50.61
30.313 , 69.81 , 50.58
30.315 , 69.81 , 50.65
30.317 , 69.79 , 50.58
30.319 , 69.79 , 50.61
30.321 , 69.81 , 50.58
30.323 , 69.81 , 50.54
30.324 , 69.79 , 50.58
30.326 , 69.79 , 50.51
30.328 , 69.74 , 50.58
30.33 , 69.74 , 50.54
30.332 , 69.79 , 50.54
30.334 , 69.72 , 50.51
30.336 , 69.79 , 50.51
30.337 , 69.72 , 50.51
30.339 , 69.74 , 50.47
30.341 , 69.65 , 50.51
30.343 , 69.65 , 50.54
30.345 , 69.72 , 50.51
30.347 , 69.7 , 50.51
30.348 , 69.65 , 50.51
30.35 , 69.7 , 50.51
30.352 , 69.63 , 50.45
30.354 , 69.65 , 50.45
30.356 , 69.63 , 50.42
30.358 , 69.65 , 50.47
30.36 , 69.58 , 50.45
30.361 , 69.63 , 50.42
30.363 , 69.58 , 50.42
30.365 , 69.63 , 50.42
30.367 , 69.58 , 50.42
30.369 , 69.63 , 50.45
30.378 , 69.63 , 50.42
30.38 , 69.56 , 50.35
30.382 , 69.54 , 50.31
30.384 , 69.54 , 50.38
30.386 , 69.54 , 50.38
30.388 , 69.49 , 50.35
30.39 , 69.54 , 50.35
30.391 , 69.49 , 50.31
30.393 , 69.47 , 50.31
30.395 , 69.49 , 50.35
30.397 , 69.49 , 50.31
30.399 , 69.47 , 50.31
30.401 , 69.47 , 50.29
30.403 , 69.47 , 50.29
30.404 , 69.47 , 50.29
30.406 , 69.47 , 50.29
30.408 , 69.42 , 50.29
30.41 , 69.4 , 50.31
30.412 , 69.42 , 50.29
30.413 , 69.4 , 50.24
30.415 , 69.42 , 50.29
30.417 , 69.4 , 50.24
30.419 , 69.4 , 50.24
30.421 , 69.35 , 50.24
30.423 , 69.33 , 50.22
30.424 , 69.33 , 50.24
30.426 , 69.31 , 50.24
30.428 , 69.31 , 50.29
30.43 , 69.31 , 50.24
30.432 , 69.26 , 50.24
30.433 , 69.26 , 50.22
30.435 , 69.33 , 50.22
30.437 , 69.26 , 50.22
30.439 , 69.26 , 50.22
30.441 , 69.19 , 50.22
30.443 , 69.15 , 50.19
30.445 , 69.1 , 50.22
30.446 , 69.1 , 50.19
30.448 , 69.08 , 50.19
30.45 , 69.1 , 50.19
30.452 , 69.15 , 50.13
30.454 , 69.1 , 50.15
30.456 , 69.1 , 50.15
30.458 , 69.15 , 50.13
30.459 , 69.08 , 50.13
30.461 , 69.1 , 50.13
30.463 , 69.08 , 50.13
30.465 , 69.03 , 50.08
30.467 , 69.03 , 50.08
30.469 , 69.01 , 50.08
30.47 , 69.03 , 50.06
30.472 , 68.99 , 50.08
30.474 , 69.01 , 50.08
30.476 , 68.94 , 50.06
30.478 , 68.92 , 50.08
30.48 , 68.94 , 50.08
30.482 , 68.94 , 50.08
30.483 , 68.92 , 50.03
30.485 , 68.92 , 50.06
30.487 , 68.92 , 50.06
30.489 , 68.94 , 50.06
30.491 , 68.92 , 50.06
30.493 , 68.92 , 50.06
30.495 , 68.87 , 50.06
30.496 , 68.85 , 50.03
30.498 , 68.85 , 50.06
30.5 , 68.8 , 50.06
30.502 , 68.78 , 49.99
30.504 , 68.8 , 49.99
30.506 , 68.8 , 49.97
30.508 , 68.78 , 49.99
30.51 , 68.78 , 49.99
30.511 , 68.76 , 49.97
30.513 , 68.76 , 49.97
30.515 , 68.76 , 49.97
30.517 , 68.76 , 49.97
30.519 , 68.76 , 49.92
30.521 , 68.71 , 49.99
30.523 , 68.76 , 49.99
30.524 , 68.71 , 49.92
30.526 , 68.76 , 49.92
30.528 , 68.69 , 49.9
30.53 , 68.69 , 49.92
30.532 , 68.69 , 49.92
30.534 , 68.64 , 49.92
30.536 , 68.62 , 49.85
30.538 , 68.62 , 49.9
30.539 , 68.62 , 49.9
30.541 , 68.6 , 49.9
30.543 , 68.62 , 49.9
30.545 , 68.6 , 49.9
30.547 , 68.6 , 49.9
30.549 , 68.62 , 49.85
30.551 , 68.6 , 49.85
30.553 , 68.6 , 49.9
30.554 , 68.55 , 49.83
30.556 , 68.55 , 49.85
30.558 , 68.55 , 49.81
30.56 , 68.53 , 49.83
30.562 , 68.48 , 49.83
30.564 , 68.46 , 49.81
30.566 , 68.46 , 49.81
30.568 , 68.46 , 49.83
30.569 , 68.46 , 49.85
30.571 , 68.46 , 49.81
30.573 , 68.46 , 49.76
30.575 , 68.48 , 49.81
30.577 , 68.46 , 49.74
30.579 , 68.41 , 49.76
30.581 , 68.39 , 49.83
30.583 , 68.39 , 49.81
30.585 , 68.39 , 49.76
30.587 , 68.37 , 49.76
30.588 , 68.39 , 49.76
30.59 , 68.39 , 49.74
30.592 , 68.32 , 49.74
30.594 , 68.37 , 49.76
30.596 , 68.37 , 49.67
30.598 , 68.32 , 49.74
30.6 , 68.3 , 49.67
30.602 , 68.3 , 49.67
30.604 , 68.25 , 49.74
30.605 , 68.25 , 49.67
30.607 , 68.25 , 49.65
30.609 , 68.25 , 49.67
30.611 , 68.23 , 49.6
30.613 , 68.25 , 49.65
30.615 , 68.23 , 49.65
30.616 , 68.21 , 49.65
30.618 , 68.25 , 49.65
30.62 , 68.21 , 49.65
30.622 , 68.21 , 49.65
30.624 , 68.12 , 49.65
30.626 , 68.12 , 49.65
30.627 , 68.12 , 49.6
30.629 , 68.12 , 49.58
30.631 , 68.14 , 49.58
30.633 , 68.14 , 49.58
30.635 , 68.14 , 49.6
30.637 , 68.12 , 49.58
30.639 , 68.07 , 49.55
30.641 , 68.05 , 49.6
30.643 , 68.05 , 49.58
30.644 , 68.02 , 49.58
30.646 , 68.05 , 49.58
30.648 , 67.98 , 49.6
30.65 , 68.02 , 49.58
30.652 , 67.98 , 49.55
30.654 , 68.02 , 49.51
30.656 , 68.02 , 49.55
30.658 , 67.98 , 49.49
30.659 , 67.98 , 49.58
30.661 , 67.96 , 49.51
30.663 , 67.98 , 49.51
30.665 , 67.91 , 49.51
30.667 , 67.91 , 49.55
30.669 , 67.96 , 49.49
30.671 , 67.96 , 49.55
30.673 , 67.96 , 49.49
30.675 , 67.91 , 49.51
30.676 , 67.89 , 49.51
30.678 , 67.91 , 49.51
30.68 , 67.91 , 49.49
30.682 , 67.89 , 49.49
30.684 , 67.84 , 49.44
30.686 , 67.84 , 49.49
30.688 , 67.84 , 49.44
30.69 , 67.82 , 49.51
30.692 , 67.82 , 49.44
30.694 , 67.82 , 49.49
30.696 , 67.82 , 49.42
30.698 , 67.8 , 49.44
30.699 , 67.82 , 49.37
30.701 , 67.8 , 49.42
30.703 , 67.8 , 49.42
30.705 , 67.73 , 49.37
30.707 , 67.82 , 49.32
30.709 , 67.8 , 49.42
30.711 , 67.8 , 49.32
30.713 , 67.75 , 49.35
30.715 , 67.73 , 49.32
30.716 , 67.73 , 49.32
30.718 , 67.73 , 49.32
30.72 , 67.75 , 49.32
30.722 , 67.68 , 49.32
30.724 , 67.66 , 49.32
30.726 , 67.68 , 49.32
30.728 , 67.66 , 49.37
30.729 , 67.68 , 49.28
30.731 , 67.68 , 49.32
30.733 , 67.66 , 49.28
30.735 , 67.66 , 49.32
30.737 , 67.66 , 49.28
30.746 , 67.52 , 49.26
30.748 , 67.57 , 49.28
30.75 , 67.59 , 49.26
30.752 , 67.64 , 49.21
30.754 , 67.64 , 49.28
30.756 , 67.52 , 49.21
30.758 , 67.57 , 49.26
30.76 , 67.52 , 49.16
30.762 , 67.52 , 49.21
30.764 , 67.48 , 49.19
30.765 , 67.52 , 49.21
30.767 , 67.5 , 49.16
30.769 , 67.52 , 49.16
30.771 , 67.52 , 49.12
30.773 , 67.5 , 49.12
30.775 , 67.48 , 49.12
30.777 , 67.48 , 49.19
30.779 , 67.5 , 49.1
30.781 , 67.48 , 49.16
30.782 , 67.43 , 49.12
30.784 , 67.48 , 49.12
30.786 , 67.43 , 49.1
30.788 , 67.43 , 49.12
30.79 , 67.43 , 49.12
30.792 , 67.48 , 49.1
30.794 , 67.41 , 49.1
30.795 , 67.41 , 49.12
30.797 , 67.43 , 49.05
30.799 , 67.36 , 49.05
30.801 , 67.41 , 49.1
30.803 , 67.41 , 49.1
30.805 , 67.36 , 49.1
30.807 , 67.36 , 49.12
30.809 , 67.34 , 49.05
30.81 , 67.41 , 49.05
30.812 , 67.36 , 49.03
30.814 , 67.36 , 49.05
30.816 , 67.34 , 49.05
30.818 , 67.36 , 49.05
30.82 , 67.34 , 49.05
30.822 , 67.29 , 49.05
30.824 , 67.29 , 48.98
30.826 , 67.29 , 49.03
30.828 , 67.29 , 49.03
30.829 , 67.29 , 49.03
30.831 , 67.29 , 49.03
30.833 , 67.2 , 48.98
30.835 , 67.27 , 48.96
30.837 , 67.27 , 49.03
30.839 , 67.25 , 48.98
30.841 , 67.2 , 48.98
30.843 , 67.18 , 48.98
30.845 , 67.25 , 48.96
30.847 , 67.2 , 48.98
30.849 , 67.18 , 48.94
30.85 , 67.2 , 48.96
30.852 , 67.18 , 48.96
30.854 , 67.18 , 48.94
30.856 , 67.18 , 48.96
30.858 , 67.18 , 48.94
30.86 , 67.2 , 48.96
30.862 , 67.13 , 48.94
30.864 , 67.13 , 48.94
30.866 , 67.18 , 48.87
30.868 , 67.13 , 48.87
30.869 , 67.13 , 48.94
30.871 , 67.2 , 48.94
30.873 , 67.13 , 48.89
30.875 , 67.13 , 48.94
30.877 , 67.13 , 48.89
30.879 , 67.13 , 48.87
30.881 , 67.09 , 48.87
30.883 , 67.11 , 48.89
30.885 , 67.09 , 48.87
30.887 , 67.11 , 48.87
30.889 , 67.09 , 48.87
30.891 , 67.09 , 48.87
30.893 , 67.09 , 48.82
30.895 , 67.04 , 48.82
30.896 , 67.09 , 48.82
30.898 , 67.02 , 48.8
30.9 , 66.97 , 48.82
30.902 , 67.04 , 48.8
30.904 , 67.11 , 48.8
30.906 , 67.09 , 48.75
30.908 , 67.11 , 48.8
30.91 , 67.09 , 48.8
30.912 , 67.13 , 48.73
30.913 , 67.11 , 48.75
30.915 , 67.13 , 48.73
30.917 , 67.09 , 48.73
30.919 , 67.09 , 48.75
30.921 , 67.04 , 48.73
30.923 , 67.04 , 48.73
30.925 , 67.02 , 48.75
30.927 , 67.02 , 48.73
30.928 , 67.04 , 48.73
30.93 , 67.04 , 48.75
30.932 , 67.04 , 48.73
30.934 , 67.09 , 48.73
30.936 , 67.09 , 48.71
30.938 , 67.09 , 48.71
30.94 , 67.04 , 48.73
30.942 , 67.04 , 48.71
30.944 , 67.02 , 48.66
30.945 , 67.02 , 48.71
30.947 , 67.02 , 48.64
30.949 , 67.02 , 48.66
30.951 , 67.04 , 48.66
30.953 , 67.02 , 48.66
30.955 , 67.09 , 48.66
30.957 , 67.04 , 48.71
30.959 , 67.09 , 48.64
30.961 , 67.11 , 48.64
30.963 , 67.02 , 48.66
30.965 , 67.09 , 48.64
30.967 , 67.13 , 48.59
30.968 , 67.27 , 48.64
30.97 , 67.41 , 48.57
30.972 , 67.64 , 48.64
30.974 , 67.82 , 48.57
30.976 , 67.82 , 48.59
30.978 , 67.84 , 48.57
30.98 , 67.8 , 48.59
30.982 , 67.75 , 48.57
30.984 , 67.64 , 48.57
30.986 , 67.57 , 48.57
30.988 , 67.64 , 48.57
30.989 , 67.68 , 48.52
30.991 , 67.75 , 48.52
30.993 , 67.84 , 48.5
30.995 , 67.89 , 48.57
30.997 , 67.91 , 48.52
30.999 , 68.02 , 48.52
31.001 , 68.14 , 48.5
31.002 , 68.3 , 48.48
31.004 , 68.37 , 48.5
31.006 , 68.46 , 48.48
31.008 , 68.48 , 48.48
31.01 , 68.55 , 48.48
31.012 , 68.46 , 48.5
31.014 , 68.21 , 48.5
31.016 , 67.73 , 48.43
31.018 , 67.48 , 48.48
31.019 , 67.34 , 48.5
31.021 , 67.25 , 48.41
31.023 , 67.2 , 48.43
31.025 , 67.29 , 48.48
31.027 , 67.43 , 48.41
31.029 , 67.59 , 48.41
31.031 , 67.73 , 48.41
31.032 , 67.73 , 48.41
31.034 , 67.8 , 48.43
31.036 , 67.82 , 48.41
31.038 , 67.73 , 48.41
31.04 , 67.68 , 48.41
31.042 , 67.59 , 48.34
31.044 , 67.57 , 48.36
31.045 , 67.52 , 48.34
31.047 , 67.52 , 48.34
31.049 , 67.52 , 48.34
31.051 , 67.59 , 48.36
31.053 , 67.59 , 48.36
31.055 , 67.59 , 48.36
31.057 , 67.59 , 48.34
31.058 , 67.57 , 48.32
31.06 , 67.52 , 48.27
31.062 , 67.52 , 48.32
31.064 , 67.52 , 48.32
31.066 , 67.5 , 48.32
31.068 , 67.5 , 48.34
31.07 , 67.52 , 48.32
31.072 , 67.48 , 48.32
31.074 , 67.5 , 48.32
31.075 , 67.5 , 48.2
31.077 , 67.48 , 48.25
31.079 , 67.48 , 48.25
31.081 , 67.43 , 48.25
31.083 , 67.48 , 48.27
31.085 , 67.41 , 48.27
31.086 , 67.43 , 48.27
31.088 , 67.43 , 48.2
31.09 , 67.41 , 48.25
31.092 , 67.36 , 48.27
31.094 , 67.41 , 48.2
31.096 , 67.43 , 48.18
31.097 , 67.43 , 48.2
31.099 , 67.41 , 48.18
31.101 , 67.36 , 48.18
31.103 , 67.36 , 48.2
31.104 , 67.36 , 48.2
31.106 , 67.34 , 48.18
31.115 , 67.34 , 48.18
