0.002 , 269.398 , 269.4896 , 250.0114 , 250.0085 , -0.09156227
0.006 , 269.4667 , 269.4896 , 250.0114 , 249.9965 , -0.09613991
0.009 , 269.4667 , 269.4896 , 250.0114 , 249.9875 , -0.09156227
0.012 , 269.4667 , 269.5125 , 250.0343 , 249.9756 , -0.09613991
0.016 , 269.398 , 269.4438 , 249.9657 , 249.9666 , -0.1007175
0.019 , 269.4667 , 269.5125 , 250.0343 , 249.9577 , -0.1052952
0.022 , 269.3752 , 269.4896 , 250.0114 , 249.9487 , -0.1052952
0.025 , 269.398 , 269.4438 , 249.9657 , 249.9397 , -0.1052952
0.028 , 269.398 , 269.4896 , 250.0114 , 249.9308 , -0.1098728
0.031 , 269.4667 , 269.4896 , 250.0114 , 249.9188 , -0.1098728
0.035 , 269.398 , 269.5125 , 250.0343 , 249.9099 , -0.11903
0.038 , 269.3752 , 269.4438 , 249.9657 , 249.9009 , -0.1236076
0.041 , 269.398 , 269.4896 , 250.0114 , 249.892 , -0.1487846
0.044 , 269.3752 , 269.4896 , 250.0114 , 249.883 , -0.1762505
0.047 , 269.3294 , 269.5125 , 250.0343 , 249.874 , -0.194561
0.05 , 269.3065 , 269.4896 , 250.0114 , 249.8621 , -0.2151604
0.054 , 269.2607 , 269.4438 , 249.9657 , 249.8531 , -0.2426262
0.057 , 269.2607 , 269.4438 , 249.9657 , 249.8442 , -0.2517815
0.06 , 269.2378 , 269.4896 , 250.0114 , 249.8352 , -0.2609367
0.063 , 269.192 , 269.4438 , 249.9657 , 249.8262 , -0.2609367
0.06599999 , 269.192 , 269.4896 , 250.0114 , 249.8143 , -0.270092
0.069 , 269.192 , 269.5125 , 250.0343 , 249.8053 , -0.2861137
0.073 , 269.192 , 269.4896 , 250.0114 , 249.7964 , -0.2998466
0.076 , 269.192 , 269.4896 , 250.0114 , 249.7874 , -0.3204479
0.079 , 269.1691 , 269.4896 , 250.0114 , 249.7784 , -0.3341808
0.08200001 , 269.1462 , 269.4896 , 250.0114 , 249.7695 , -0.3433361
0.085 , 269.1462 , 269.4438 , 249.9657 , 249.7605 , -0.3524914
0.088 , 269.1462 , 269.4896 , 250.0114 , 249.7486 , -0.357069
0.09099999 , 269.1462 , 269.4896 , 250.0114 , 249.7396 , -0.3708019
0.095 , 269.1005 , 269.4438 , 249.9657 , 249.7306 , -0.3799572
0.09799999 , 269.1005 , 269.4896 , 250.0114 , 249.7217 , -0.3936901
0.101 , 269.0776 , 269.4438 , 249.9657 , 249.7127 , -0.4074249
0.104 , 269.0776 , 269.4896 , 250.0114 , 249.7038 , -0.4165802
0.107 , 269.0776 , 269.4896 , 250.0114 , 249.6948 , -0.4303131
0.11 , 269.0776 , 269.4438 , 249.9657 , 249.6828 , -0.4348907
0.113 , 269.0776 , 269.4896 , 250.0114 , 249.6739 , -0.4486237
0.116 , 269.0318 , 269.5125 , 250.0343 , 249.6649 , -0.4623566
0.12 , 269.0318 , 269.5125 , 250.0343 , 249.656 , -0.4783783
0.123 , 269.0089 , 269.4438 , 249.9657 , 249.647 , -0.4875336
0.126 , 268.986 , 269.4896 , 250.0114 , 249.638 , -0.4966888
0.129 , 269.0089 , 269.4896 , 250.0114 , 249.6291 , -0.5058441
0.132 , 269.0089 , 269.4438 , 249.9657 , 249.6201 , -0.5104218
0.135 , 268.986 , 269.4438 , 249.9657 , 249.6112 , -0.5264435
0.138 , 268.9174 , 269.4438 , 249.9657 , 249.6022 , -0.5378876
0.141 , 268.8945 , 269.4438 , 249.9657 , 249.5902 , -0.5470428
0.144 , 268.8945 , 269.4438 , 249.9657 , 249.5813 , -0.5561981
0.147 , 268.8945 , 269.4438 , 249.9657 , 249.5723 , -0.569931
0.151 , 268.8945 , 269.4438 , 249.9657 , 249.5634 , -0.5790863
0.154 , 268.8487 , 269.4438 , 249.9657 , 249.5544 , -0.5882435
0.157 , 268.8258 , 269.4438 , 249.9657 , 249.5454 , -0.5928211
0.16 , 268.8258 , 269.4438 , 249.9657 , 249.5365 , -0.606554
0.163 , 268.8258 , 269.4438 , 249.9657 , 249.5275 , -0.6157093
0.166 , 268.8258 , 269.4438 , 249.9657 , 249.5186 , -0.6202869
0.169 , 268.8258 , 269.4896 , 250.0114 , 249.5096 , -0.6294422
0.172 , 268.78 , 269.4438 , 249.9657 , 249.4976 , -0.6385975
0.175 , 268.7571 , 269.4209 , 249.9428 , 249.4887 , -0.6431751
0.178 , 268.7571 , 269.4896 , 250.0114 , 249.4797 , -0.6477528
0.182 , 268.7343 , 269.4438 , 249.9657 , 249.4707 , -0.656908
0.185 , 268.7343 , 269.4209 , 249.9428 , 249.4618 , -0.6614857
0.188 , 268.7343 , 269.4209 , 249.9428 , 249.4528 , -0.6706409
0.191 , 268.7343 , 269.4438 , 249.9657 , 249.4439 , -0.6752186
0.194 , 268.7343 , 269.4438 , 249.9657 , 249.4349 , -0.6797962
0.197 , 268.6656 , 269.4209 , 249.9428 , 249.4259 , -0.6889534
0.2 , 268.6885 , 269.4209 , 249.9428 , 249.417 , -0.6958199
0.203 , 268.6885 , 269.4209 , 249.9428 , 249.405 , -0.6958199
0.206 , 268.6656 , 269.4209 , 249.9428 , 249.3961 , -0.7003975
0.21 , 268.6198 , 269.4209 , 249.9428 , 249.3871 , -0.7049751
0.213 , 268.6198 , 269.3752 , 249.897 , 249.3781 , -0.7049751
0.216 , 268.6198 , 269.3752 , 249.897 , 249.3692 , -0.7003975
0.219 , 268.5969 , 269.3523 , 249.8741 , 249.3602 , -0.7003975
0.222 , 268.5969 , 269.3752 , 249.897 , 249.3513 , -0.7003975
0.225 , 268.5969 , 269.3523 , 249.8741 , 249.3423 , -0.6958199
0.228 , 268.574 , 269.3294 , 249.8512 , 249.3333 , -0.6889534
0.231 , 268.5969 , 269.3294 , 249.8512 , 249.3244 , -0.6889534
0.234 , 268.574 , 269.2836 , 249.8055 , 249.3124 , -0.6843758
0.237 , 268.574 , 269.2607 , 249.7826 , 249.3035 , -0.6797962
0.24 , 268.5283 , 269.2607 , 249.7826 , 249.2945 , -0.6752186
0.244 , 268.5054 , 269.192 , 249.7139 , 249.2855 , -0.6752186
0.247 , 268.5054 , 269.192 , 249.7139 , 249.2766 , -0.6706409
0.25 , 268.5283 , 269.2149 , 249.7368 , 249.2676 , -0.6614857
0.253 , 268.5054 , 269.192 , 249.7139 , 249.2587 , -0.656908
0.256 , 268.5283 , 269.192 , 249.7139 , 249.2497 , -0.6477528
0.259 , 268.5054 , 269.1462 , 249.6681 , 249.2407 , -0.6385975
0.262 , 268.5054 , 269.1005 , 249.6223 , 249.2318 , -0.6340199
0.265 , 268.4596 , 269.0318 , 249.5537 , 249.2228 , -0.6248646
0.268 , 268.4367 , 269.0318 , 249.5537 , 249.2139 , -0.6111317
0.271 , 268.4596 , 269.0318 , 249.5537 , 249.2049 , -0.606554
0.274 , 268.4596 , 269.0318 , 249.5537 , 249.1929 , -0.5928211
0.277 , 268.4596 , 269.0089 , 249.5308 , 249.184 , -0.5836639
0.281 , 268.4367 , 268.9631 , 249.485 , 249.175 , -0.5745087
0.284 , 268.4367 , 268.9402 , 249.4621 , 249.1661 , -0.5607758
0.287 , 268.4138 , 268.9402 , 249.4621 , 249.1571 , -0.5516205
0.29 , 268.4138 , 268.9174 , 249.4392 , 249.1481 , -0.5424652
0.293 , 268.368 , 268.9174 , 249.4392 , 249.1392 , -0.5378876
0.296 , 268.368 , 268.8716 , 249.3934 , 249.1302 , -0.5218658
0.299 , 268.368 , 268.8029 , 249.3248 , 249.1212 , -0.5104218
0.302 , 268.3452 , 268.8029 , 249.3248 , 249.1123 , -0.5012665
0.305 , 268.368 , 268.8029 , 249.3248 , 249.1033 , -0.4875336
0.308 , 268.3452 , 268.78 , 249.3019 , 249.0944 , -0.4829559
0.311 , 268.3452 , 268.78 , 249.3019 , 249.0824 , -0.4738007
0.314 , 268.368 , 268.78 , 249.3019 , 249.0735 , -0.4623566
0.318 , 268.2994 , 268.7114 , 249.2332 , 249.0645 , -0.4532013
0.321 , 268.2994 , 268.7114 , 249.2332 , 249.0555 , -0.444046
0.324 , 268.2765 , 268.6427 , 249.1646 , 249.0466 , -0.4348907
0.327 , 268.2994 , 268.6427 , 249.1646 , 249.0376 , -0.4257355
0.33 , 268.2765 , 268.6198 , 249.1417 , 249.0286 , -0.4165802
0.333 , 268.2765 , 268.6427 , 249.1646 , 249.0197 , -0.4120026
0.336 , 268.2307 , 268.6198 , 249.1417 , 249.0107 , -0.4028473
0.339 , 268.2765 , 268.6198 , 249.1417 , 249.0018 , -0.3982677
0.342 , 268.2078 , 268.5511 , 249.073 , 248.9928 , -0.3936901
0.345 , 268.2078 , 268.5511 , 249.073 , 248.9838 , -0.3845348
0.348 , 268.2078 , 268.5054 , 249.0272 , 248.9749 , -0.3799572
0.351 , 268.2078 , 268.5511 , 249.073 , 248.9629 , -0.3799572
0.354 , 268.2078 , 268.5054 , 249.0272 , 248.954 , -0.3708019
0.357 , 268.1392 , 268.5054 , 249.0272 , 248.945 , -0.3662243
0.361 , 268.1163 , 268.4825 , 249.0043 , 248.936 , -0.3662243
0.364 , 268.0705 , 268.4138 , 248.9357 , 248.9271 , -0.357069
0.367 , 268.1163 , 268.3909 , 248.9128 , 248.9181 , -0.3524914
0.37 , 268.0705 , 268.3909 , 248.9128 , 248.9091 , -0.3479137
0.373 , 268.1163 , 268.4138 , 248.9357 , 248.9002 , -0.3479137
0.376 , 268.0476 , 268.3909 , 248.9128 , 248.8912 , -0.3433361
0.379 , 268.0476 , 268.3909 , 248.9128 , 248.8823 , -0.3433361
0.382 , 268.0476 , 268.3452 , 248.867 , 248.8733 , -0.3387585
0.385 , 268.0476 , 268.3452 , 248.867 , 248.8643 , -0.3341808
0.388 , 268.0247 , 268.3223 , 248.8441 , 248.8524 , -0.3341808
0.391 , 268.0476 , 268.3452 , 248.867 , 248.8434 , -0.3296032
0.394 , 268.0247 , 268.3223 , 248.8441 , 248.8345 , -0.3296032
0.397 , 267.9789 , 268.3223 , 248.8441 , 248.8255 , -0.3296032
0.4 , 267.9789 , 268.3223 , 248.8441 , 248.8165 , -0.3296032
