0.002 , 109.2927 , 91.46258 , 0.09155083
0.005 , 109.2927 , 91.46258 , 0.09155083
0.008000001 , 109.2699 , 91.48547 , 0.09155083
0.011 , 109.2699 , 91.48547 , 0.08697319
0.013 , 109.2699 , 91.46258 , 0.08239555
0.016 , 109.2699 , 91.46258 , 0.08239555
0.019 , 109.2699 , 91.4168 , 0.08239555
0.022 , 109.2699 , 91.46258 , 0.07781792
0.025 , 109.2927 , 91.46258 , 0.07781792
0.036 , 109.2241 , 91.46258 , 0.06866264
0.038 , 109.2699 , 91.46258 , 0.06408501
0.041 , 109.2241 , 91.46258 , 0.06408501
0.044 , 109.2699 , 91.48547 , 0.05950737
0.047 , 109.2699 , 91.48547 , 0.05035019
0.05 , 109.2699 , 91.46258 , 0.04577255
0.052 , 109.2699 , 91.46258 , 0.03661728
0.055 , 109.2699 , 91.46258 , 0.02517319
0.058 , 109.2012 , 91.46258 , 0.01601791
0.061 , 109.2012 , 91.48547 , 0.00686264
0.06400001 , 109.2012 , 91.48547 , 0.002285004
0.06599999 , 109.1783 , 91.48547 , -0.002292633
0.069 , 109.2012 , 91.48547 , -0.00687027
0.072 , 109.1783 , 91.4168 , -0.01144791
0.075 , 109.1783 , 91.46258 , -0.02060318
0.078 , 109.1325 , 91.46258 , -0.02518082
0.08 , 109.1783 , 91.46258 , -0.03433609
0.083 , 109.2012 , 91.46258 , -0.03891373
0.086 , 109.1783 , 91.46258 , -0.04349136
0.089 , 109.1783 , 91.46258 , -0.05264664
0.092 , 109.1783 , 91.4168 , -0.05722427
0.094 , 109.1325 , 91.46258 , -0.06180191
0.09700001 , 109.1096 , 91.4168 , -0.07095718
0.1 , 109.1783 , 91.46258 , -0.07095718
0.103 , 109.1096 , 91.4168 , -0.07553482
0.105 , 109.1325 , 91.46258 , -0.08697891
0.108 , 109.1325 , 91.46258 , -0.09155655
0.111 , 109.1325 , 91.48547 , -0.09613419
0.113 , 109.1096 , 91.46258 , -0.1007118
0.116 , 109.1325 , 91.46258 , -0.1052895
0.119 , 109.1096 , 91.4168 , -0.1098671
0.121 , 109.1096 , 91.46258 , -0.1144447
0.124 , 109.1325 , 91.48547 , -0.1258888
0.126 , 109.1325 , 91.48547 , -0.1258888
0.129 , 109.1325 , 91.48547 , -0.1304665
0.131 , 109.0639 , 91.46258 , -0.1350441
0.134 , 109.0639 , 91.4168 , -0.1396236
0.136 , 109.0639 , 91.46258 , -0.1442013
0.139 , 109.0639 , 91.4168 , -0.1533566
0.142 , 109.0639 , 91.46258 , -0.1533566
0.144 , 109.0639 , 91.46258 , -0.1579342
0.147 , 109.041 , 91.48547 , -0.1648006
0.149 , 109.0639 , 91.48547 , -0.1739559
0.152 , 109.041 , 91.4168 , -0.1739559
0.155 , 109.0181 , 91.46258 , -0.1831112
0.157 , 108.9723 , 91.46258 , -0.1876888
0.16 , 109.0181 , 91.46258 , -0.1922665
0.162 , 109.0181 , 91.46258 , -0.1968441
0.165 , 109.041 , 91.46258 , -0.2014217
0.167 , 109.0181 , 91.46258 , -0.210577
0.17 , 109.0181 , 91.46258 , -0.210577
0.173 , 108.9723 , 91.46258 , -0.2151546
0.175 , 108.9723 , 91.46258 , -0.2197323
0.178 , 108.9723 , 91.46258 , -0.2243099
0.18 , 108.9723 , 91.4168 , -0.2334671
0.183 , 108.9723 , 91.46258 , -0.2334671
0.186 , 108.9723 , 91.46258 , -0.2334671
0.188 , 108.9723 , 91.46258 , -0.2426224
0.191 , 108.9494 , 91.4168 , -0.2472
0.193 , 108.9494 , 91.46258 , -0.2517776
0.196 , 108.9494 , 91.4168 , -0.2563553
0.199 , 108.9494 , 91.4168 , -0.2609329
0.201 , 108.9494 , 91.4168 , -0.2609329
0.204 , 108.9036 , 91.46258 , -0.2655106
0.206 , 108.9723 , 91.46258 , -0.2700882
0.209 , 108.9036 , 91.48547 , -0.2746658
0.211 , 108.9036 , 91.46258 , -0.2792435
0.214 , 108.9036 , 91.4168 , -0.2838211
0.217 , 108.9494 , 91.4168 , -0.2883987
0.219 , 108.9036 , 91.46258 , -0.2929764
0.222 , 108.9494 , 91.46258 , -0.297554
0.224 , 108.8808 , 91.46258 , -0.3021317
0.227 , 108.9036 , 91.46258 , -0.3021317
0.229 , 108.8808 , 91.46258 , -0.3112869
