t, Cuff Pressure, Target Pressure
2.073 , 81.85 , 150
2.073 , 67.45 , 150
2.074 , 68.64 , 150
2.075 , 88.78 , 150
2.075 , 82.7 , 150
2.076 , 77.04 , 150
2.077 , 69.1 , 150
2.078 , 68.09 , 150
2.078 , 73.91 , 150
2.079 , 97.34 , 150
2.08 , 79.84 , 150
2.08 , 73.86 , 150
2.081 , 71.25 , 150
2.082 , 67.96 , 150
2.082 , 94.19 , 150
2.083 , 88.05 , 150
2.084 , 83.43 , 150
2.084 , 67.73 , 150
2.085 , 69.49 , 150
2.086 , 71.92 , 150
2.086 , 100.21 , 150
2.087 , 81.73 , 150
2.088 , 66.06 , 150
2.089 , 69.79 , 150
2.089 , 70.22 , 150
2.09 , 86.2 , 150
2.091 , 88.19 , 150
2.091 , 75.05 , 150
2.092 , 69.95 , 150
2.093 , 70.24 , 150
2.093 , 75.6 , 150
2.094 , 95.15 , 150
2.095 , 80.18 , 150
2.095 , 73.22 , 150
2.096 , 71.6 , 150
2.097 , 79.47 , 150
2.097 , 94.05 , 150
2.098 , 88.74 , 150
2.099 , 69.4 , 150
2.099 , 69.72 , 150
2.1 , 68.44 , 150
2.101 , 82.35 , 150
2.102 , 85.05 , 150
2.102 , 82.24 , 150
2.103 , 66.1 , 150
2.104 , 69.99 , 150
2.104 , 71.25 , 150
2.105 , 85.9 , 150
2.106 , 88.33 , 150
2.106 , 74.69 , 150
2.107 , 70.38 , 150
2.108 , 70.93 , 150
2.108 , 76.47 , 150
2.109 , 94.42 , 150
2.11 , 80.25 , 150
2.11 , 71.85 , 150
2.111 , 72.08 , 150
2.112 , 68.96 , 150
2.112 , 93.06 , 150
2.113 , 89.54 , 150
2.114 , 68.96 , 150
2.114 , 69.33 , 150
2.115 , 69.24 , 150
2.116 , 73.52 , 150
2.116 , 101.51 , 150
2.117 , 83.29 , 150
2.118 , 65.9 , 150
2.118 , 71.14 , 150
2.119 , 73.06 , 150
2.12 , 85.1 , 150
2.121 , 87.73 , 150
2.121 , 73.79 , 150
2.122 , 70.79 , 150
2.123 , 68.85 , 150
2.123 , 77.87 , 150
2.124 , 92.65 , 150
2.125 , 81.03 , 150
2.125 , 70.52 , 150
2.126 , 72.12 , 150
2.127 , 69.33 , 150
2.127 , 92.08 , 150
2.128 , 82.93 , 150
2.128 , 80.7 , 150
2.129 , 70.02 , 150
2.13 , 70.02 , 150
2.13 , 74.36 , 150
2.131 , 86.66 , 150
2.132 , 83.13 , 150
2.132 , 78.26 , 150
2.133 , 66.1 , 150
2.134 , 69.99 , 150
2.134 , 96.43 , 150
2.135 , 84.62 , 150
2.136 , 87.41 , 150
2.136 , 68.51 , 150
2.137 , 71.23 , 150
2.138 , 72.6 , 150
2.138 , 78.94 , 150
2.139 , 91.99 , 150
2.14 , 84.21 , 150
2.14 , 68.6 , 150
2.141 , 72.3 , 150
2.142 , 87.73 , 150
2.142 , 91.69 , 150
2.143 , 90.55 , 150
2.144 , 68.67 , 150
2.144 , 70.77 , 150
2.145 , 70.57 , 150
2.146 , 87.71 , 150
2.147 , 101.51 , 150
2.147 , 79.06 , 150
2.148 , 66.58 , 150
2.149 , 70.61 , 150
2.149 , 96.73 , 150
2.15 , 85.44 , 150
2.151 , 88.03 , 150
2.151 , 73.91 , 150
2.152 , 71.71 , 150
2.153 , 72.97 , 150
2.153 , 79.01 , 150
2.154 , 93.13 , 150
2.155 , 81.6 , 150
2.155 , 71.02 , 150
2.156 , 72.9 , 150
2.157 , 87.05 , 150
2.157 , 92.88 , 150
2.158 , 90.75 , 150
2.159 , 69.24 , 150
2.159 , 70.91 , 150
2.16 , 70.84 , 150
2.161 , 87.11 , 150
2.161 , 102.43 , 150
2.162 , 84.6 , 150
2.163 , 66.95 , 150
2.164 , 70.98 , 150
2.164 , 75.26 , 150
2.165 , 85.72 , 150
2.166 , 88.33 , 150
2.166 , 74.0 , 150
2.167 , 72.05 , 150
2.168 , 73.5 , 150
2.168 , 79.33 , 150
2.169 , 93.66 , 150
2.17 , 85.03 , 150
2.17 , 71.44 , 150
2.171 , 73.29 , 150
2.172 , 70.84 , 150
2.172 , 93.36 , 150
2.173 , 91.14 , 150
2.174 , 69.72 , 150
2.174 , 71.32 , 150
2.175 , 71.21 , 150
2.176 , 87.27 , 150
2.176 , 102.61 , 150
2.177 , 84.73 , 150
2.178 , 67.27 , 150
2.179 , 71.66 , 150
2.179 , 75.26 , 150
2.18 , 86.4 , 150
2.181 , 88.94 , 150
2.181 , 74.85 , 150
2.182 , 72.6 , 150
2.183 , 73.75 , 150
2.183 , 79.45 , 150
2.184 , 94.67 , 150
2.185 , 85.65 , 150
2.185 , 72.12 , 150
2.186 , 73.86 , 150
2.187 , 87.02 , 150
2.187 , 94.21 , 150
2.188 , 91.37 , 150
2.189 , 70.15 , 150
2.189 , 71.69 , 150
2.19 , 71.46 , 150
2.191 , 87.27 , 150
2.192 , 85.28 , 150
2.192 , 85.1 , 150
2.193 , 67.75 , 150
2.194 , 72.12 , 150
2.194 , 75.3 , 150
2.195 , 87.23 , 150
2.196 , 89.38 , 150
2.196 , 75.72 , 150
2.197 , 72.92 , 150
2.198 , 74.07 , 150
2.198 , 79.51 , 150
2.199 , 97.62 , 150
2.2 , 86.43 , 150
2.2 , 74.43 , 150
2.201 , 74.57 , 150
2.202 , 83.63 , 150
2.202 , 96.77 , 150
2.203 , 91.51 , 150
2.204 , 71.39 , 150
2.204 , 71.6 , 150
2.205 , 71.48 , 150
2.206 , 85.1 , 150
2.206 , 103.27 , 150
2.207 , 83.04 , 150
2.208 , 69.12 , 150
2.209 , 73.15 , 150
2.209 , 74.0 , 150
2.21 , 89.49 , 150
2.211 , 91.21 , 150
2.211 , 78.03 , 150
2.212 , 73.29 , 150
2.213 , 73.72 , 150
2.213 , 78.46 , 150
2.214 , 99.7 , 150
2.215 , 86.43 , 150
2.215 , 76.24 , 150
2.216 , 75.03 , 150
2.217 , 82.12 , 150
2.217 , 98.03 , 150
2.218 , 91.37 , 150
2.219 , 72.6 , 150
2.219 , 71.62 , 150
2.22 , 71.82 , 150
2.221 , 76.06 , 150
2.221 , 102.98 , 150
2.222 , 84.23 , 150
2.223 , 70.11 , 150
2.223 , 73.98 , 150
2.224 , 73.5 , 150
2.225 , 91.3 , 150
2.225 , 86.7 , 150
2.226 , 79.7 , 150
2.227 , 73.52 , 150
2.228 , 73.66 , 150
2.228 , 78.23 , 150
2.229 , 101.92 , 150
2.23 , 86.86 , 150
2.23 , 68.67 , 150
2.231 , 75.42 , 150
2.232 , 80.09 , 150
2.233 , 86.18 , 150
2.233 , 90.98 , 150
2.234 , 74.0 , 150
2.234 , 73.98 , 150
2.235 , 72.05 , 150
2.236 , 82.76 , 150
2.236 , 101.85 , 150
2.237 , 85.9 , 150
2.238 , 71.71 , 150
2.239 , 74.89 , 150
2.239 , 91.9 , 150
2.24 , 93.68 , 150
2.241 , 92.74 , 150
2.241 , 70.93 , 150
2.242 , 73.72 , 150
2.243 , 73.56 , 150
2.243 , 90.41 , 150
2.244 , 103.98 , 150
2.245 , 86.7 , 150
2.246 , 69.19 , 150
2.246 , 73.2 , 150
2.247 , 78.14 , 150
2.248 , 87.62 , 150
2.248 , 89.95 , 150
2.249 , 71.46 , 150
2.25 , 74.39 , 150
2.25 , 72.37 , 150
2.251 , 98.4 , 150
2.252 , 97.48 , 150
2.252 , 87.32 , 150
2.253 , 74.85 , 150
2.254 , 75.97 , 150
2.254 , 86.63 , 150
2.255 , 85.81 , 150
2.256 , 92.97 , 150
2.256 , 72.14 , 150
2.257 , 73.98 , 150
2.258 , 73.15 , 150
2.259 , 86.82 , 150
2.259 , 88.74 , 150
2.26 , 84.02 , 150
2.261 , 70.34 , 150
2.261 , 74.5 , 150
2.262 , 97.25 , 150
2.263 , 90.98 , 150
2.263 , 92.38 , 150
2.264 , 71.23 , 150
2.265 , 74.73 , 150
2.265 , 75.21 , 150
2.266 , 79.74 , 150
2.267 , 101.67 , 150
2.268 , 87.89 , 150
2.268 , 69.81 , 150
2.269 , 73.68 , 150
2.27 , 100.16 , 150
2.271 , 92.13 , 150
2.271 , 88.56 , 150
2.272 , 72.69 , 150
2.273 , 73.2 , 150
2.273 , 83.79 , 150
2.274 , 102.88 , 150
2.275 , 84.69 , 150
2.275 , 72.6 , 150
2.276 , 76.01 , 150
2.277 , 74.34 , 150
2.278 , 94.96 , 150
2.278 , 93.52 , 150
2.279 , 83.04 , 150
2.28 , 74.59 , 150
2.28 , 74.69 , 150
2.281 , 90.46 , 150
2.282 , 105.36 , 150
2.283 , 87.11 , 150
2.283 , 70.11 , 150
2.284 , 74.62 , 150
2.285 , 78.19 , 150
2.285 , 89.31 , 150
2.286 , 91.62 , 150
2.287 , 77.57 , 150
2.287 , 75.6 , 150
2.288 , 76.79 , 150
2.289 , 81.67 , 150
2.289 , 98.99 , 150
2.29 , 88.4 , 150
2.291 , 71.69 , 150
2.291 , 77.09 , 150
2.292 , 86.56 , 150
2.293 , 86.63 , 150
2.294 , 86.72 , 150
2.294 , 73.29 , 150
2.295 , 75.03 , 150
2.296 , 78.62 , 150
2.296 , 86.66 , 150
2.297 , 90.71 , 150
2.298 , 85.67 , 150
2.298 , 71.53 , 150
2.299 , 75.88 , 150
2.3 , 97.05 , 150
2.3 , 88.58 , 150
2.301 , 93.73 , 150
2.302 , 72.05 , 150
2.302 , 72.05 , 150
2.303 , 75.51 , 150
2.304 , 80.0 , 150
2.304 , 105.13 , 150
2.305 , 88.17 , 150
2.306 , 70.77 , 150
2.307 , 74.91 , 150
2.307 , 101.51 , 150
2.308 , 92.01 , 150
2.309 , 91.23 , 150
2.309 , 73.2 , 150
2.31 , 76.17 , 150
2.311 , 77.96 , 150
2.312 , 101.21 , 150
2.312 , 85.19 , 150
2.313 , 88.65 , 150
2.314 , 73.06 , 150
2.314 , 74.96 , 150
2.315 , 98.76 , 150
2.316 , 87.41 , 150
2.316 , 86.11 , 150
2.317 , 75.12 , 150
2.318 , 75.58 , 150
2.318 , 79.58 , 150
2.319 , 89.08 , 150
2.32 , 90.02 , 150
2.32 , 85.42 , 150
2.321 , 76.36 , 150
2.322 , 76.24 , 150
2.322 , 99.29 , 150
2.323 , 92.52 , 150
2.324 , 93.91 , 150
2.324 , 72.76 , 150
2.325 , 76.65 , 150
2.326 , 77.16 , 150
2.326 , 96.41 , 150
2.327 , 103.5 , 150
2.328 , 89.33 , 150
2.329 , 71.78 , 150
2.329 , 75.37 , 150
2.33 , 102.27 , 150
2.331 , 93.57 , 150
2.332 , 75.88 , 150
2.332 , 74.5 , 150
2.333 , 74.85 , 150
2.334 , 85.33 , 150
2.334 , 104.23 , 150
2.335 , 86.06 , 150
2.336 , 74.46 , 150
2.336 , 74.75 , 150
2.337 , 76.1 , 150
2.338 , 97.32 , 150
2.339 , 95.12 , 150
2.339 , 84.96 , 150
2.34 , 76.36 , 150
2.341 , 76.29 , 150
2.341 , 80.77 , 150
2.342 , 107.07 , 150
2.343 , 88.97 , 150
2.344 , 71.94 , 150
2.344 , 76.29 , 150
2.345 , 79.61 , 150
2.345 , 91.62 , 150
2.346 , 91.67 , 150
2.347 , 79.61 , 150
2.348 , 77.43 , 150
2.348 , 75.21 , 150
2.349 , 83.11 , 150
2.349 , 101.74 , 150
2.35 , 89.65 , 150
2.351 , 78.32 , 150
2.352 , 78.69 , 150
2.352 , 87.16 , 150
2.353 , 88.65 , 150
2.354 , 95.19 , 150
2.354 , 76.04 , 150
2.355 , 75.44 , 150
2.356 , 75.74 , 150
2.356 , 86.75 , 150
2.357 , 105.75 , 150
2.358 , 87.02 , 150
2.359 , 74.43 , 150
2.359 , 78.23 , 150
2.36 , 95.72 , 150
2.361 , 97.18 , 150
2.361 , 95.81 , 150
2.362 , 84.73 , 150
2.363 , 77.57 , 150
2.363 , 77.43 , 150
2.364 , 93.66 , 150
2.365 , 107.78 , 150
2.366 , 89.93 , 150
2.366 , 72.99 , 150
2.367 , 77.55 , 150
2.368 , 103.82 , 150
2.369 , 93.52 , 150
2.369 , 80.84 , 150
2.37 , 75.53 , 150
2.371 , 77.04 , 150
2.371 , 85.15 , 150
2.372 , 101.92 , 150
2.373 , 87.94 , 150
2.374 , 79.77 , 150
2.374 , 80.77 , 150
2.375 , 77.94 , 150
2.376 , 104.05 , 150
2.376 , 96.96 , 150
2.377 , 77.09 , 150
2.378 , 79.17 , 150
2.379 , 82.74 , 150
2.379 , 89.86 , 150
2.38 , 95.81 , 150
2.381 , 89.93 , 150
2.381 , 75.81 , 150
2.382 , 79.93 , 150
2.383 , 99.08 , 150
2.383 , 98.54 , 150
2.384 , 97.8 , 150
2.385 , 75.88 , 150
2.386 , 78.53 , 150
2.386 , 80.06 , 150
2.387 , 96.43 , 150
2.388 , 90.71 , 150
2.388 , 92.2 , 150
2.389 , 75.14 , 150
2.39 , 79.47 , 150
2.39 , 83.98 , 150
2.391 , 94.39 , 150
2.392 , 96.7 , 150
2.392 , 77.62 , 150
2.393 , 81.46 , 150
2.394 , 82.93 , 150
2.394 , 104.51 , 150
2.395 , 89.49 , 150
2.396 , 93.59 , 150
2.397 , 77.27 , 150
2.397 , 79.84 , 150
2.398 , 105.81 , 150
2.399 , 98.6 , 150
2.4 , 78.92 , 150
2.4 , 79.81 , 150
2.401 , 79.84 , 150
2.402 , 91.51 , 150
2.403 , 110.46 , 150
2.403 , 90.98 , 150
2.404 , 77.8 , 150
2.405 , 81.9 , 150
2.405 , 81.3 , 150
2.406 , 100.21 , 150
2.407 , 99.61 , 150
2.407 , 77.84 , 150
2.408 , 81.6 , 150
2.409 , 81.3 , 150
2.41 , 95.74 , 150
2.41 , 93.89 , 150
2.411 , 92.68 , 150
2.412 , 76.81 , 150
2.412 , 81.62 , 150
2.413 , 83.59 , 150
2.414 , 97.71 , 150
2.414 , 99.02 , 150
2.415 , 85.49 , 150
2.416 , 82.76 , 150
2.416 , 83.43 , 150
2.417 , 102.04 , 150
2.418 , 109.22 , 150
2.419 , 85.03 , 150
2.419 , 77.64 , 150
2.42 , 81.14 , 150
2.421 , 108.54 , 150
2.422 , 98.56 , 150
2.422 , 81.92 , 150
2.423 , 80.06 , 150
2.424 , 80.77 , 150
2.424 , 90.25 , 150
2.425 , 108.77 , 150
2.426 , 91.07 , 150
2.427 , 81.03 , 150
2.427 , 83.86 , 150
2.428 , 81.78 , 150
2.429 , 105.68 , 150
2.43 , 100.69 , 150
2.43 , 79.45 , 150
2.431 , 82.38 , 150
2.432 , 86.88 , 150
2.433 , 113.07 , 150
2.433 , 93.11 , 150
2.434 , 92.2 , 150
2.435 , 82.93 , 150
2.435 , 83.79 , 150
2.436 , 104.42 , 150
2.437 , 95.35 , 150
2.438 , 88.44 , 150
2.438 , 83.91 , 150
2.439 , 83.89 , 150
2.44 , 88.21 , 150
2.44 , 112.57 , 150
2.441 , 95.06 , 150
2.442 , 78.42 , 150
2.443 , 82.6 , 150
2.443 , 87.41 , 150
2.444 , 97.25 , 150
2.445 , 99.08 , 150
2.445 , 84.8 , 150
2.446 , 84.39 , 150
2.447 , 85.9 , 150
2.447 , 89.93 , 150
2.448 , 108.01 , 150
2.449 , 95.97 , 150
2.45 , 79.67 , 150
2.45 , 85.44 , 150
2.451 , 92.58 , 150
2.452 , 94.87 , 150
2.452 , 100.21 , 150
2.453 , 81.46 , 150
2.454 , 83.2 , 150
2.455 , 86.24 , 150
2.455 , 110.71 , 150
2.456 , 91.3 , 150
2.457 , 79.47 , 150
2.458 , 80.91 , 150
2.458 , 81.62 , 150
2.459 , 104.37 , 150
2.46 , 99.91 , 150
2.46 , 90.87 , 150
2.461 , 81.73 , 150
2.462 , 81.55 , 150
2.462 , 86.18 , 150
2.463 , 112.36 , 150
2.464 , 92.49 , 150
2.465 , 77.78 , 150
2.465 , 82.44 , 150
2.466 , 83.45 , 150
2.467 , 99.47 , 150
2.467 , 99.84 , 150
2.468 , 86.95 , 150
2.469 , 83.2 , 150
2.469 , 83.45 , 150
2.47 , 100.3 , 150
2.471 , 91.92 , 150
2.472 , 94.42 , 150
2.472 , 77.71 , 150
2.473 , 81.9 , 150
2.474 , 108.72 , 150
2.475 , 97.76 , 150
2.475 , 97.62 , 150
2.476 , 79.58 , 150
2.477 , 80.84 , 150
2.477 , 84.96 , 150
2.478 , 106.11 , 150
2.479 , 90.55 , 150
2.48 , 82.83 , 150
2.48 , 84.5 , 150
2.481 , 81.62 , 150
2.482 , 107.78 , 150
2.483 , 99.84 , 150
2.483 , 80.0 , 150
2.484 , 81.55 , 150
2.485 , 81.37 , 150
2.485 , 92.49 , 150
2.486 , 99.66 , 150
2.487 , 92.06 , 150
2.487 , 79.54 , 150
2.488 , 83.73 , 150
2.489 , 82.74 , 150
2.489 , 103.41 , 150
2.49 , 100.66 , 150
2.491 , 78.87 , 150
2.492 , 82.08 , 150
2.492 , 82.83 , 150
2.493 , 97.23 , 150
2.494 , 113.3 , 150
2.495 , 90.39 , 150
2.495 , 78.26 , 150
2.496 , 82.83 , 150
2.497 , 106.96 , 150
2.498 , 96.25 , 150
2.498 , 86.2 , 150
2.499 , 83.91 , 150
2.5 , 81.46 , 150
2.5 , 88.58 , 150
2.501 , 110.37 , 150
2.502 , 95.38 , 150
2.503 , 86.2 , 150
2.503 , 85.1 , 150
2.504 , 89.27 , 150
2.505 , 95.72 , 150
2.505 , 98.99 , 150
2.506 , 82.76 , 150
2.507 , 80.8 , 150
2.507 , 81.62 , 150
2.508 , 90.55 , 150
2.509 , 108.45 , 150
2.509 , 91.69 , 150
2.51 , 83.75 , 150
2.511 , 85.28 , 150
2.512 , 93.2 , 150
2.512 , 108.88 , 150
2.513 , 100.39 , 150
2.514 , 81.03 , 150
2.515 , 83.75 , 150
2.515 , 87.18 , 150
2.516 , 92.84 , 150
2.517 , 101.17 , 150
2.517 , 94.44 , 150
2.518 , 82.31 , 150
2.519 , 83.45 , 150
2.52 , 104.99 , 150
2.521 , 101.28 , 150
2.521 , 79.58 , 150
2.522 , 83.13 , 150
2.523 , 83.36 , 150
2.523 , 96.89 , 150
2.524 , 96.2 , 150
2.525 , 93.98 , 150
2.525 , 79.22 , 150
2.526 , 84.37 , 150
2.527 , 85.26 , 150
2.527 , 100.89 , 150
2.528 , 101.01 , 150
2.529 , 79.61 , 150
2.53 , 84.82 , 150
2.53 , 84.99 , 150
2.531 , 101.58 , 150
2.532 , 93.22 , 150
2.533 , 88.69 , 150
2.533 , 85.67 , 150
2.534 , 83.52 , 150
2.535 , 109.96 , 150
2.536 , 98.6 , 150
2.536 , 84.96 , 150
2.537 , 85.1 , 150
2.538 , 86.56 , 150
2.539 , 90.3 , 150
2.539 , 108.38 , 150
2.54 , 96.8 , 150
2.541 , 80.54 , 150
2.541 , 86.43 , 150
2.542 , 92.88 , 150
2.543 , 95.65 , 150
2.543 , 96.73 , 150
2.544 , 82.31 , 150
2.545 , 84.76 , 150
2.546 , 87.87 , 150
2.546 , 92.74 , 150
2.547 , 103.5 , 150
2.548 , 95.72 , 150
2.548 , 82.35 , 150
2.549 , 85.81 , 150
2.55 , 98.49 , 150
2.55 , 95.15 , 150
2.551 , 101.97 , 150
2.552 , 80.7 , 150
2.553 , 84.14 , 150
2.553 , 88.88 , 150
2.554 , 114.24 , 150
2.555 , 94.21 , 150
2.556 , 80.52 , 150
2.556 , 84.73 , 150
2.557 , 85.42 , 150
2.558 , 103.41 , 150
2.559 , 102.04 , 150
2.559 , 80.38 , 150
2.56 , 83.5 , 150
2.561 , 85.42 , 150
2.562 , 89.54 , 150
2.562 , 96.04 , 150
2.563 , 95.56 , 150
2.564 , 80.0 , 150
2.564 , 84.73 , 150
2.573 , 87.16 , 150
2.574 , 99.84 , 150
2.574 , 99.38 , 150
2.575 , 82.15 , 150
2.576 , 83.29 , 150
2.576 , 91.83 , 150
2.577 , 109.02 , 150
2.578 , 97.18 , 150
2.579 , 84.92 , 150
2.579 , 87.09 , 150
2.58 , 95.28 , 150
2.581 , 96.34 , 150
2.582 , 96.8 , 150
2.582 , 82.67 , 150
2.583 , 85.56 , 150
2.584 , 89.15 , 150
2.584 , 94.25 , 150
2.585 , 103.34 , 150
2.586 , 96.18 , 150
2.586 , 83.89 , 150
2.587 , 85.15 , 150
2.588 , 100.62 , 150
2.589 , 95.88 , 150
2.589 , 93.66 , 150
2.59 , 85.21 , 150
2.591 , 84.92 , 150
2.592 , 89.7 , 150
2.592 , 115.2 , 150
2.593 , 94.87 , 150
2.594 , 80.93 , 150
2.595 , 85.79 , 150
2.595 , 86.36 , 150
2.596 , 103.3 , 150
2.597 , 102.54 , 150
2.598 , 80.84 , 150
2.598 , 84.23 , 150
2.599 , 86.11 , 150
2.6 , 101.37 , 150
2.6 , 95.38 , 150
2.601 , 91.21 , 150
2.602 , 87.16 , 150
2.603 , 88.74 , 150
2.603 , 110.69 , 150
2.604 , 99.08 , 150
2.605 , 87.57 , 150
2.606 , 86.59 , 150
2.606 , 87.62 , 150
2.607 , 91.28 , 150
2.608 , 111.86 , 150
2.608 , 97.32 , 150
2.609 , 81.6 , 150
2.61 , 87.5 , 150
2.611 , 92.01 , 150
2.611 , 97.85 , 150
2.612 , 100.89 , 150
2.613 , 83.06 , 150
2.614 , 83.06 , 150
2.614 , 88.19 , 150
2.615 , 108.15 , 150
2.616 , 93.27 , 150
2.616 , 86.29 , 150
2.617 , 81.96 , 150
2.618 , 84.92 , 150
2.618 , 111.81 , 150
2.619 , 102.06 , 150
2.62 , 83.5 , 150
2.621 , 86.27 , 150
2.622 , 84.37 , 150
2.622 , 93.75 , 150
2.623 , 105.04 , 150
2.624 , 97.34 , 150
2.624 , 83.75 , 150
2.625 , 87.55 , 150
2.626 , 99.15 , 150
2.626 , 109.54 , 150
2.627 , 103.14 , 150
2.628 , 82.15 , 150
2.629 , 85.67 , 150
2.629 , 90.16 , 150
2.63 , 96.64 , 150
2.631 , 100.82 , 150
2.632 , 95.9 , 150
2.632 , 85.72 , 150
2.633 , 86.56 , 150
2.634 , 104.53 , 150
2.635 , 103.3 , 150
2.635 , 81.51 , 150
2.636 , 86.63 , 150
2.637 , 86.34 , 150
2.638 , 100.14 , 150
2.638 , 97.41 , 150
2.639 , 93.52 , 150
2.64 , 81.37 , 150
2.64 , 86.36 , 150
2.641 , 88.19 , 150
2.642 , 102.49 , 150
2.643 , 102.84 , 150
2.643 , 82.01 , 150
2.644 , 84.8 , 150
2.645 , 91.39 , 150
2.646 , 104.01 , 150
2.646 , 97.8 , 150
2.647 , 90.34 , 150
2.648 , 88.28 , 150
2.649 , 90.91 , 150
2.649 , 99.75 , 150
2.65 , 100.62 , 150
2.651 , 86.86 , 150
2.651 , 87.46 , 150
2.652 , 89.04 , 150
2.653 , 92.52 , 150
2.653 , 110.99 , 150
2.654 , 98.37 , 150
2.655 , 82.76 , 150
2.656 , 88.56 , 150
2.656 , 94.21 , 150
2.657 , 98.03 , 150
2.658 , 99.22 , 150
2.658 , 84.85 , 150
2.659 , 87.09 , 150
2.66 , 90.02 , 150
2.661 , 112.34 , 150
2.661 , 94.32 , 150
2.662 , 98.26 , 150
2.663 , 84.62 , 150
2.663 , 86.13 , 150
2.664 , 98.99 , 150
2.665 , 97.25 , 150
2.666 , 97.57 , 150
2.666 , 85.79 , 150
2.667 , 86.95 , 150
2.668 , 90.87 , 150
2.668 , 114.97 , 150
2.669 , 95.22 , 150
2.67 , 83.75 , 150
2.671 , 85.79 , 150
2.671 , 86.72 , 150
2.672 , 109.0 , 150
2.673 , 103.98 , 150
2.674 , 82.6 , 150
2.674 , 86.82 , 150
2.675 , 86.52 , 150
2.676 , 98.72 , 150
2.676 , 100.3 , 150
2.677 , 96.41 , 150
2.678 , 82.67 , 150
2.679 , 87.57 , 150
2.679 , 107.19 , 150
2.68 , 98.24 , 150
2.681 , 92.22 , 150
2.682 , 82.44 , 150
2.682 , 85.95 , 150
2.683 , 91.97 , 150
2.684 , 116.91 , 150
2.684 , 97.41 , 150
2.685 , 93.75 , 150
2.686 , 88.42 , 150
2.687 , 89.7 , 150
2.687 , 102.75 , 150
2.688 , 99.68 , 150
2.689 , 89.86 , 150
2.69 , 88.44 , 150
2.69 , 89.01 , 150
2.691 , 92.61 , 150
2.692 , 115.2 , 150
2.692 , 98.83 , 150
2.693 , 82.9 , 150
2.694 , 86.88 , 150
2.694 , 92.38 , 150
2.695 , 100.57 , 150
2.696 , 102.2 , 150
2.697 , 84.44 , 150
2.698 , 85.97 , 150
2.698 , 93.66 , 150
2.699 , 109.64 , 150
2.7 , 99.61 , 150
2.701 , 88.69 , 150
2.701 , 89.88 , 150
2.702 , 95.35 , 150
2.703 , 99.15 , 150
2.703 , 103.14 , 150
2.704 , 85.79 , 150
2.705 , 88.42 , 150
2.706 , 91.28 , 150
2.706 , 94.92 , 150
2.707 , 108.47 , 150
2.708 , 99.08 , 150
2.709 , 85.37 , 150
2.709 , 89.54 , 150
2.71 , 99.15 , 150
2.71 , 98.24 , 150
2.711 , 104.51 , 150
2.712 , 84.28 , 150
2.713 , 87.98 , 150
2.713 , 92.13 , 150
2.714 , 97.18 , 150
2.715 , 104.65 , 150
2.716 , 98.21 , 150
2.716 , 87.05 , 150
2.717 , 89.11 , 150
2.718 , 101.24 , 150
2.718 , 98.37 , 150
2.719 , 97.41 , 150
2.72 , 87.64 , 150
2.72 , 87.96 , 150
2.721 , 92.52 , 150
2.722 , 117.21 , 150
2.723 , 96.59 , 150
2.723 , 84.39 , 150
2.724 , 87.82 , 150
2.725 , 88.44 , 150
2.726 , 109.16 , 150
2.726 , 105.42 , 150
2.727 , 83.59 , 150
2.728 , 87.5 , 150
2.729 , 92.95 , 150
2.729 , 100.8 , 150
2.73 , 100.46 , 150
2.731 , 96.54 , 150
2.732 , 88.94 , 150
2.732 , 88.85 , 150
2.733 , 109.0 , 150
2.734 , 99.47 , 150
2.734 , 93.34 , 150
2.735 , 89.4 , 150
2.736 , 87.34 , 150
2.737 , 93.29 , 150
2.737 , 118.13 , 150
2.738 , 99.06 , 150
2.739 , 83.73 , 150
2.74 , 90.07 , 150
2.74 , 91.14 , 150
2.741 , 104.21 , 150
2.742 , 104.76 , 150
2.743 , 84.37 , 150
2.743 , 87.18 , 150
2.744 , 90.39 , 150
2.745 , 106.34 , 150
2.745 , 97.23 , 150
2.746 , 92.72 , 150
2.747 , 90.64 , 150
2.748 , 88.28 , 150
2.748 , 114.24 , 150
2.749 , 102.15 , 150
2.75 , 89.61 , 150
2.751 , 89.95 , 150
2.751 , 91.3 , 150
2.752 , 94.32 , 150
2.753 , 114.72 , 150
2.754 , 100.39 , 150
2.754 , 84.92 , 150
2.755 , 88.26 , 150
2.756 , 115.34 , 150
2.757 , 103.41 , 150
2.758 , 88.03 , 150
2.758 , 90.0 , 150
2.759 , 92.24 , 150
2.76 , 95.28 , 150
2.761 , 112.04 , 150
2.761 , 100.66 , 150
2.762 , 85.97 , 150
2.763 , 88.49 , 150
2.764 , 115.27 , 150
2.764 , 104.67 , 150
2.765 , 86.79 , 150
2.766 , 89.84 , 150
2.767 , 92.95 , 150
2.767 , 96.27 , 150
2.768 , 109.48 , 150
2.769 , 96.5 , 150
2.77 , 86.56 , 150
2.77 , 88.72 , 150
2.771 , 114.97 , 150
2.772 , 105.29 , 150
2.773 , 86.18 , 150
2.774 , 88.17 , 150
2.774 , 88.17 , 150
2.775 , 97.18 , 150
2.776 , 107.94 , 150
2.777 , 100.34 , 150
2.777 , 87.82 , 150
2.778 , 89.04 , 150
2.779 , 101.83 , 150
2.78 , 99.61 , 150
2.78 , 99.08 , 150
2.781 , 89.15 , 150
2.782 , 88.85 , 150
2.782 , 93.98 , 150
2.783 , 117.97 , 150
2.784 , 97.46 , 150
2.785 , 86.43 , 150
2.785 , 90.98 , 150
