t, Cuff Pressure, Target Pressure
10.664 , 150.72 , 150
10.665 , 150.68 , 150
10.666 , 150.68 , 150
10.666 , 150.72 , 150
10.667 , 150.68 , 150
10.668 , 150.72 , 150
10.669 , 150.68 , 150
10.67 , 150.72 , 150
10.671 , 150.68 , 150
10.671 , 150.68 , 150
10.672 , 150.68 , 150
10.673 , 150.65 , 150
10.674 , 150.68 , 150
10.675 , 150.68 , 150
10.676 , 150.65 , 150
10.677 , 150.65 , 150
10.677 , 150.68 , 150
10.678 , 150.65 , 150
10.679 , 150.68 , 150
10.68 , 150.68 , 150
10.681 , 150.65 , 150
10.682 , 150.68 , 150
10.683 , 150.68 , 150
10.684 , 150.68 , 150
10.684 , 150.68 , 150
10.685 , 150.68 , 150
10.686 , 150.68 , 150
10.687 , 150.68 , 150
10.688 , 150.68 , 150
10.689 , 150.65 , 150
10.69 , 150.68 , 150
10.691 , 150.68 , 150
10.691 , 150.65 , 150
10.692 , 150.65 , 150
10.693 , 150.65 , 150
10.694 , 150.65 , 150
10.695 , 150.65 , 150
10.696 , 150.63 , 150
10.697 , 150.63 , 150
10.697 , 150.65 , 150
10.698 , 150.65 , 150
10.699 , 150.63 , 150
10.7 , 150.63 , 150
10.701 , 150.65 , 150
10.702 , 150.65 , 150
10.703 , 150.65 , 150
10.703 , 150.63 , 150
10.704 , 150.63 , 150
10.705 , 150.68 , 150
10.706 , 150.65 , 150
10.707 , 150.63 , 150
10.708 , 150.65 , 150
10.708 , 150.63 , 150
10.709 , 150.63 , 150
10.71 , 150.56 , 150
10.711 , 150.65 , 150
10.712 , 150.63 , 150
10.712 , 150.63 , 150
10.713 , 150.63 , 150
10.714 , 150.65 , 150
10.715 , 150.65 , 150
10.716 , 150.63 , 150
10.717 , 150.56 , 150
10.718 , 150.65 , 150
10.718 , 150.65 , 150
10.719 , 150.65 , 150
10.72 , 150.63 , 150
10.721 , 150.63 , 150
10.722 , 150.65 , 150
10.723 , 150.63 , 150
10.723 , 150.63 , 150
10.724 , 150.65 , 150
10.725 , 150.63 , 150
10.726 , 150.63 , 150
10.727 , 150.65 , 150
10.728 , 150.65 , 150
10.728 , 150.63 , 150
10.729 , 150.63 , 150
10.73 , 150.56 , 150
10.731 , 150.56 , 150
10.732 , 150.56 , 150
10.733 , 150.63 , 150
10.734 , 150.63 , 150
10.734 , 150.63 , 150
10.735 , 150.63 , 150
10.736 , 150.63 , 150
10.737 , 150.63 , 150
10.738 , 150.56 , 150
10.738 , 150.63 , 150
10.739 , 150.56 , 150
10.74 , 150.56 , 150
10.741 , 150.63 , 150
10.742 , 150.63 , 150
10.743 , 150.63 , 150
10.743 , 150.63 , 150
10.744 , 150.56 , 150
10.745 , 150.63 , 150
10.746 , 150.56 , 150
10.747 , 150.56 , 150
10.748 , 150.63 , 150
10.748 , 150.54 , 150
10.749 , 150.56 , 150
10.75 , 150.56 , 150
10.751 , 150.63 , 150
10.752 , 150.54 , 150
10.753 , 150.56 , 150
10.754 , 150.56 , 150
10.754 , 150.63 , 150
10.755 , 150.63 , 150
10.756 , 150.63 , 150
10.757 , 150.63 , 150
10.758 , 150.56 , 150
10.759 , 150.63 , 150
10.76 , 150.56 , 150
10.76 , 150.56 , 150
10.761 , 150.63 , 150
10.762 , 150.56 , 150
10.763 , 150.63 , 150
10.764 , 150.63 , 150
10.765 , 150.63 , 150
10.765 , 150.63 , 150
10.766 , 150.56 , 150
10.767 , 150.56 , 150
10.768 , 150.63 , 150
10.769 , 150.56 , 150
10.77 , 150.56 , 150
10.77 , 150.54 , 150
10.771 , 150.56 , 150
10.772 , 150.56 , 150
10.773 , 150.56 , 150
10.774 , 150.54 , 150
10.775 , 150.56 , 150
10.776 , 150.56 , 150
10.776 , 150.56 , 150
10.777 , 150.56 , 150
10.778 , 150.54 , 150
10.779 , 150.56 , 150
10.78 , 150.54 , 150
10.781 , 150.56 , 150
10.782 , 150.54 , 150
10.783 , 150.56 , 150
10.783 , 150.56 , 150
10.784 , 150.54 , 150
10.785 , 150.56 , 150
10.786 , 150.56 , 150
10.787 , 150.54 , 150
10.788 , 150.56 , 150
10.789 , 150.56 , 150
10.789 , 150.56 , 150
10.79 , 150.56 , 150
10.791 , 150.54 , 150
10.792 , 150.56 , 150
10.793 , 150.54 , 150
10.794 , 150.54 , 150
10.795 , 150.54 , 150
10.796 , 150.56 , 150
10.796 , 150.54 , 150
10.797 , 150.54 , 150
10.798 , 150.54 , 150
10.799 , 150.49 , 150
10.8 , 150.54 , 150
10.801 , 150.56 , 150
10.802 , 150.56 , 150
10.802 , 150.56 , 150
10.803 , 150.54 , 150
10.804 , 150.56 , 150
10.805 , 150.54 , 150
10.806 , 150.54 , 150
10.807 , 150.56 , 150
10.808 , 150.54 , 150
10.808 , 150.49 , 150
10.809 , 150.49 , 150
10.81 , 150.49 , 150
10.811 , 150.54 , 150
10.812 , 150.47 , 150
10.813 , 150.49 , 150
10.813 , 150.49 , 150
10.814 , 150.49 , 150
10.815 , 150.49 , 150
10.816 , 150.49 , 150
10.817 , 150.54 , 150
10.818 , 150.49 , 150
10.818 , 150.49 , 150
10.819 , 150.54 , 150
10.82 , 150.49 , 150
10.821 , 150.54 , 150
10.822 , 150.54 , 150
10.823 , 150.54 , 150
10.824 , 150.49 , 150
10.824 , 150.47 , 150
10.825 , 150.49 , 150
10.826 , 150.54 , 150
10.827 , 150.49 , 150
10.828 , 150.49 , 150
10.828 , 150.47 , 150
10.829 , 150.49 , 150
10.83 , 150.49 , 150
10.831 , 150.54 , 150
10.832 , 150.47 , 150
10.833 , 150.49 , 150
10.833 , 150.49 , 150
10.834 , 150.49 , 150
10.835 , 150.47 , 150
10.836 , 150.47 , 150
10.837 , 150.49 , 150
10.838 , 150.49 , 150
10.838 , 150.47 , 150
10.839 , 150.49 , 150
10.84 , 150.47 , 150
10.841 , 150.47 , 150
10.842 , 150.47 , 150
10.842 , 150.47 , 150
10.843 , 150.47 , 150
10.844 , 150.47 , 150
10.845 , 150.47 , 150
10.846 , 150.49 , 150
10.847 , 150.47 , 150
10.847 , 150.49 , 150
10.848 , 150.49 , 150
10.849 , 150.47 , 150
10.85 , 150.47 , 150
10.851 , 150.47 , 150
10.852 , 150.47 , 150
10.852 , 150.47 , 150
10.853 , 150.49 , 150
10.854 , 150.47 , 150
10.855 , 150.47 , 150
10.856 , 150.4 , 150
10.857 , 150.42 , 150
10.857 , 150.4 , 150
10.858 , 150.42 , 150
10.859 , 150.42 , 150
10.86 , 150.42 , 150
10.861 , 150.42 , 150
10.862 , 150.47 , 150
10.862 , 150.42 , 150
10.863 , 150.42 , 150
10.864 , 150.42 , 150
10.865 , 150.42 , 150
10.866 , 150.4 , 150
10.867 , 150.42 , 150
10.868 , 150.42 , 150
10.868 , 150.4 , 150
10.869 , 150.4 , 150
10.87 , 150.42 , 150
10.871 , 150.42 , 150
10.872 , 150.4 , 150
10.873 , 150.4 , 150
10.874 , 150.4 , 150
10.875 , 150.42 , 150
10.875 , 150.42 , 150
10.876 , 150.4 , 150
10.877 , 150.35 , 150
10.878 , 150.4 , 150
10.879 , 150.4 , 150
10.88 , 150.35 , 150
10.88 , 150.4 , 150
10.881 , 150.4 , 150
10.882 , 150.4 , 150
10.883 , 150.42 , 150
10.884 , 150.4 , 150
10.885 , 150.47 , 150
10.886 , 150.4 , 150
10.886 , 150.4 , 150
10.887 , 150.4 , 150
10.888 , 150.4 , 150
10.889 , 150.4 , 150
10.89 , 150.42 , 150
10.891 , 150.4 , 150
10.892 , 150.4 , 150
10.893 , 150.33 , 150
10.893 , 150.35 , 150
10.894 , 150.35 , 150
10.895 , 150.4 , 150
10.896 , 150.4 , 150
10.897 , 150.35 , 150
10.898 , 150.4 , 150
10.899 , 150.35 , 150
10.899 , 150.35 , 150
10.9 , 150.35 , 150
10.901 , 150.35 , 150
10.902 , 150.4 , 150
10.903 , 150.4 , 150
10.903 , 150.35 , 150
10.904 , 150.4 , 150
10.905 , 150.35 , 150
10.906 , 150.35 , 150
10.907 , 150.35 , 150
10.908 , 150.33 , 150
10.908 , 150.35 , 150
10.909 , 150.35 , 150
10.91 , 150.35 , 150
10.911 , 150.33 , 150
10.912 , 150.35 , 150
10.913 , 150.35 , 150
10.913 , 150.33 , 150
10.914 , 150.33 , 150
10.915 , 150.35 , 150
10.916 , 150.33 , 150
10.917 , 150.33 , 150
10.917 , 150.33 , 150
10.918 , 150.33 , 150
10.919 , 150.35 , 150
10.92 , 150.35 , 150
10.921 , 150.33 , 150
10.922 , 150.35 , 150
10.922 , 150.35 , 150
10.923 , 150.33 , 150
10.924 , 150.33 , 150
10.925 , 150.33 , 150
10.926 , 150.33 , 150
10.927 , 150.33 , 150
10.927 , 150.35 , 150
10.928 , 150.35 , 150
10.929 , 150.35 , 150
10.93 , 150.33 , 150
10.931 , 150.35 , 150
10.931 , 150.33 , 150
10.932 , 150.31 , 150
10.933 , 150.33 , 150
10.934 , 150.33 , 150
10.935 , 150.33 , 150
10.936 , 150.33 , 150
10.936 , 150.33 , 150
10.937 , 150.33 , 150
10.938 , 150.35 , 150
10.939 , 150.31 , 150
10.94 , 150.33 , 150
10.94 , 150.33 , 150
10.941 , 150.35 , 150
10.942 , 150.33 , 150
10.943 , 150.33 , 150
10.944 , 150.33 , 150
10.945 , 150.33 , 150
10.945 , 150.33 , 150
10.946 , 150.35 , 150
10.947 , 150.31 , 150
10.948 , 150.33 , 150
10.949 , 150.31 , 150
10.95 , 150.33 , 150
10.951 , 150.31 , 150
10.951 , 150.31 , 150
10.952 , 150.35 , 150
10.953 , 150.31 , 150
10.954 , 150.31 , 150
10.955 , 150.31 , 150
10.956 , 150.31 , 150
10.956 , 150.31 , 150
10.957 , 150.26 , 150
10.958 , 150.26 , 150
10.959 , 150.26 , 150
10.96 , 150.35 , 150
10.961 , 150.33 , 150
10.961 , 150.35 , 150
10.962 , 150.33 , 150
10.963 , 150.33 , 150
10.964 , 150.35 , 150
10.965 , 150.33 , 150
10.966 , 150.31 , 150
10.966 , 150.33 , 150
10.967 , 150.33 , 150
10.968 , 150.33 , 150
10.969 , 150.35 , 150
10.97 , 150.35 , 150
10.971 , 150.35 , 150
10.971 , 150.35 , 150
10.972 , 150.33 , 150
10.973 , 150.31 , 150
10.974 , 150.33 , 150
10.975 , 150.31 , 150
10.976 , 150.33 , 150
10.976 , 150.31 , 150
10.977 , 150.33 , 150
10.978 , 150.31 , 150
10.979 , 150.33 , 150
10.98 , 150.31 , 150
10.981 , 150.31 , 150
10.981 , 150.31 , 150
10.982 , 150.33 , 150
10.983 , 150.33 , 150
10.984 , 150.31 , 150
10.985 , 150.31 , 150
10.986 , 150.31 , 150
10.987 , 150.31 , 150
10.987 , 150.26 , 150
10.988 , 150.31 , 150
10.989 , 150.31 , 150
10.99 , 150.31 , 150
10.991 , 150.31 , 150
10.992 , 150.31 , 150
10.993 , 150.26 , 150
10.993 , 150.31 , 150
10.994 , 150.26 , 150
10.995 , 150.33 , 150
10.996 , 150.26 , 150
10.997 , 150.31 , 150
10.998 , 150.31 , 150
10.999 , 150.31 , 150
10.999 , 150.26 , 150
11.0 , 150.26 , 150
11.001 , 150.31 , 150
11.002 , 150.31 , 150
11.003 , 150.33 , 150
11.004 , 150.31 , 150
11.004 , 150.26 , 150
11.005 , 150.31 , 150
11.006 , 150.33 , 150
11.007 , 150.33 , 150
11.008 , 150.31 , 150
11.009 , 150.26 , 150
11.01 , 150.31 , 150
11.01 , 150.31 , 150
11.011 , 150.26 , 150
11.012 , 150.31 , 150
11.013 , 150.31 , 150
11.014 , 150.26 , 150
11.015 , 150.31 , 150
11.015 , 150.31 , 150
11.016 , 150.26 , 150
11.017 , 150.31 , 150
11.018 , 150.26 , 150
11.019 , 150.26 , 150
11.02 , 150.26 , 150
11.02 , 150.26 , 150
11.021 , 150.31 , 150
11.022 , 150.31 , 150
11.023 , 150.24 , 150
11.024 , 150.26 , 150
11.024 , 150.26 , 150
11.025 , 150.26 , 150
11.026 , 150.24 , 150
11.027 , 150.26 , 150
11.028 , 150.26 , 150
11.029 , 150.26 , 150
11.029 , 150.26 , 150
11.03 , 150.26 , 150
11.031 , 150.26 , 150
11.032 , 150.26 , 150
11.033 , 150.24 , 150
11.034 , 150.24 , 150
11.034 , 150.26 , 150
11.035 , 150.24 , 150
11.036 , 150.26 , 150
11.037 , 150.24 , 150
11.038 , 150.24 , 150
11.039 , 150.26 , 150
11.039 , 150.26 , 150
11.04 , 150.26 , 150
11.041 , 150.24 , 150
11.042 , 150.26 , 150
11.043 , 150.24 , 150
11.044 , 150.24 , 150
11.045 , 150.26 , 150
11.045 , 150.24 , 150
11.046 , 150.24 , 150
11.047 , 150.24 , 150
11.048 , 150.19 , 150
11.049 , 150.26 , 150
11.049 , 150.19 , 150
11.05 , 150.24 , 150
11.051 , 150.26 , 150
11.052 , 150.26 , 150
11.053 , 150.26 , 150
11.054 , 150.24 , 150
11.054 , 150.24 , 150
11.055 , 150.24 , 150
11.056 , 150.24 , 150
11.057 , 150.24 , 150
11.058 , 150.24 , 150
11.059 , 150.24 , 150
11.059 , 150.24 , 150
11.06 , 150.24 , 150
11.061 , 150.26 , 150
11.062 , 150.24 , 150
11.063 , 150.24 , 150
11.063 , 150.24 , 150
11.064 , 150.24 , 150
11.065 , 150.17 , 150
11.066 , 150.17 , 150
11.067 , 150.17 , 150
11.068 , 150.19 , 150
11.069 , 150.17 , 150
11.069 , 150.17 , 150
11.07 , 150.17 , 150
11.071 , 150.19 , 150
11.072 , 150.19 , 150
11.073 , 150.19 , 150
11.073 , 150.19 , 150
11.074 , 150.19 , 150
11.075 , 150.17 , 150
11.076 , 150.17 , 150
11.077 , 150.17 , 150
11.078 , 150.13 , 150
11.079 , 150.13 , 150
11.079 , 150.17 , 150
11.08 , 150.19 , 150
11.081 , 150.17 , 150
11.082 , 150.17 , 150
11.083 , 150.17 , 150
11.084 , 150.19 , 150
11.084 , 150.13 , 150
11.085 , 150.13 , 150
11.086 , 150.17 , 150
11.087 , 150.17 , 150
11.088 , 150.17 , 150
11.089 , 150.17 , 150
11.089 , 150.13 , 150
11.09 , 150.19 , 150
11.091 , 150.13 , 150
11.092 , 150.17 , 150
11.093 , 150.17 , 150
11.094 , 150.17 , 150
11.094 , 150.13 , 150
11.095 , 150.17 , 150
11.096 , 150.13 , 150
11.097 , 150.13 , 150
11.098 , 150.17 , 150
11.099 , 150.13 , 150
11.099 , 150.17 , 150
11.1 , 150.17 , 150
11.101 , 150.13 , 150
11.102 , 150.17 , 150
11.103 , 150.17 , 150
11.104 , 150.13 , 150
11.104 , 150.13 , 150
11.105 , 150.17 , 150
11.106 , 150.17 , 150
11.107 , 150.17 , 150
11.108 , 150.13 , 150
11.109 , 150.13 , 150
11.109 , 150.13 , 150
11.11 , 150.13 , 150
11.111 , 150.1 , 150
11.112 , 150.13 , 150
11.113 , 150.13 , 150
11.113 , 150.13 , 150
11.114 , 150.13 , 150
11.115 , 150.13 , 150
11.116 , 150.1 , 150
11.117 , 150.1 , 150
11.117 , 150.13 , 150
11.118 , 150.13 , 150
11.119 , 150.13 , 150
11.12 , 150.13 , 150
11.121 , 150.13 , 150
11.121 , 150.17 , 150
11.122 , 150.13 , 150
11.123 , 150.13 , 150
11.124 , 150.13 , 150
11.125 , 150.13 , 150
11.125 , 150.1 , 150
11.126 , 150.13 , 150
11.127 , 150.13 , 150
11.128 , 150.1 , 150
11.129 , 150.13 , 150
11.129 , 150.1 , 150
11.13 , 150.17 , 150
11.131 , 150.13 , 150
11.132 , 150.1 , 150
11.133 , 150.1 , 150
11.134 , 150.1 , 150
11.134 , 150.13 , 150
11.135 , 150.13 , 150
11.136 , 150.1 , 150
11.137 , 150.1 , 150
11.138 , 150.1 , 150
11.138 , 150.1 , 150
11.139 , 150.1 , 150
11.14 , 150.1 , 150
11.141 , 150.1 , 150
11.142 , 150.1 , 150
11.142 , 150.1 , 150
11.143 , 150.13 , 150
11.144 , 150.1 , 150
11.145 , 150.13 , 150
11.146 , 150.13 , 150
11.146 , 150.13 , 150
11.147 , 150.13 , 150
11.148 , 150.13 , 150
11.149 , 150.1 , 150
11.15 , 150.13 , 150
11.15 , 150.1 , 150
11.151 , 150.1 , 150
11.152 , 150.1 , 150
11.153 , 150.1 , 150
11.154 , 150.1 , 150
11.154 , 150.08 , 150
11.155 , 150.13 , 150
11.156 , 150.1 , 150
11.157 , 150.08 , 150
11.158 , 150.1 , 150
11.159 , 150.1 , 150
11.159 , 150.08 , 150
11.16 , 150.08 , 150
11.161 , 150.13 , 150
11.162 , 150.1 , 150
11.163 , 150.08 , 150
11.163 , 150.1 , 150
11.164 , 150.08 , 150
11.165 , 150.1 , 150
11.166 , 150.1 , 150
11.167 , 150.08 , 150
11.167 , 150.08 , 150
11.168 , 150.1 , 150
11.169 , 150.1 , 150
11.17 , 150.1 , 150
11.171 , 150.1 , 150
11.171 , 150.08 , 150
11.172 , 150.08 , 150
11.173 , 150.1 , 150
11.174 , 150.08 , 150
11.175 , 150.08 , 150
11.176 , 150.1 , 150
11.176 , 150.08 , 150
11.177 , 150.08 , 150
11.178 , 150.1 , 150
11.179 , 150.08 , 150
11.18 , 150.08 , 150
11.18 , 150.08 , 150
11.181 , 150.08 , 150
11.182 , 150.1 , 150
11.183 , 150.1 , 150
11.184 , 150.08 , 150
11.184 , 150.08 , 150
11.185 , 150.03 , 150
11.186 , 150.03 , 150
11.187 , 150.08 , 150
11.188 , 150.08 , 150
11.189 , 150.03 , 150
11.189 , 150.03 , 150
11.19 , 150.03 , 150
11.191 , 150.08 , 150
11.192 , 150.03 , 150
11.193 , 150.08 , 150
11.194 , 150.03 , 150
11.195 , 150.08 , 150
11.195 , 150.03 , 150
11.196 , 150.03 , 150
11.197 , 150.03 , 150
11.198 , 150.01 , 150
11.199 , 150.08 , 150
11.2 , 150.03 , 150
11.2 , 150.01 , 150
11.201 , 150.03 , 150
11.202 , 150.08 , 150
11.203 , 150.03 , 150
11.204 , 150.03 , 150
11.205 , 150.01 , 150
11.205 , 150.08 , 150
11.206 , 150.03 , 150
11.207 , 150.03 , 150
11.208 , 150.03 , 150
11.209 , 150.01 , 150
11.21 , 150.03 , 150
11.21 , 150.03 , 150
11.211 , 150.08 , 150
11.212 , 150.03 , 150
11.213 , 150.01 , 150
11.214 , 150.01 , 150
11.215 , 150.03 , 150
11.215 , 150.03 , 150
11.216 , 150.03 , 150
11.217 , 150.03 , 150
11.218 , 150.01 , 150
11.219 , 150.03 , 150
11.22 , 150.01 , 150
11.22 , 150.03 , 150
11.221 , 150.03 , 150
11.222 , 150.03 , 150
11.223 , 150.01 , 150
11.224 , 150.03 , 150
11.225 , 150.03 , 150
11.225 , 150.01 , 150
11.226 , 150.01 , 150
11.227 , 150.03 , 150
11.228 , 150.01 , 150
11.229 , 150.03 , 150
11.23 , 150.03 , 150
11.23 , 150.01 , 150
11.231 , 150.01 , 150
11.232 , 150.01 , 150
11.233 , 150.03 , 150
11.234 , 150.01 , 150
11.235 , 150.01 , 150
11.235 , 150.01 , 150
11.236 , 150.01 , 150
11.237 , 150.01 , 150
11.238 , 149.97 , 150
11.239 , 150.01 , 150
11.24 , 150.01 , 150
11.241 , 150.01 , 150
11.241 , 150.01 , 150
11.242 , 150.01 , 150
11.243 , 150.03 , 150
11.244 , 150.01 , 150
11.245 , 150.01 , 150
11.246 , 150.01 , 150
11.246 , 150.01 , 150
11.247 , 150.01 , 150
11.248 , 149.97 , 150
11.249 , 150.03 , 150
11.25 , 150.01 , 150
11.251 , 150.03 , 150
11.251 , 150.01 , 150
11.252 , 149.97 , 150
11.253 , 150.01 , 150
11.254 , 150.01 , 150
11.255 , 150.01 , 150
11.256 , 149.97 , 150
11.256 , 150.01 , 150
11.257 , 150.01 , 150
11.258 , 150.01 , 150
11.259 , 149.97 , 150
11.26 , 149.97 , 150
11.261 , 150.01 , 150
11.261 , 149.97 , 150
11.262 , 150.01 , 150
11.263 , 150.01 , 150
11.264 , 149.97 , 150
11.265 , 150.01 , 150
11.266 , 149.97 , 150
11.267 , 149.97 , 150
11.267 , 149.97 , 150
11.268 , 150.01 , 150
11.269 , 150.01 , 150
11.27 , 149.97 , 150
11.271 , 150.01 , 150
11.272 , 150.01 , 150
11.272 , 150.01 , 150
11.273 , 150.01 , 150
11.274 , 149.97 , 150
11.275 , 150.03 , 150
11.276 , 150.03 , 150
11.277 , 150.01 , 150
11.277 , 150.03 , 150
11.278 , 150.01 , 150
11.279 , 150.01 , 150
11.28 , 150.03 , 150
11.281 , 150.01 , 150
11.282 , 149.97 , 150
11.282 , 149.97 , 150
11.283 , 150.01 , 150
11.284 , 150.01 , 150
11.285 , 150.01 , 150
11.286 , 149.97 , 150
11.287 , 150.01 , 150
11.288 , 150.01 , 150
11.288 , 150.01 , 150
11.289 , 150.01 , 150
11.29 , 149.97 , 150
11.291 , 150.01 , 150
11.292 , 149.97 , 150
11.293 , 150.01 , 150
11.294 , 150.01 , 150
11.294 , 149.97 , 150
11.295 , 149.97 , 150
11.296 , 149.94 , 150
11.297 , 149.97 , 150
11.298 , 149.97 , 150
11.299 , 149.97 , 150
11.299 , 150.01 , 150
11.3 , 149.94 , 150
11.301 , 149.94 , 150
11.302 , 149.97 , 150
11.303 , 149.97 , 150
11.304 , 149.97 , 150
11.304 , 150.01 , 150
11.305 , 149.97 , 150
11.306 , 149.97 , 150
11.307 , 150.01 , 150
11.308 , 150.01 , 150
11.309 , 149.97 , 150
11.309 , 150.01 , 150
11.31 , 149.94 , 150
11.311 , 149.97 , 150
11.312 , 149.97 , 150
11.313 , 149.97 , 150
11.314 , 149.97 , 150
11.314 , 149.97 , 150
11.315 , 149.94 , 150
11.316 , 149.97 , 150
11.317 , 149.97 , 150
11.318 , 149.97 , 150
11.319 , 149.97 , 150
11.319 , 149.97 , 150
11.32 , 149.97 , 150
11.321 , 149.97 , 150
11.322 , 150.01 , 150
11.323 , 149.97 , 150
11.324 , 149.97 , 150
11.325 , 149.94 , 150
11.325 , 149.94 , 150
11.326 , 149.94 , 150
11.327 , 149.97 , 150
11.328 , 149.97 , 150
11.329 , 149.94 , 150
11.329 , 149.94 , 150
11.33 , 149.97 , 150
11.331 , 149.94 , 150
11.332 , 149.97 , 150
11.333 , 149.94 , 150
11.334 , 149.94 , 150
11.334 , 149.94 , 150
11.335 , 149.97 , 150
11.336 , 149.94 , 150
11.337 , 149.94 , 150
11.338 , 149.94 , 150
11.339 , 149.94 , 150
11.339 , 149.97 , 150
11.34 , 149.97 , 150
11.341 , 149.94 , 150
11.342 , 149.94 , 150
11.343 , 149.94 , 150
11.344 , 149.94 , 150
11.344 , 149.9 , 150
11.345 , 149.9 , 150
11.346 , 149.94 , 150
11.347 , 149.97 , 150
11.348 , 149.94 , 150
11.349 , 149.9 , 150
11.35 , 149.94 , 150
11.35 , 149.94 , 150
11.351 , 149.9 , 150
11.352 , 149.9 , 150
11.353 , 149.9 , 150
11.354 , 149.94 , 150
11.355 , 149.94 , 150
11.356 , 149.94 , 150
11.356 , 149.94 , 150
11.357 , 149.9 , 150
11.358 , 149.97 , 150
11.359 , 149.94 , 150
11.36 , 149.94 , 150
11.361 , 149.94 , 150
11.361 , 149.94 , 150
11.362 , 149.9 , 150
11.363 , 149.94 , 150
11.364 , 149.94 , 150
11.365 , 149.94 , 150
11.366 , 149.9 , 150
11.367 , 149.9 , 150
11.367 , 149.9 , 150
11.368 , 149.9 , 150
11.369 , 149.9 , 150
11.37 , 149.87 , 150
11.371 , 149.94 , 150
11.372 , 149.87 , 150
11.373 , 149.9 , 150
11.374 , 149.9 , 150
11.374 , 149.9 , 150
11.375 , 149.9 , 150
11.376 , 149.87 , 150
11.377 , 149.87 , 150
11.378 , 149.85 , 150
11.379 , 149.85 , 150
11.38 , 149.87 , 150
11.381 , 149.87 , 150
11.381 , 149.87 , 150
11.382 , 149.87 , 150
11.383 , 149.87 , 150
11.384 , 149.87 , 150
11.385 , 149.87 , 150
11.386 , 149.87 , 150
11.387 , 149.85 , 150
11.388 , 149.87 , 150
11.388 , 149.87 , 150
11.389 , 149.87 , 150
11.39 , 149.87 , 150
11.391 , 149.87 , 150
11.392 , 149.85 , 150
11.393 , 149.87 , 150
11.394 , 149.85 , 150
11.395 , 149.87 , 150
11.395 , 149.87 , 150
11.396 , 149.85 , 150
11.397 , 149.85 , 150
11.398 , 149.87 , 150
11.399 , 149.87 , 150
11.4 , 149.87 , 150
11.401 , 149.87 , 150
11.402 , 149.85 , 150
11.402 , 149.85 , 150
11.403 , 149.87 , 150
11.404 , 149.85 , 150
11.405 , 149.87 , 150
11.406 , 149.87 , 150
11.407 , 149.87 , 150
11.408 , 149.85 , 150
11.408 , 149.85 , 150
11.409 , 149.87 , 150
11.41 , 149.85 , 150
11.411 , 149.81 , 150
11.412 , 149.85 , 150
11.413 , 149.85 , 150
11.413 , 149.85 , 150
11.414 , 149.85 , 150
11.415 , 149.85 , 150
11.416 , 149.85 , 150
11.417 , 149.85 , 150
11.418 , 149.85 , 150
11.418 , 149.85 , 150
11.419 , 149.81 , 150
11.42 , 149.81 , 150
11.421 , 149.85 , 150
11.422 , 149.81 , 150
11.423 , 149.81 , 150
11.424 , 149.85 , 150
11.424 , 149.85 , 150
11.425 , 149.81 , 150
11.426 , 149.87 , 150
11.427 , 149.85 , 150
11.428 , 149.85 , 150
11.429 , 149.85 , 150
11.429 , 149.81 , 150
11.43 , 149.85 , 150
11.431 , 149.81 , 150
11.432 , 149.85 , 150
11.433 , 149.81 , 150
11.434 , 149.81 , 150
11.435 , 149.81 , 150
11.435 , 149.85 , 150
11.436 , 149.81 , 150
11.437 , 149.85 , 150
11.438 , 149.81 , 150
11.439 , 149.81 , 150
11.44 , 149.85 , 150
11.441 , 149.81 , 150
11.441 , 149.85 , 150
11.442 , 149.78 , 150
11.443 , 149.85 , 150
11.444 , 149.81 , 150
11.445 , 149.85 , 150
11.446 , 149.81 , 150
11.447 , 149.81 , 150
11.447 , 149.81 , 150
11.448 , 149.81 , 150
11.449 , 149.81 , 150
11.45 , 149.81 , 150
11.451 , 149.81 , 150
11.452 , 149.78 , 150
11.453 , 149.81 , 150
11.454 , 149.78 , 150
11.454 , 149.81 , 150
11.455 , 149.81 , 150
11.456 , 149.81 , 150
11.457 , 149.78 , 150
11.458 , 149.81 , 150
11.459 , 149.81 , 150
11.46 , 149.81 , 150
11.46 , 149.81 , 150
11.461 , 149.78 , 150
11.462 , 149.81 , 150
11.463 , 149.81 , 150
11.464 , 149.81 , 150
11.465 , 149.81 , 150
11.466 , 149.81 , 150
11.467 , 149.85 , 150
11.467 , 149.78 , 150
11.468 , 149.81 , 150
11.469 , 149.81 , 150
11.47 , 149.78 , 150
11.471 , 149.78 , 150
11.472 , 149.78 , 150
11.473 , 149.78 , 150
11.473 , 149.78 , 150
11.474 , 149.74 , 150
11.475 , 149.78 , 150
11.476 , 149.85 , 150
11.477 , 149.78 , 150
11.478 , 149.81 , 150
11.487 , 149.78 , 150
11.488 , 149.85 , 150
11.488 , 149.78 , 150
11.489 , 149.81 , 150
11.49 , 149.81 , 150
11.491 , 149.81 , 150
11.492 , 149.78 , 150
11.493 , 149.81 , 150
11.494 , 149.81 , 150
11.495 , 149.78 , 150
11.495 , 149.81 , 150
11.496 , 149.81 , 150
11.497 , 149.78 , 150
11.498 , 149.78 , 150
11.499 , 149.81 , 150
11.5 , 149.78 , 150
11.501 , 149.81 , 150
11.502 , 149.81 , 150
11.502 , 149.81 , 150
11.503 , 149.81 , 150
11.504 , 149.81 , 150
11.505 , 149.78 , 150
11.506 , 149.78 , 150
11.507 , 149.81 , 150
11.508 , 149.78 , 150
11.509 , 149.81 , 150
11.509 , 149.81 , 150
11.51 , 149.78 , 150
