0.001 , 169.4438 , 169.3951 , 151.3161 , 1 , 0.04876709
0.005 , 169.398 , 169.3831 , 151.3161 , 1 , 0.0149231
0.008000001 , 169.398 , 169.3742 , 151.3161 , 1 , 0.02388
0.01 , 169.4438 , 169.3682 , 151.3161 , 1 , 0.07562256
0.012 , 169.4438 , 169.3622 , 151.3161 , 1 , 0.08158875
0.022 , 169.4438 , 169.3324 , 151.3161 , 1 , 0.1114502
0.024 , 169.4438 , 169.3264 , 151.3161 , 1 , 0.1174164
0.026 , 169.4438 , 169.3204 , 151.3161 , 1 , 0.1233826
0.029 , 169.4667 , 169.3115 , 151.3161 , 1 , 0.1552277
0.031 , 169.4438 , 169.3055 , 151.3161 , 1 , 0.1383057
0.033 , 169.398 , 169.2995 , 151.3161 , 1 , 0.09851074
0.035 , 169.398 , 169.2936 , 151.3161 , 1 , 0.1044769
0.037 , 169.4438 , 169.2876 , 151.3161 , 1 , 0.1562195
0.039 , 169.4438 , 169.2816 , 151.3161 , 1 , 0.1621857
0.041 , 169.398 , 169.2757 , 151.3161 , 1 , 0.1223755
0.043 , 169.4438 , 169.2697 , 151.3161 , 1 , 0.1741333
0.045 , 169.398 , 169.2637 , 151.3161 , 1 , 0.1343231
0.047 , 169.398 , 169.2578 , 151.3161 , 1 , 0.1402893
0.05 , 169.398 , 169.2488 , 151.3161 , 1 , 0.1492462
0.052 , 169.3752 , 169.2428 , 151.3161 , 1 , 0.1323242
0.054 , 169.398 , 169.2368 , 151.3161 , 1 , 0.1611938
0.056 , 169.4438 , 169.2309 , 151.3161 , 1 , 0.2129364
0.058 , 169.4438 , 169.2249 , 151.3161 , 1 , 0.2189026
0.06 , 169.398 , 169.2189 , 151.3161 , 1 , 0.1790924
0.062 , 169.398 , 169.213 , 151.3161 , 1 , 0.1850739
0.06400001 , 169.398 , 169.207 , 151.3161 , 1 , 0.19104
0.06599999 , 169.398 , 169.201 , 151.3161 , 1 , 0.1970062
0.06800001 , 169.398 , 169.1951 , 151.3161 , 1 , 0.2029724
0.071 , 169.3752 , 169.1861 , 151.3161 , 1 , 0.1890411
0.073 , 169.398 , 169.1801 , 151.3161 , 1 , 0.2178955
0.075 , 169.398 , 169.1742 , 151.3161 , 1 , 0.223877
0.077 , 169.3752 , 169.1682 , 151.3161 , 1 , 0.206955
0.079 , 169.3752 , 169.1622 , 151.3161 , 1 , 0.2129211
0.081 , 169.3752 , 169.1563 , 151.3161 , 1 , 0.2188873
0.083 , 169.3752 , 169.1503 , 151.3161 , 1 , 0.2248688
0.085 , 169.398 , 169.1443 , 151.3161 , 1 , 0.2537231
0.087 , 169.3752 , 169.1384 , 151.3161 , 1 , 0.2368011
0.089 , 169.3294 , 169.1324 , 151.3161 , 1 , 0.196991
0.09099999 , 169.3752 , 169.1264 , 151.3161 , 1 , 0.2487488
0.093 , 169.3294 , 169.1204 , 151.3161 , 1 , 0.2089386
0.095 , 169.3294 , 169.1145 , 151.3161 , 1 , 0.2149048
0.09799999 , 169.3294 , 169.1055 , 151.3161 , 1 , 0.2238617
0.1 , 169.3752 , 169.0995 , 151.3161 , 1 , 0.2756042
0.102 , 169.3294 , 169.0936 , 151.3161 , 1 , 0.2357941
0.104 , 169.3294 , 169.0876 , 151.3161 , 1 , 0.2417755
0.106 , 169.3294 , 169.0816 , 151.3161 , 1 , 0.2477417
0.108 , 169.3065 , 169.0757 , 151.3161 , 1 , 0.2308197
0.11 , 169.3294 , 169.0697 , 151.3161 , 1 , 0.2596741
0.112 , 169.3065 , 169.0637 , 151.3161 , 1 , 0.2427673
0.114 , 169.3294 , 169.0578 , 151.3161 , 1 , 0.2716217
0.116 , 169.2607 , 169.0518 , 151.3161 , 1 , 0.2089233
0.118 , 169.3294 , 169.0458 , 151.3161 , 1 , 0.2835541
0.12 , 169.2607 , 169.0398 , 151.3161 , 1 , 0.220871
0.122 , 169.2378 , 169.0339 , 151.3161 , 1 , 0.203949
0.124 , 169.3065 , 169.0279 , 151.3161 , 1 , 0.2785797
0.126 , 169.2149 , 169.0219 , 151.3161 , 1 , 0.1929932
0.128 , 169.2149 , 169.016 , 151.3161 , 1 , 0.1989746
0.13 , 169.2378 , 169.01 , 151.3161 , 1 , 0.227829
0.132 , 169.2149 , 169.004 , 151.3161 , 1 , 0.210907
0.134 , 169.2149 , 168.9981 , 151.3161 , 1 , 0.2168732
0.136 , 169.2149 , 168.9921 , 151.3161 , 1 , 0.2228546
0.138 , 169.1692 , 168.9861 , 151.3161 , 1 , 0.1830444
0.14 , 169.1463 , 168.9801 , 151.3161 , 1 , 0.1661224
0.142 , 169.2149 , 168.9742 , 151.3161 , 1 , 0.2407532
0.144 , 169.1692 , 168.9682 , 151.3161 , 1 , 0.2009583
0.146 , 169.1692 , 168.9622 , 151.3161 , 1 , 0.2069244
0.148 , 169.2149 , 168.9563 , 151.3161 , 1 , 0.258667
0.15 , 169.1692 , 168.9503 , 151.3161 , 1 , 0.2188568
0.152 , 169.1463 , 168.9443 , 151.3161 , 1 , 0.2019501
0.154 , 169.1692 , 168.9384 , 151.3161 , 1 , 0.2308044
0.156 , 169.1692 , 168.9324 , 151.3161 , 1 , 0.2367706
0.158 , 169.1692 , 168.9264 , 151.3161 , 1 , 0.2427368
0.16 , 169.1692 , 168.9205 , 151.3161 , 1 , 0.248703
0.162 , 169.1463 , 168.9145 , 151.3161 , 1 , 0.2317963
0.164 , 169.0776 , 168.9085 , 151.3161 , 1 , 0.1690826
0.166 , 169.1005 , 168.9025 , 151.3161 , 1 , 0.197937
0.168 , 169.1005 , 168.8966 , 151.3161 , 1 , 0.2039032
0.17 , 169.1005 , 168.8906 , 151.3161 , 1 , 0.2098846
0.172 , 169.1463 , 168.8846 , 151.3161 , 1 , 0.2616425
0.174 , 169.1463 , 168.8787 , 151.3161 , 1 , 0.2676086
0.176 , 169.0776 , 168.8727 , 151.3161 , 1 , 0.204895
0.178 , 169.0776 , 168.8667 , 151.3161 , 1 , 0.2108765
0.18 , 169.0776 , 168.8607 , 151.3161 , 1 , 0.2168427
0.182 , 169.0776 , 168.8548 , 151.3161 , 1 , 0.2228088
0.184 , 169.0776 , 168.8488 , 151.3161 , 1 , 0.228775
0.186 , 169.0776 , 168.8428 , 151.3161 , 1 , 0.2347565
0.188 , 169.0776 , 168.8369 , 151.3161 , 1 , 0.2407227
0.19 , 169.0089 , 168.8309 , 151.3161 , 1 , 0.1780243
0.192 , 169.0776 , 168.8249 , 151.3161 , 1 , 0.252655
0.194 , 169.0089 , 168.819 , 151.3161 , 1 , 0.1899719
0.196 , 169.0547 , 168.813 , 151.3161 , 1 , 0.2417145
0.198 , 169.0547 , 168.807 , 151.3161 , 1 , 0.2476807
0.2 , 169.0547 , 168.8011 , 151.3161 , 1 , 0.2536469
0.202 , 169.0547 , 168.7951 , 151.3161 , 1 , 0.2596283
0.204 , 169.0089 , 168.7891 , 151.3161 , 1 , 0.2198181
0.206 , 169.0547 , 168.7831 , 151.3161 , 1 , 0.2715607
0.208 , 168.986 , 168.7772 , 151.3161 , 1 , 0.2088623
0.21 , 169.0089 , 168.7712 , 151.3161 , 1 , 0.2377319
0.212 , 169.0089 , 168.7652 , 151.3161 , 1 , 0.2436981
0.214 , 169.0547 , 168.7593 , 151.3161 , 1 , 0.2954407
0.216 , 169.0089 , 168.7533 , 151.3161 , 1 , 0.2556305
0.218 , 168.986 , 168.7473 , 151.3161 , 1 , 0.2387238
0.22 , 169.0089 , 168.7413 , 151.3161 , 1 , 0.2675781
0.222 , 168.986 , 168.7354 , 151.3161 , 1 , 0.2506561
0.224 , 168.986 , 168.7294 , 151.3161 , 1 , 0.2566223
0.226 , 169.0089 , 168.7234 , 151.3161 , 1 , 0.2854919
0.228 , 169.0089 , 168.7175 , 151.3161 , 1 , 0.2914581
0.23 , 169.0547 , 168.7115 , 151.3161 , 1 , 0.3432007
0.232 , 169.0089 , 168.7055 , 151.3161 , 1 , 0.3033905
0.234 , 168.986 , 168.6996 , 151.3161 , 1 , 0.2864685
0.236 , 169.0089 , 168.6936 , 151.3161 , 1 , 0.3153381
0.238 , 168.986 , 168.6876 , 151.3161 , 1 , 0.2984161
0.24 , 168.986 , 168.6817 , 151.3161 , 1 , 0.3043823
0.242 , 168.986 , 168.6757 , 151.3161 , 1 , 0.3103485
0.244 , 169.0089 , 168.6697 , 151.3161 , 1 , 0.3392181
0.246 , 168.986 , 168.6637 , 151.3161 , 1 , 0.3222961
0.248 , 168.986 , 168.6578 , 151.3161 , 1 , 0.3282623
0.25 , 168.986 , 168.6518 , 151.3161 , 1 , 0.3342285
0.252 , 168.9403 , 168.6458 , 151.3161 , 1 , 0.2944336
0.254 , 168.9403 , 168.6399 , 151.3161 , 1 , 0.3003998
0.256 , 168.9403 , 168.6339 , 151.3161 , 1 , 0.306366
