0.0 , 159.85 , 159.92 , -0.06999207
0.002 , 159.88 , 159.91 , -0.02999878
0.004 , 159.92 , 159.91 , 0.009994507
0.007 , 159.95 , 159.9 , 0.05000305
0.009 , 159.95 , 159.89 , 0.05999756
0.011 , 159.92 , 159.89 , 0.02999878
0.013 , 159.88 , 159.88 , 0.0
0.015 , 159.88 , 159.88 , 0.0
0.017 , 159.88 , 159.87 , 0.01000977
0.019 , 159.85 , 159.86 , -0.009994507
0.021 , 159.88 , 159.86 , 0.02000427
0.023 , 159.88 , 159.85 , 0.02999878
0.025 , 159.88 , 159.85 , 0.02999878
0.027 , 159.85 , 159.84 , 0.01000977
0.029 , 159.85 , 159.83 , 0.02000427
0.031 , 159.78 , 159.83 , -0.05000305
0.033 , 159.78 , 159.82 , -0.04000854
0.035 , 159.78 , 159.82 , -0.04000854
0.037 , 159.76 , 159.81 , -0.05000305
0.039 , 159.76 , 159.8 , -0.04000854
0.041 , 159.78 , 159.8 , -0.02000427
0.043 , 159.72 , 159.79 , -0.06999207
0.045 , 159.69 , 159.79 , -0.09999084
0.047 , 159.72 , 159.78 , -0.05999756
0.049 , 159.69 , 159.77 , -0.08000183
0.051 , 159.69 , 159.77 , -0.08000183
0.053 , 159.69 , 159.76 , -0.06999207
0.056 , 159.67 , 159.75 , -0.08000183
0.058 , 159.62 , 159.75 , -0.1300049
0.06 , 159.62 , 159.74 , -0.1200104
0.062 , 159.6 , 159.73 , -0.1299896
0.06400001 , 159.6 , 159.73 , -0.1299896
0.06599999 , 159.6 , 159.72 , -0.1199951
0.067 , 159.62 , 159.72 , -0.1000061
0.069 , 159.56 , 159.71 , -0.1500092
0.071 , 159.56 , 159.71 , -0.1500092
0.073 , 159.56 , 159.7 , -0.1399994
0.075 , 159.53 , 159.7 , -0.1699982
0.077 , 159.6 , 159.69 , -0.08999634
0.079 , 159.53 , 159.68 , -0.1499939
0.081 , 159.53 , 159.68 , -0.1499939
0.083 , 159.53 , 159.67 , -0.1399994
0.085 , 159.49 , 159.67 , -0.1799927
0.087 , 159.53 , 159.66 , -0.1300049
0.089 , 159.49 , 159.65 , -0.1599884
0.09099999 , 159.49 , 159.65 , -0.1599884
0.093 , 159.49 , 159.64 , -0.1499939
0.095 , 159.49 , 159.64 , -0.1499939
0.09700001 , 159.44 , 159.63 , -0.1900024
0.099 , 159.44 , 159.62 , -0.1799927
0.101 , 159.46 , 159.62 , -0.1599884
0.103 , 159.46 , 159.61 , -0.1499939
0.105 , 159.44 , 159.61 , -0.1699982
0.106 , 159.46 , 159.6 , -0.1399994
0.108 , 159.49 , 159.6 , -0.1100006
0.11 , 159.46 , 159.59 , -0.1299896
0.112 , 159.46 , 159.58 , -0.1199951
0.114 , 159.44 , 159.58 , -0.1399994
0.116 , 159.49 , 159.57 , -0.08000183
0.117 , 159.46 , 159.57 , -0.1100006
0.119 , 159.46 , 159.56 , -0.09999084
0.121 , 159.44 , 159.56 , -0.1199951
0.123 , 159.46 , 159.55 , -0.08999634
0.125 , 159.46 , 159.55 , -0.08999634
0.127 , 159.46 , 159.54 , -0.07998657
0.129 , 159.46 , 159.53 , -0.06999207
0.131 , 159.44 , 159.53 , -0.08999634
0.133 , 159.44 , 159.52 , -0.08000183
0.135 , 159.46 , 159.52 , -0.05999756
0.137 , 159.46 , 159.51 , -0.04998779
0.138 , 159.4 , 159.51 , -0.1100006
0.14 , 159.44 , 159.5 , -0.05999756
0.142 , 159.44 , 159.49 , -0.05000305
0.144 , 159.4 , 159.49 , -0.0900116
0.146 , 159.44 , 159.48 , -0.03999329
0.148 , 159.4 , 159.48 , -0.08000183
0.15 , 159.4 , 159.47 , -0.07000732
0.152 , 159.4 , 159.46 , -0.06001282
0.154 , 159.37 , 159.46 , -0.0900116
0.156 , 159.4 , 159.45 , -0.05000305
0.158 , 159.37 , 159.45 , -0.08000183
0.16 , 159.37 , 159.44 , -0.07000732
0.162 , 159.37 , 159.43 , -0.05999756
0.164 , 159.3 , 159.43 , -0.1299896
0.165 , 159.33 , 159.43 , -0.09999084
0.167 , 159.33 , 159.42 , -0.08999634
0.169 , 159.33 , 159.41 , -0.08000183
0.171 , 159.3 , 159.41 , -0.1100006
0.173 , 159.3 , 159.4 , -0.09999084
0.175 , 159.28 , 159.4 , -0.1199951
0.177 , 159.28 , 159.39 , -0.1100006
0.179 , 159.28 , 159.38 , -0.1000061
0.181 , 159.28 , 159.38 , -0.1000061
0.182 , 159.3 , 159.37 , -0.06999207
0.184 , 159.28 , 159.37 , -0.08999634
0.186 , 159.28 , 159.36 , -0.08000183
0.188 , 159.28 , 159.36 , -0.08000183
0.19 , 159.24 , 159.35 , -0.1100006
0.192 , 159.28 , 159.34 , -0.05999756
0.194 , 159.28 , 159.34 , -0.05999756
0.196 , 159.28 , 159.33 , -0.05000305
0.198 , 159.28 , 159.33 , -0.05000305
0.2 , 159.24 , 159.32 , -0.08000183
0.202 , 159.24 , 159.31 , -0.06999207
0.204 , 159.24 , 159.31 , -0.06999207
0.205 , 159.28 , 159.31 , -0.02999878
0.208 , 159.24 , 159.3 , -0.05999756
0.209 , 159.24 , 159.29 , -0.04998779
0.211 , 159.24 , 159.29 , -0.04998779
0.213 , 159.24 , 159.28 , -0.03999329
0.215 , 159.21 , 159.28 , -0.06999207
0.217 , 159.17 , 159.27 , -0.1000061
0.219 , 159.17 , 159.26 , -0.08999634
0.221 , 159.21 , 159.26 , -0.04998779
0.223 , 159.14 , 159.25 , -0.1100006
0.225 , 159.21 , 159.25 , -0.03999329
0.227 , 159.17 , 159.24 , -0.07000732
0.229 , 159.14 , 159.23 , -0.08999634
0.231 , 159.17 , 159.23 , -0.05999756
0.233 , 159.17 , 159.22 , -0.05000305
0.235 , 159.14 , 159.22 , -0.08000183
0.237 , 159.14 , 159.21 , -0.07000732
0.238 , 159.14 , 159.21 , -0.07000732
0.24 , 159.17 , 159.2 , -0.02999878
0.242 , 159.14 , 159.19 , -0.05000305
0.244 , 159.14 , 159.19 , -0.05000305
0.246 , 159.14 , 159.18 , -0.03999329
0.248 , 159.14 , 159.18 , -0.03999329
0.25 , 159.12 , 159.17 , -0.05000305
0.252 , 159.12 , 159.16 , -0.04000854
0.254 , 159.12 , 159.16 , -0.04000854
0.256 , 159.14 , 159.15 , -0.009994507
0.258 , 159.14 , 159.15 , -0.009994507
0.26 , 159.12 , 159.14 , -0.02000427
0.262 , 159.12 , 159.13 , -0.01000977
0.264 , 159.08 , 159.13 , -0.05000305
0.266 , 159.12 , 159.12 , 0.0
0.268 , 159.14 , 159.12 , 0.02000427
0.27 , 159.14 , 159.11 , 0.02999878
0.272 , 159.12 , 159.1 , 0.01998901
0.273 , 159.08 , 159.1 , -0.02000427
0.275 , 159.08 , 159.1 , -0.02000427
0.277 , 159.08 , 159.09 , -0.009994507
0.279 , 159.12 , 159.08 , 0.03999329
0.281 , 159.08 , 159.08 , 0.0
0.283 , 159.08 , 159.07 , 0.009994507
0.285 , 159.08 , 159.07 , 0.009994507
0.287 , 159.08 , 159.06 , 0.02000427
0.289 , 159.08 , 159.05 , 0.02999878
0.291 , 159.05 , 159.05 , 0.0
0.293 , 159.05 , 159.04 , 0.01000977
0.294 , 159.01 , 159.04 , -0.02999878
0.296 , 159.01 , 159.03 , -0.02000427
0.298 , 159.01 , 159.03 , -0.02000427
0.3 , 159.01 , 159.02 , -0.01000977
0.302 , 159.01 , 159.01 , 0.0
0.304 , 158.98 , 159.01 , -0.02999878
0.306 , 158.98 , 159.0 , -0.02000427
0.308 , 159.01 , 159.0 , 0.009994507
0.31 , 158.98 , 158.99 , -0.01000977
0.312 , 159.01 , 158.98 , 0.02999878
0.314 , 158.98 , 158.98 , 0.0
0.316 , 158.94 , 158.97 , -0.02999878
0.318 , 158.94 , 158.97 , -0.02999878
0.32 , 158.94 , 158.96 , -0.02000427
0.322 , 158.98 , 158.95 , 0.02999878
0.324 , 158.94 , 158.95 , -0.009994507
0.326 , 158.94 , 158.94 , 0.0
0.327 , 158.94 , 158.94 , 0.0
0.329 , 158.92 , 158.93 , -0.009994507
0.331 , 158.92 , 158.93 , -0.009994507
0.334 , 158.94 , 158.92 , 0.02000427
0.336 , 158.92 , 158.91 , 0.009994507
0.338 , 158.89 , 158.91 , -0.02000427
0.339 , 158.92 , 158.9 , 0.02000427
0.342 , 158.89 , 158.89 , 0.0
0.343 , 158.89 , 158.89 , 0.0
0.345 , 158.89 , 158.89 , 0.0
0.347 , 158.85 , 158.88 , -0.02999878
0.349 , 158.85 , 158.87 , -0.01998901
0.351 , 158.89 , 158.87 , 0.02000427
0.353 , 158.85 , 158.86 , -0.009994507
0.355 , 158.85 , 158.86 , -0.009994507
0.357 , 158.85 , 158.85 , 0.0
0.359 , 158.85 , 158.84 , 0.01000977
