t,pwm
2.822 , 40833.02
2.824 , 40733.16
2.826 , 40632.63
2.828 , 40129.76
2.83 , 40729.9
2.832 , 40931.18
2.834 , 40932.34
2.836 , 40832.98
2.839 , 40431.56
2.841 , 40430.22
2.843 , 41031.86
2.845 , 40330.02
2.847 , 40529.3
2.849 , 40126.38
2.851 , 40425.1
2.853 , 40323.24
2.855 , 40723.34
2.857 , 40623.05
2.859 , 40522.19
2.861 , 40119.42
2.863 , 40417.99
2.865 , 40718.22
2.867 , 40617.69
2.869 , 40516.9
2.871 , 40415.54
2.873 , 40816.14
2.875 , 40314.34
2.877 , 40312.5
2.879 , 40612.15
2.881 , 40511.29
2.883 , 40510.45
2.886 , 40610.13
2.888 , 40408.75
2.89 , 40306.89
2.892 , 40405.65
2.894 , 40906.76
2.896 , 40304.95
2.898 , 40303.11
2.9 , 40904.24
2.902 , 40603.91
2.904 , 40101.12
2.906 , 40500.21
2.916 , 40499.38
2.918 , 40396.73
2.92 , 40093.83
2.922 , 40191.51
2.924 , 40490.65
2.926 , 40087.8
2.928 , 39883.92
2.93 , 40282.16
2.932 , 40581.81
2.934 , 39877.98
2.936 , 40075.1
2.938 , 40474.27
2.94 , 39970.81
2.942 , 40268.96
2.944 , 40267.12
2.946 , 40164.75
2.948 , 40061.89
2.95 , 40059.05
2.952 , 39955.77
2.955 , 40153.39
2.957 , 39849.56
2.959 , 39946.16
2.961 , 39942.82
2.963 , 39839.04
2.965 , 39835.2
2.967 , 40233.36
2.969 , 40131.0
2.971 , 40128.66
2.973 , 40226.77
2.975 , 40023.96
2.977 , 40423.2
2.979 , 40020.27
2.981 , 39816.47
2.983 , 40214.64
2.985 , 39911.23
2.987 , 40108.84
2.989 , 39704.41
2.991 , 39901.11
2.994 , 39897.77
2.996 , 40195.84
2.998 , 40194.0
3.0 , 39689.78
3.002 , 39986.85
3.004 , 40687.58
3.006 , 40185.71
3.008 , 40183.87
3.01 , 39779.94
3.012 , 39977.22
3.014 , 39974.38
3.016 , 39870.84
3.018 , 40168.99
3.02 , 39765.14
3.022 , 40062.86
3.024 , 40261.48
3.026 , 40159.63
3.028 , 39856.29
3.03 , 40053.91
3.033 , 39951.05
3.035 , 39948.21
3.037 , 40347.45
3.039 , 40246.09
3.041 , 40445.71
3.043 , 39641.36
3.045 , 40139.54
3.047 , 39534.72
3.049 , 40132.86
3.051 , 40131.02
3.053 , 40028.65
3.055 , 39825.34
3.057 , 39922.45
3.059 , 40120.48
3.061 , 39716.63
3.063 , 40014.27
3.065 , 40313.41
3.067 , 40312.57
3.069 , 40211.28
3.071 , 40109.42
3.073 , 40107.57
3.075 , 40005.21
3.077 , 40203.84
3.079 , 40101.97
3.082 , 40502.21
3.083 , 39999.84
3.086 , 39896.97
3.088 , 40597.7
3.09 , 39794.27
3.092 , 40192.93
3.094 , 39689.05
3.096 , 40991.84
3.098 , 40291.0
3.1 , 40692.09
3.102 , 40592.73
3.104 , 40593.38
3.106 , 39991.14
3.108 , 40692.29
3.11 , 40391.88
3.112 , 40492.06
3.114 , 40492.22
3.116 , 40190.81
3.118 , 40088.85
3.12 , 40489.02
3.123 , 40388.65
3.125 , 40991.28
3.127 , 40089.48
3.129 , 40188.15
3.131 , 40186.81
3.133 , 40788.44
