t,p
24.329 , 87.74
24.329 , 87.74
24.33 , 87.74
24.331 , 87.74
24.331 , 87.74
24.332 , 87.74
24.333 , 87.74
24.333 , 87.74
24.334 , 87.74
24.335 , 87.74
24.335 , 87.74
24.336 , 87.74
24.337 , 87.74
24.337 , 87.74
24.338 , 87.74
24.339 , 87.74
24.339 , 87.74
24.34 , 88.25
24.341 , 88.25
24.341 , 88.25
24.342 , 88.25
24.342 , 88.25
24.343 , 88.25
24.344 , 88.25
24.344 , 88.25
24.345 , 88.25
24.346 , 88.25
24.346 , 88.25
24.347 , 88.25
24.347 , 88.25
24.348 , 88.25
24.349 , 88.25
24.349 , 88.25
24.35 , 88.25
24.35 , 88.25
24.351 , 88.25
24.351 , 88.25
24.352 , 88.25
24.353 , 88.25
24.353 , 88.68
24.354 , 88.68
24.354 , 88.68
24.355 , 88.68
24.356 , 88.68
24.356 , 88.68
24.357 , 88.68
24.358 , 88.68
24.358 , 88.68
24.359 , 88.68
24.359 , 88.68
24.36 , 88.68
24.361 , 88.68
24.361 , 88.68
24.362 , 88.68
24.363 , 88.68
24.363 , 88.68
24.364 , 88.68
24.364 , 88.68
24.365 , 88.68
24.366 , 88.68
24.366 , 89.0
24.367 , 89.0
24.367 , 89.0
24.368 , 89.0
24.369 , 89.0
24.369 , 89.0
24.37 , 89.0
24.37 , 89.0
24.371 , 89.0
24.372 , 89.0
24.372 , 89.0
24.373 , 89.0
24.373 , 89.0
24.374 , 89.0
24.375 , 89.0
24.375 , 89.0
24.376 , 89.0
24.376 , 89.0
24.377 , 89.0
24.378 , 89.0
24.378 , 89.0
24.379 , 89.0
24.38 , 89.31
24.38 , 89.31
24.381 , 89.31
24.382 , 89.31
24.382 , 89.31
24.383 , 89.31
24.384 , 89.31
24.384 , 89.31
24.385 , 89.31
24.386 , 89.31
24.386 , 89.31
24.387 , 89.31
24.388 , 89.31
24.388 , 89.31
24.389 , 89.31
24.39 , 89.31
24.39 , 89.31
24.391 , 89.31
24.392 , 89.31
24.392 , 89.55
24.393 , 89.55
24.393 , 89.55
24.394 , 89.55
24.395 , 89.55
24.395 , 89.55
24.396 , 89.55
24.397 , 89.55
24.397 , 89.55
24.398 , 89.55
24.398 , 89.55
24.399 , 89.55
24.4 , 89.55
24.4 , 89.55
24.401 , 89.55
24.402 , 89.55
24.402 , 89.55
24.403 , 89.55
24.403 , 89.55
24.404 , 89.55
24.405 , 89.55
24.405 , 89.17
24.406 , 89.17
24.407 , 89.17
24.407 , 89.17
24.408 , 89.17
24.409 , 89.17
24.409 , 89.17
24.41 , 89.17
24.411 , 89.17
24.411 , 89.17
24.412 , 89.17
24.412 , 89.17
24.413 , 89.17
24.414 , 89.17
24.414 , 89.17
24.415 , 89.17
24.416 , 89.17
24.416 , 89.17
24.417 , 89.17
24.418 , 89.17
24.418 , 88.82
24.419 , 88.82
24.42 , 88.82
24.42 , 88.82
24.421 , 88.82
24.422 , 88.82
24.422 , 88.82
24.423 , 88.82
24.424 , 88.82
24.424 , 88.82
24.425 , 88.82
24.426 , 88.82
24.426 , 88.82
24.427 , 88.82
24.428 , 88.82
24.428 , 88.82
24.429 , 88.82
24.43 , 88.82
24.43 , 88.82
24.431 , 88.82
24.432 , 88.93
24.432 , 88.93
24.433 , 88.93
24.433 , 88.93
24.434 , 88.93
24.435 , 88.93
24.435 , 88.93
24.436 , 88.93
24.436 , 88.93
24.437 , 88.93
24.438 , 88.93
24.438 , 88.93
24.439 , 88.93
24.44 , 88.93
24.44 , 88.93
24.441 , 88.93
24.441 , 88.93
24.442 , 88.93
24.443 , 88.93
24.443 , 88.93
24.444 , 88.93
24.444 , 88.93
24.445 , 88.89
24.446 , 88.89
24.446 , 88.89
24.447 , 88.89
24.448 , 88.89
24.448 , 88.89
24.449 , 88.89
24.45 , 88.89
24.45 , 88.89
24.451 , 88.89
24.452 , 88.89
24.452 , 88.89
24.453 , 88.89
24.454 , 88.89
24.454 , 88.89
24.455 , 88.89
24.456 , 88.89
24.456 , 88.89
24.457 , 88.89
24.458 , 88.88
24.458 , 88.88
24.459 , 88.88
24.46 , 88.88
24.461 , 88.88
24.461 , 88.88
24.462 , 88.88
24.463 , 88.88
24.463 , 88.88
24.464 , 88.88
24.465 , 88.88
24.465 , 88.88
24.466 , 88.88
24.467 , 88.88
24.467 , 88.88
24.468 , 88.88
24.469 , 88.88
24.469 , 88.88
24.47 , 88.88
24.471 , 88.88
24.471 , 88.88
24.472 , 88.88
24.473 , 88.88
24.473 , 88.88
24.474 , 88.88
24.475 , 88.88
24.475 , 88.88
24.476 , 88.88
24.477 , 88.88
24.477 , 88.88
24.478 , 88.88
24.479 , 88.88
24.479 , 88.88
24.48 , 88.88
24.481 , 88.88
24.481 , 88.88
24.482 , 88.88
24.483 , 88.88
24.483 , 88.88
24.484 , 88.87
24.485 , 88.87
24.485 , 88.87
24.486 , 88.87
24.487 , 88.87
24.487 , 88.87
24.488 , 88.87
24.489 , 88.87
24.489 , 88.87
24.49 , 88.87
24.49 , 88.87
24.491 , 88.87
24.492 , 88.87
24.492 , 88.87
24.493 , 88.87
24.494 , 88.87
24.494 , 88.87
24.495 , 88.87
24.495 , 88.87
24.496 , 88.87
24.497 , 88.87
24.497 , 88.87
24.498 , 88.87
24.499 , 88.87
24.499 , 88.87
24.5 , 88.87
24.5 , 88.87
24.501 , 88.87
24.502 , 88.87
24.502 , 88.87
24.503 , 88.87
24.503 , 88.87
24.504 , 88.87
24.505 , 88.87
24.505 , 88.87
24.506 , 88.87
24.507 , 88.87
24.507 , 88.87
24.508 , 88.87
24.509 , 88.87
24.509 , 88.87
24.51 , 88.87
24.51 , 88.84
24.511 , 88.84
24.512 , 88.84
24.512 , 88.84
24.513 , 88.84
24.514 , 88.84
24.514 , 88.84
24.515 , 88.84
24.516 , 88.84
24.516 , 88.84
24.517 , 88.84
24.518 , 88.84
24.518 , 88.84
24.519 , 88.84
24.52 , 88.84
24.52 , 88.84
24.521 , 88.84
24.522 , 88.84
24.522 , 88.84
24.523 , 88.84
24.524 , 88.8
24.524 , 88.8
24.525 , 88.8
24.525 , 88.8
24.526 , 88.8
24.527 , 88.8
24.527 , 88.8
24.528 , 88.8
24.529 , 88.8
24.529 , 88.8
24.53 , 88.8
24.53 , 88.8
24.531 , 88.8
24.532 , 88.8
24.532 , 88.8
24.533 , 88.8
24.534 , 88.8
24.534 , 88.8
24.535 , 88.8
24.535 , 88.8
24.536 , 88.8
24.537 , 88.68
24.537 , 88.68
24.538 , 88.68
24.538 , 88.68
24.539 , 88.68
24.54 , 88.68
24.54 , 88.68
24.541 , 88.68
24.541 , 88.68
24.542 , 88.68
24.543 , 88.68
24.543 , 88.68
24.544 , 88.68
24.544 , 88.68
24.545 , 88.68
24.546 , 88.68
24.546 , 88.68
24.547 , 88.68
24.548 , 88.68
24.548 , 88.68
24.549 , 88.68
24.549 , 88.59
24.55 , 88.59
24.551 , 88.59
24.552 , 88.59
24.552 , 88.59
24.553 , 88.59
24.553 , 88.59
24.554 , 88.59
24.555 , 88.59
24.555 , 88.59
24.556 , 88.59
24.557 , 88.59
24.557 , 88.59
24.558 , 88.59
24.559 , 88.59
24.559 , 88.59
24.56 , 88.59
24.561 , 88.59
24.561 , 88.59
24.562 , 88.59
24.563 , 88.51
24.563 , 88.51
24.564 , 88.51
24.565 , 88.51
24.565 , 88.51
24.566 , 88.51
24.566 , 88.51
24.567 , 88.51
24.568 , 88.51
24.568 , 88.51
24.569 , 88.51
24.57 , 88.51
24.57 , 88.51
24.571 , 88.51
24.572 , 88.51
24.572 , 88.51
24.573 , 88.51
24.573 , 88.51
24.574 , 88.51
24.575 , 88.51
24.575 , 88.51
24.576 , 88.43
24.576 , 88.43
24.577 , 88.43
24.578 , 88.43
24.578 , 88.43
24.579 , 88.43
24.579 , 88.43
24.58 , 88.43
24.581 , 88.43
24.581 , 88.43
24.582 , 88.43
24.583 , 88.43
24.583 , 88.43
24.584 , 88.43
24.584 , 88.43
24.585 , 88.43
24.586 , 88.43
24.586 , 88.43
24.587 , 88.43
24.587 , 88.43
24.588 , 88.43
24.589 , 88.35
24.589 , 88.35
24.59 , 88.35
24.591 , 88.35
24.591 , 88.35
24.592 , 88.35
24.593 , 88.35
24.593 , 88.35
24.594 , 88.35
24.595 , 88.35
24.595 , 88.35
24.596 , 88.35
24.597 , 88.35
24.597 , 88.35
24.598 , 88.35
24.599 , 88.35
24.599 , 88.35
24.6 , 88.35
24.601 , 88.35
24.601 , 88.35
24.602 , 88.27
24.603 , 88.27
24.603 , 88.27
24.604 , 88.27
24.605 , 88.27
24.605 , 88.27
24.606 , 88.27
24.607 , 88.27
24.607 , 88.27
24.608 , 88.27
24.609 , 88.27
24.609 , 88.27
24.61 , 88.27
24.611 , 88.27
24.611 , 88.27
24.612 , 88.27
24.613 , 88.27
24.613 , 88.27
24.614 , 88.27
24.614 , 88.27
24.615 , 88.19
24.616 , 88.19
24.616 , 88.19
24.617 , 88.19
24.618 , 88.19
24.618 , 88.19
24.619 , 88.19
24.619 , 88.19
24.62 , 88.19
24.621 , 88.19
24.621 , 88.19
24.622 , 88.19
24.622 , 88.19
24.623 , 88.19
24.624 , 88.19
24.624 , 88.19
24.625 , 88.19
24.625 , 88.19
24.626 , 88.19
24.627 , 88.19
24.627 , 88.19
24.628 , 88.13
24.629 , 88.13
24.629 , 88.13
24.63 , 88.13
24.631 , 88.13
24.631 , 88.13
24.632 , 88.13
24.633 , 88.13
24.633 , 88.13
24.634 , 88.13
24.634 , 88.13
24.635 , 88.13
24.636 , 88.13
24.636 , 88.13
24.637 , 88.13
24.638 , 88.13
24.638 , 88.13
24.639 , 88.13
24.64 , 88.13
24.64 , 88.13
24.641 , 88.11
24.642 , 88.11
24.642 , 88.11
24.643 , 88.11
24.643 , 88.11
24.644 , 88.11
24.645 , 88.11
24.645 , 88.11
24.646 , 88.11
24.646 , 88.11
24.647 , 88.11
24.648 , 88.11
24.648 , 88.11
24.649 , 88.11
24.65 , 88.11
24.65 , 88.11
24.651 , 88.11
24.651 , 88.11
24.652 , 88.11
24.653 , 88.11
24.653 , 88.11
24.654 , 88.11
24.654 , 88.05
24.655 , 88.05
24.656 , 88.05
24.656 , 88.05
24.657 , 88.05
24.657 , 88.05
24.658 , 88.05
24.659 , 88.05
24.659 , 88.05
24.66 , 88.05
24.661 , 88.05
24.661 , 88.05
24.662 , 88.05
24.662 , 88.05
24.663 , 88.05
24.664 , 88.05
24.664 , 88.05
24.665 , 88.05
24.665 , 88.05
24.666 , 88.05
24.667 , 88.05
24.667 , 88.0
24.668 , 88.0
24.669 , 88.0
24.669 , 88.0
24.67 , 88.0
24.67 , 88.0
24.671 , 88.0
24.672 , 88.0
24.672 , 88.0
24.673 , 88.0
24.673 , 88.0
24.674 , 88.0
24.675 , 88.0
24.675 , 88.0
24.676 , 88.0
24.677 , 88.0
24.677 , 88.0
24.678 , 88.0
24.678 , 88.0
24.679 , 88.0
24.68 , 88.0
24.68 , 87.95
24.681 , 87.95
24.681 , 87.95
24.682 , 87.95
24.683 , 87.95
24.683 , 87.95
24.684 , 87.95
24.685 , 87.95
24.685 , 87.95
24.686 , 87.95
24.687 , 87.95
24.687 , 87.95
24.688 , 87.95
24.689 , 87.95
24.69 , 87.95
24.69 , 87.95
24.691 , 87.95
24.692 , 87.95
24.692 , 87.95
24.693 , 87.95
24.694 , 87.89
24.694 , 87.89
24.695 , 87.89
24.696 , 87.89
24.696 , 87.89
24.697 , 87.89
24.698 , 87.89
24.698 , 87.89
24.699 , 87.89
24.7 , 87.89
24.7 , 87.89
24.701 , 87.89
24.702 , 87.89
24.702 , 87.89
24.703 , 87.89
24.704 , 87.89
24.704 , 87.89
24.705 , 87.89
24.706 , 87.89
24.706 , 87.84
24.707 , 87.84
24.708 , 87.84
24.708 , 87.84
24.709 , 87.84
24.71 , 87.84
24.71 , 87.84
24.711 , 87.84
24.712 , 87.84
24.712 , 87.84
24.713 , 87.84
24.714 , 87.84
24.714 , 87.84
24.715 , 87.84
24.716 , 87.84
24.716 , 87.84
24.717 , 87.84
24.718 , 87.84
24.718 , 87.84
24.719 , 87.84
24.72 , 87.78
24.72 , 87.78
24.721 , 87.78
24.722 , 87.78
24.722 , 87.78
24.723 , 87.78
24.724 , 87.78
24.724 , 87.78
24.725 , 87.78
24.726 , 87.78
24.726 , 87.78
24.727 , 87.78
24.728 , 87.78
24.728 , 87.78
24.729 , 87.78
24.73 , 87.78
24.73 , 87.78
24.731 , 87.78
24.732 , 87.78
24.732 , 87.78
24.733 , 87.72
24.734 , 87.72
24.734 , 87.72
24.735 , 87.72
24.736 , 87.72
24.736 , 87.72
24.737 , 87.72
24.737 , 87.72
24.738 , 87.72
24.739 , 87.72
24.739 , 87.72
24.74 , 87.72
24.74 , 87.72
24.741 , 87.72
24.742 , 87.72
24.742 , 87.72
24.743 , 87.72
24.744 , 87.72
24.744 , 87.72
24.745 , 87.72
24.745 , 87.72
24.746 , 87.67
24.747 , 87.67
24.747 , 87.67
24.748 , 87.67
24.749 , 87.67
24.749 , 87.67
24.75 , 87.67
24.751 , 87.67
24.751 , 87.67
24.752 , 87.67
24.753 , 87.67
24.753 , 87.67
24.754 , 87.67
24.755 , 87.67
24.755 , 87.67
24.756 , 87.67
24.757 , 87.67
24.757 , 87.67
24.758 , 87.67
24.759 , 87.61
24.759 , 87.61
24.76 , 87.61
24.761 , 87.61
24.761 , 87.61
24.762 , 87.61
24.762 , 87.61
24.763 , 87.61
24.764 , 87.61
24.764 , 87.61
24.765 , 87.61
24.766 , 87.61
24.766 , 87.61
24.767 , 87.61
24.767 , 87.61
24.768 , 87.61
24.769 , 87.61
24.769 , 87.61
24.77 , 87.61
24.77 , 87.61
24.771 , 87.61
24.772 , 87.61
24.772 , 87.57
24.773 , 87.57
24.774 , 87.57
24.774 , 87.57
24.775 , 87.57
24.776 , 87.57
24.776 , 87.57
24.777 , 87.57
24.778 , 87.57
24.778 , 87.57
24.779 , 87.57
24.78 , 87.57
24.78 , 87.57
24.781 , 87.57
24.782 , 87.57
24.782 , 87.57
24.783 , 87.57
24.784 , 87.57
24.784 , 87.57
24.785 , 87.51
24.786 , 87.51
24.786 , 87.51
24.787 , 87.51
24.788 , 87.51
24.788 , 87.51
24.789 , 87.51
24.789 , 87.51
24.79 , 87.51
24.791 , 87.51
24.791 , 87.51
24.792 , 87.51
24.793 , 87.51
24.793 , 87.51
24.794 , 87.51
24.794 , 87.51
24.795 , 87.51
24.796 , 87.51
24.796 , 87.51
24.797 , 87.51
24.797 , 87.51
24.798 , 87.45
24.799 , 87.45
24.799 , 87.45
24.8 , 87.45
24.801 , 87.45
24.801 , 87.45
24.802 , 87.45
24.803 , 87.45
24.803 , 87.45
24.804 , 87.45
24.805 , 87.45
24.805 , 87.45
24.806 , 87.45
24.807 , 87.45
24.807 , 87.45
24.808 , 87.45
24.809 , 87.45
24.809 , 87.45
24.81 , 87.45
24.811 , 87.45
24.811 , 87.41
24.812 , 87.41
24.812 , 87.41
24.813 , 87.41
24.814 , 87.41
24.814 , 87.41
24.815 , 87.41
24.815 , 87.41
24.816 , 87.41
24.817 , 87.41
24.817 , 87.41
24.818 , 87.41
24.819 , 87.41
24.819 , 87.41
24.82 , 87.41
24.82 , 87.41
24.821 , 87.41
24.822 , 87.41
24.822 , 87.41
24.823 , 87.41
24.823 , 87.41
24.824 , 87.36
24.825 , 87.36
24.825 , 87.36
24.826 , 87.36
24.826 , 87.36
24.827 , 87.36
24.828 , 87.36
24.828 , 87.36
24.829 , 87.36
24.83 , 87.36
24.83 , 87.36
24.831 , 87.36
24.832 , 87.36
24.832 , 87.36
24.833 , 87.36
24.833 , 87.36
24.834 , 87.36
24.835 , 87.36
24.835 , 87.36
24.836 , 87.36
24.836 , 87.36
24.837 , 87.36
24.838 , 87.31
24.838 , 87.31
24.839 , 87.31
24.84 , 87.31
24.84 , 87.31
24.841 , 87.31
24.842 , 87.31
24.842 , 87.31
24.843 , 87.31
24.844 , 87.31
24.844 , 87.31
24.845 , 87.31
24.846 , 87.31
24.846 , 87.31
24.847 , 87.31
24.848 , 87.31
24.848 , 87.31
24.849 , 87.31
24.85 , 87.31
24.85 , 87.31
24.851 , 87.26
24.851 , 87.26
24.852 , 87.26
24.853 , 87.26
24.853 , 87.26
24.854 , 87.26
24.854 , 87.26
24.855 , 87.26
24.856 , 87.26
24.856 , 87.26
24.857 , 87.26
24.858 , 87.26
24.858 , 87.26
24.859 , 87.26
24.859 , 87.26
24.86 , 87.26
24.861 , 87.26
24.861 , 87.26
24.862 , 87.26
24.863 , 87.26
24.863 , 87.26
24.864 , 87.2
24.864 , 87.2
24.865 , 87.2
24.866 , 87.2
24.866 , 87.2
24.867 , 87.2
24.868 , 87.2
24.868 , 87.2
24.869 , 87.2
24.87 , 87.2
24.87 , 87.2
24.871 , 87.2
24.872 , 87.2
24.872 , 87.2
24.873 , 87.2
24.874 , 87.2
24.874 , 87.2
24.875 , 87.2
24.876 , 87.2
24.876 , 87.2
24.877 , 87.15
24.878 , 87.15
24.878 , 87.15
24.879 , 87.15
24.88 , 87.15
24.88 , 87.15
24.881 , 87.15
24.881 , 87.15
24.882 , 87.15
24.883 , 87.15
24.883 , 87.15
24.884 , 87.15
24.884 , 87.15
24.885 , 87.15
24.886 , 87.15
24.886 , 87.15
24.887 , 87.15
24.888 , 87.15
24.888 , 87.15
24.889 , 87.15
24.889 , 87.15
24.89 , 87.09
24.891 , 87.09
24.891 , 87.09
24.892 , 87.09
24.893 , 87.09
24.893 , 87.09
24.894 , 87.09
24.895 , 87.09
24.895 , 87.09
24.896 , 87.09
24.897 , 87.09
24.897 , 87.09
24.898 , 87.09
24.899 , 87.09
24.899 , 87.09
24.9 , 87.09
24.901 , 87.09
24.901 , 87.09
24.902 , 87.09
24.903 , 87.05
24.903 , 87.05
24.904 , 87.05
24.905 , 87.05
24.905 , 87.05
24.906 , 87.05
24.906 , 87.05
24.907 , 87.05
24.908 , 87.05
24.908 , 87.05
24.909 , 87.05
24.909 , 87.05
24.91 , 87.05
24.911 , 87.05
24.911 , 87.05
24.912 , 87.05
24.912 , 87.05
24.913 , 87.05
24.914 , 87.05
24.914 , 87.05
24.915 , 87.05
24.915 , 87.05
24.916 , 86.99
24.917 , 86.99
24.917 , 86.99
24.918 , 86.99
24.919 , 86.99
24.919 , 86.99
24.92 , 86.99
24.921 , 86.99
24.921 , 86.99
24.922 , 86.99
24.923 , 86.99
24.923 , 86.99
24.924 , 86.99
24.925 , 86.99
24.925 , 86.99
24.926 , 86.99
24.927 , 86.99
24.927 , 86.99
24.928 , 86.99
24.929 , 86.93
24.929 , 86.93
24.93 , 86.93
24.931 , 86.93
24.931 , 86.93
24.932 , 86.93
24.933 , 86.93
24.933 , 86.93
24.934 , 86.93
24.934 , 86.93
24.935 , 86.93
24.936 , 86.93
24.936 , 86.93
24.937 , 86.93
24.937 , 86.93
24.938 , 86.93
24.939 , 86.93
24.939 , 86.93
24.94 , 86.93
24.941 , 86.93
24.941 , 86.93
24.942 , 86.93
24.942 , 86.88
24.943 , 86.88
24.944 , 86.88
24.944 , 86.88
24.945 , 86.88
24.946 , 86.88
24.946 , 86.88
24.947 , 86.88
24.948 , 86.88
24.948 , 86.88
24.949 , 86.88
24.95 , 86.88
24.95 , 86.88
24.951 , 86.88
24.952 , 86.88
24.952 , 86.88
24.953 , 86.88
24.954 , 86.88
24.954 , 86.88
24.955 , 86.83
24.956 , 86.83
24.956 , 86.83
24.957 , 86.83
24.958 , 86.83
24.958 , 86.83
24.959 , 86.83
24.96 , 86.83
24.96 , 86.83
24.961 , 86.83
24.961 , 86.83
24.962 , 86.83
24.963 , 86.83
24.963 , 86.83
24.964 , 86.83
24.965 , 86.83
24.965 , 86.83
24.966 , 86.83
24.966 , 86.83
24.967 , 86.83
24.968 , 86.83
24.968 , 86.78
24.969 , 86.78
24.97 , 86.78
24.97 , 86.78
24.971 , 86.78
24.972 , 86.78
24.972 , 86.78
24.973 , 86.78
24.974 , 86.78
24.974 , 86.78
24.975 , 86.78
24.976 , 86.78
24.976 , 86.78
24.977 , 86.78
24.978 , 86.78
24.978 , 86.78
24.979 , 86.78
24.98 , 86.78
24.98 , 86.78
24.981 , 86.74
24.982 , 86.74
24.982 , 86.74
24.983 , 86.74
24.984 , 86.74
24.984 , 86.74
24.985 , 86.74
24.986 , 86.74
24.986 , 86.74
24.987 , 86.74
24.988 , 86.74
24.988 , 86.74
24.989 , 86.74
24.99 , 86.74
24.99 , 86.74
24.991 , 86.74
24.992 , 86.74
24.992 , 86.74
24.993 , 86.74
24.994 , 86.74
24.994 , 86.77
24.995 , 86.77
24.996 , 86.77
24.996 , 86.77
24.997 , 86.77
24.998 , 86.77
24.998 , 86.77
24.999 , 86.77
25.0 , 86.77
25.0 , 86.77
25.001 , 86.77
25.002 , 86.77
25.002 , 86.77
25.003 , 86.77
25.004 , 86.77
25.004 , 86.77
25.005 , 86.77
25.006 , 86.77
25.006 , 86.77
25.007 , 86.77
25.008 , 86.81
25.008 , 86.81
25.009 , 86.81
25.01 , 86.81
25.01 , 86.81
25.011 , 86.81
25.012 , 86.81
25.012 , 86.81
25.013 , 86.81
25.014 , 86.81
25.014 , 86.81
25.015 , 86.81
25.015 , 86.81
25.016 , 86.81
25.017 , 86.81
25.017 , 86.81
25.018 , 86.81
25.019 , 86.81
25.019 , 86.81
25.02 , 86.81
25.021 , 86.79
25.021 , 86.79
25.022 , 86.79
25.023 , 86.79
25.023 , 86.79
25.024 , 86.79
25.024 , 86.79
25.025 , 86.79
25.026 , 86.79
25.026 , 86.79
25.027 , 86.79
25.027 , 86.79
25.028 , 86.79
25.029 , 86.79
25.029 , 86.79
25.03 , 86.79
25.031 , 86.79
25.031 , 86.79
25.032 , 86.79
25.032 , 86.79
25.033 , 86.79
25.034 , 86.8
25.034 , 86.8
25.035 , 86.8
25.035 , 86.8
25.036 , 86.8
25.037 , 86.8
25.037 , 86.8
25.038 , 86.8
25.038 , 86.8
25.039 , 86.8
25.04 , 86.8
25.04 , 86.8
25.041 , 86.8
25.041 , 86.8
25.042 , 86.8
25.043 , 86.8
25.043 , 86.8
25.044 , 86.8
25.044 , 86.8
25.045 , 86.8
25.046 , 86.8
25.046 , 86.8
25.047 , 86.85
25.047 , 86.85
25.048 , 86.85
25.049 , 86.85
25.049 , 86.85
25.05 , 86.85
25.051 , 86.85
25.051 , 86.85
25.052 , 86.85
25.053 , 86.85
25.053 , 86.85
25.054 , 86.85
25.055 , 86.85
25.055 , 86.85
25.056 , 86.85
25.057 , 86.85
25.057 , 86.85
25.058 , 86.85
25.059 , 86.85
25.059 , 86.85
25.06 , 87.24
25.061 , 87.24
25.061 , 87.24
25.062 , 87.24
25.063 , 87.24
25.063 , 87.24
25.064 , 87.24
25.065 , 87.24
25.065 , 87.24
25.066 , 87.24
25.067 , 87.24
25.067 , 87.24
25.068 , 87.24
25.069 , 87.24
25.069 , 87.24
25.07 , 87.24
25.07 , 87.24
25.071 , 87.24
25.072 , 87.24
25.072 , 87.24
25.073 , 87.66
25.074 , 87.66
25.074 , 87.66
25.075 , 87.66
25.076 , 87.66
25.076 , 87.66
25.077 , 87.66
25.077 , 87.66
25.078 , 87.66
25.079 , 87.66
25.079 , 87.66
25.08 , 87.66
25.081 , 87.66
25.081 , 87.66
25.082 , 87.66
25.082 , 87.66
25.083 , 87.66
25.084 , 87.66
25.084 , 87.66
25.085 , 87.66
25.085 , 87.66
25.086 , 88.08
25.087 , 88.08
25.087 , 88.08
25.088 , 88.08
25.089 , 88.08
25.089 , 88.08
25.09 , 88.08
25.09 , 88.08
25.091 , 88.08
25.092 , 88.08
25.092 , 88.08
25.093 , 88.08
25.093 , 88.08
25.094 , 88.08
25.095 , 88.08
25.095 , 88.08
25.096 , 88.08
25.097 , 88.08
25.097 , 88.08
25.098 , 88.08
25.098 , 88.08
25.099 , 88.56
25.1 , 88.56
25.1 , 88.56
25.101 , 88.56
25.102 , 88.56
25.102 , 88.56
25.103 , 88.56
25.104 , 88.56
25.104 , 88.56
25.105 , 88.56
25.106 , 88.56
25.106 , 88.56
25.107 , 88.56
25.107 , 88.56
25.108 , 88.56
25.109 , 88.56
25.109 , 88.56
25.11 , 88.56
25.111 , 88.56
25.111 , 88.56
25.112 , 88.9
25.113 , 88.9
25.113 , 88.9
25.114 , 88.9
25.114 , 88.9
25.115 , 88.9
25.116 , 88.9
25.116 , 88.9
25.117 , 88.9
25.117 , 88.9
25.118 , 88.9
25.119 , 88.9
25.119 , 88.9
25.12 , 88.9
25.12 , 88.9
25.121 , 88.9
25.122 , 88.9
25.122 , 88.9
25.123 , 88.9
25.123 , 88.9
25.124 , 88.9
25.125 , 88.9
25.125 , 89.21
25.126 , 89.21
25.127 , 89.21
25.127 , 89.21
25.128 , 89.21
25.128 , 89.21
25.129 , 89.21
25.13 , 89.21
25.13 , 89.21
25.131 , 89.21
25.132 , 89.21
25.132 , 89.21
25.133 , 89.21
25.134 , 89.21
25.134 , 89.21
25.135 , 89.21
25.136 , 89.21
25.136 , 89.21
25.137 , 89.21
25.138 , 89.21
25.138 , 89.51
25.139 , 89.51
25.139 , 89.51
25.14 , 89.51
25.141 , 89.51
25.141 , 89.51
25.142 , 89.51
25.142 , 89.51
25.143 , 89.51
25.144 , 89.51
25.144 , 89.51
25.145 , 89.51
25.146 , 89.51
25.146 , 89.51
25.147 , 89.51
25.147 , 89.51
25.148 , 89.51
25.149 , 89.51
25.149 , 89.51
25.15 , 89.51
25.15 , 89.51
25.151 , 89.51
25.152 , 89.39
25.152 , 89.39
25.153 , 89.39
25.154 , 89.39
25.154 , 89.39
25.155 , 89.39
25.156 , 89.39
25.156 , 89.39
25.157 , 89.39
25.158 , 89.39
25.158 , 89.39
25.159 , 89.39
25.16 , 89.39
25.16 , 89.39
25.161 , 89.39
25.162 , 89.39
25.162 , 89.39
25.163 , 89.39
25.164 , 89.39
25.164 , 89.39
25.165 , 88.83
25.166 , 88.83
25.166 , 88.83
25.167 , 88.83
25.167 , 88.83
25.168 , 88.83
25.169 , 88.83
25.169 , 88.83
25.17 , 88.83
25.171 , 88.83
25.171 , 88.83
25.172 , 88.83
25.172 , 88.83
25.173 , 88.83
25.174 , 88.83
25.174 , 88.83
25.175 , 88.83
25.175 , 88.83
25.176 , 88.83
25.177 , 88.83
25.177 , 88.83
25.178 , 88.93
25.178 , 88.93
25.179 , 88.93
25.18 , 88.93
25.18 , 88.93
25.181 , 88.93
25.181 , 88.93
25.182 , 88.93
25.183 , 88.93
25.183 , 88.93
25.184 , 88.93
25.185 , 88.93
25.185 , 88.93
25.186 , 88.93
25.186 , 88.93
25.187 , 88.93
25.188 , 88.93
25.188 , 88.93
25.189 , 88.93
25.19 , 88.93
25.19 , 88.93
25.191 , 88.9
25.191 , 88.9
25.192 , 88.9
25.193 , 88.9
25.193 , 88.9
25.194 , 88.9
25.194 , 88.9
25.195 , 88.9
25.196 , 88.9
25.196 , 88.9
25.197 , 88.9
25.198 , 88.9
25.198 , 88.9
25.199 , 88.9
25.199 , 88.9
25.2 , 88.9
25.201 , 88.9
25.201 , 88.9
25.202 , 88.9
25.202 , 88.9
25.203 , 88.9
25.204 , 88.9
25.204 , 88.9
25.205 , 88.9
25.205 , 88.9
25.206 , 88.9
25.207 , 88.9
25.207 , 88.9
25.208 , 88.9
25.208 , 88.9
25.209 , 88.9
25.21 , 88.9
25.21 , 88.9
25.211 , 88.9
25.212 , 88.9
25.212 , 88.9
25.213 , 88.9
25.213 , 88.9
25.214 , 88.9
25.215 , 88.9
25.215 , 88.9
25.216 , 88.9
25.216 , 88.9
25.217 , 88.9
25.218 , 88.9
25.218 , 88.9
25.219 , 88.9
25.219 , 88.9
