t,p
1.0 , 86.66
1.002 , 86.66
1.002 , 86.66
1.003 , 86.66
1.004 , 86.66
1.004 , 86.66
1.005 , 86.66
1.005 , 86.66
1.006 , 86.66
1.007 , 86.66
1.007 , 86.66
1.008 , 86.66
1.008 , 86.66
1.009 , 86.66
1.01 , 86.66
1.01 , 86.66
1.011 , 86.66
1.011 , 86.66
1.012 , 86.66
1.013 , 86.66
1.013 , 86.64
1.014 , 86.64
1.014 , 86.64
1.015 , 86.64
1.016 , 86.64
1.016 , 86.64
1.017 , 86.64
1.018 , 86.64
1.018 , 86.64
1.019 , 86.64
1.02 , 86.64
1.02 , 86.64
1.021 , 86.64
1.022 , 86.64
1.022 , 86.64
1.023 , 86.64
1.024 , 86.64
1.024 , 86.64
1.025 , 86.64
1.026 , 86.64
1.026 , 86.64
1.027 , 86.65
1.027 , 86.65
1.028 , 86.65
1.029 , 86.65
1.029 , 86.65
1.03 , 86.65
1.03 , 86.65
1.031 , 86.65
1.032 , 86.65
1.032 , 86.65
1.033 , 86.65
1.034 , 86.65
1.034 , 86.65
1.035 , 86.65
1.035 , 86.65
1.036 , 86.65
1.036 , 86.65
1.037 , 86.65
1.038 , 86.65
1.038 , 86.65
1.039 , 86.65
1.04 , 86.7
1.04 , 86.7
1.041 , 86.7
1.042 , 86.7
1.042 , 86.7
1.043 , 86.7
1.044 , 86.7
1.044 , 86.7
1.045 , 86.7
1.045 , 86.7
1.046 , 86.7
1.047 , 86.7
1.047 , 86.7
1.048 , 86.7
1.049 , 86.7
1.049 , 86.7
1.05 , 86.7
1.051 , 86.7
1.051 , 86.7
1.052 , 86.7
1.053 , 87.08
1.053 , 87.08
1.054 , 87.08
1.054 , 87.08
1.055 , 87.08
1.056 , 87.08
1.056 , 87.08
1.057 , 87.08
1.058 , 87.08
1.058 , 87.08
1.059 , 87.08
1.059 , 87.08
1.06 , 87.08
1.061 , 87.08
1.061 , 87.08
1.062 , 87.08
1.062 , 87.08
1.063 , 87.08
1.064 , 87.08
1.064 , 87.08
1.065 , 87.08
1.065 , 87.08
1.066 , 87.49
1.067 , 87.49
1.067 , 87.49
1.068 , 87.49
1.069 , 87.49
1.069 , 87.49
1.07 , 87.49
1.071 , 87.49
1.071 , 87.49
1.072 , 87.49
1.073 , 87.49
1.073 , 87.49
1.074 , 87.49
1.074 , 87.49
1.075 , 87.49
1.076 , 87.49
1.076 , 87.49
1.077 , 87.49
1.078 , 87.49
1.078 , 87.49
1.079 , 87.91
1.08 , 87.91
1.08 , 87.91
1.081 , 87.91
1.082 , 87.91
1.082 , 87.91
1.083 , 87.91
1.083 , 87.91
1.084 , 87.91
1.085 , 87.91
1.085 , 87.91
1.086 , 87.91
1.086 , 87.91
1.087 , 87.91
1.088 , 87.91
1.088 , 87.91
1.089 , 87.91
1.09 , 87.91
1.09 , 87.91
1.091 , 87.91
1.091 , 87.91
1.092 , 88.41
1.093 , 88.41
1.093 , 88.41
1.094 , 88.41
1.094 , 88.41
1.095 , 88.41
1.096 , 88.41
1.096 , 88.41
1.097 , 88.41
1.097 , 88.41
1.098 , 88.41
1.099 , 88.41
1.099 , 88.41
1.1 , 88.41
1.1 , 88.41
1.101 , 88.41
1.102 , 88.41
1.102 , 88.41
1.103 , 88.41
1.103 , 88.41
1.104 , 88.41
1.105 , 88.41
1.105 , 88.74
1.106 , 88.74
1.106 , 88.74
1.107 , 88.74
1.108 , 88.74
1.108 , 88.74
1.109 , 88.74
1.11 , 88.74
1.11 , 88.74
1.111 , 88.74
1.112 , 88.74
1.112 , 88.74
1.113 , 88.74
1.114 , 88.74
1.114 , 88.74
1.115 , 88.74
1.116 , 88.74
1.116 , 88.74
1.117 , 88.74
1.118 , 88.74
1.118 , 89.05
1.119 , 89.05
1.119 , 89.05
1.12 , 89.05
1.121 , 89.05
1.121 , 89.05
1.122 , 89.05
1.122 , 89.05
1.123 , 89.05
1.124 , 89.05
1.124 , 89.05
1.125 , 89.05
1.125 , 89.05
1.126 , 89.05
1.127 , 89.05
1.127 , 89.05
1.128 , 89.05
1.128 , 89.05
1.129 , 89.05
1.13 , 89.05
1.13 , 89.05
1.131 , 89.05
1.131 , 89.35
1.132 , 89.35
1.133 , 89.35
1.133 , 89.35
1.134 , 89.35
1.135 , 89.35
1.135 , 89.35
1.136 , 89.35
1.137 , 89.35
1.137 , 89.35
1.138 , 89.35
1.139 , 89.35
1.139 , 89.35
1.14 , 89.35
1.141 , 89.35
1.141 , 89.35
1.142 , 89.35
1.143 , 89.35
1.143 , 89.35
1.144 , 89.35
1.144 , 89.24
1.145 , 89.24
1.146 , 89.24
1.146 , 89.24
1.147 , 89.24
1.148 , 89.24
1.148 , 89.24
1.149 , 89.24
1.15 , 89.24
1.15 , 89.24
1.151 , 89.24
1.152 , 89.24
1.152 , 89.24
1.153 , 89.24
1.154 , 89.24
1.154 , 89.24
1.155 , 89.24
1.155 , 89.24
1.156 , 89.24
1.157 , 89.24
1.157 , 88.68
1.158 , 88.68
1.159 , 88.68
1.159 , 88.68
1.16 , 88.68
1.161 , 88.68
1.161 , 88.68
1.162 , 88.68
1.162 , 88.68
1.163 , 88.68
1.164 , 88.68
1.164 , 88.68
1.165 , 88.68
1.165 , 88.68
1.166 , 88.68
1.167 , 88.68
1.167 , 88.68
1.168 , 88.68
1.168 , 88.68
1.169 , 88.68
1.17 , 88.68
1.17 , 88.77
1.171 , 88.77
1.172 , 88.77
1.172 , 88.77
1.173 , 88.77
1.174 , 88.77
1.174 , 88.77
1.175 , 88.77
1.176 , 88.77
1.176 , 88.77
1.177 , 88.77
1.178 , 88.77
1.178 , 88.77
1.179 , 88.77
1.18 , 88.77
1.18 , 88.77
1.181 , 88.77
1.182 , 88.77
1.182 , 88.77
1.183 , 88.77
1.184 , 88.75
1.184 , 88.75
1.185 , 88.75
1.185 , 88.75
1.186 , 88.75
1.187 , 88.75
1.187 , 88.75
1.188 , 88.75
1.188 , 88.75
1.189 , 88.75
1.19 , 88.75
1.19 , 88.75
1.191 , 88.75
1.192 , 88.75
1.192 , 88.75
1.193 , 88.75
1.193 , 88.75
1.194 , 88.75
1.195 , 88.75
1.195 , 88.75
1.196 , 88.75
1.196 , 88.74
1.197 , 88.74
1.198 , 88.74
1.198 , 88.74
1.199 , 88.74
1.2 , 88.74
1.2 , 88.74
1.201 , 88.74
1.202 , 88.74
1.202 , 88.74
1.203 , 88.74
1.204 , 88.74
1.204 , 88.74
1.205 , 88.74
1.206 , 88.74
1.206 , 88.74
1.207 , 88.74
1.208 , 88.74
1.208 , 88.74
1.209 , 88.74
1.21 , 88.74
1.21 , 88.74
1.211 , 88.74
1.212 , 88.74
1.212 , 88.74
1.213 , 88.74
1.213 , 88.74
1.214 , 88.74
1.215 , 88.74
1.215 , 88.74
1.216 , 88.74
1.217 , 88.74
1.217 , 88.74
1.218 , 88.74
1.219 , 88.74
1.219 , 88.74
1.22 , 88.74
1.221 , 88.74
1.221 , 88.74
1.222 , 88.74
1.223 , 88.73
1.223 , 88.73
1.224 , 88.73
1.224 , 88.73
1.225 , 88.73
1.226 , 88.73
1.226 , 88.73
1.227 , 88.73
1.227 , 88.73
1.228 , 88.73
1.229 , 88.73
1.229 , 88.73
1.23 , 88.73
1.231 , 88.73
1.231 , 88.73
1.232 , 88.73
1.232 , 88.73
1.233 , 88.73
1.234 , 88.73
1.234 , 88.73
1.235 , 88.73
1.236 , 88.73
1.236 , 88.72
1.237 , 88.72
1.237 , 88.72
1.238 , 88.72
1.239 , 88.72
1.239 , 88.72
1.24 , 88.72
1.241 , 88.72
1.241 , 88.72
1.242 , 88.72
1.242 , 88.72
1.243 , 88.72
1.244 , 88.72
1.244 , 88.72
1.245 , 88.72
1.245 , 88.72
1.246 , 88.72
1.247 , 88.72
1.247 , 88.72
1.248 , 88.72
1.248 , 88.72
1.249 , 88.71
1.25 , 88.71
1.25 , 88.71
1.251 , 88.71
1.251 , 88.71
1.252 , 88.71
1.253 , 88.71
1.253 , 88.71
1.254 , 88.71
1.255 , 88.71
1.255 , 88.71
1.256 , 88.71
1.257 , 88.71
1.257 , 88.71
1.258 , 88.71
1.259 , 88.71
1.259 , 88.71
1.26 , 88.71
1.261 , 88.71
1.261 , 88.71
1.262 , 88.67
1.263 , 88.67
1.263 , 88.67
1.264 , 88.67
1.265 , 88.67
1.265 , 88.67
1.266 , 88.67
1.267 , 88.67
1.267 , 88.67
1.268 , 88.67
1.269 , 88.67
1.269 , 88.67
1.27 , 88.67
1.271 , 88.67
1.271 , 88.67
1.272 , 88.67
1.273 , 88.67
1.273 , 88.67
1.274 , 88.67
1.275 , 88.67
1.275 , 88.58
1.276 , 88.58
1.277 , 88.58
1.277 , 88.58
1.278 , 88.58
1.278 , 88.58
1.279 , 88.58
1.28 , 88.58
1.28 , 88.58
1.281 , 88.58
1.282 , 88.58
1.282 , 88.58
1.283 , 88.58
1.284 , 88.58
1.284 , 88.58
1.285 , 88.58
1.285 , 88.58
1.286 , 88.58
1.287 , 88.58
1.287 , 88.58
1.288 , 88.58
1.289 , 88.47
1.289 , 88.47
1.29 , 88.47
1.29 , 88.47
1.291 , 88.47
1.292 , 88.47
1.292 , 88.47
1.293 , 88.47
1.293 , 88.47
1.294 , 88.47
1.295 , 88.47
1.295 , 88.47
1.296 , 88.47
1.297 , 88.47
1.297 , 88.47
1.298 , 88.47
1.298 , 88.47
1.299 , 88.47
1.3 , 88.47
1.3 , 88.47
1.301 , 88.47
1.302 , 88.39
1.302 , 88.39
1.303 , 88.39
1.304 , 88.39
1.304 , 88.39
1.305 , 88.39
1.305 , 88.39
1.306 , 88.39
1.307 , 88.39
1.307 , 88.39
1.308 , 88.39
1.309 , 88.39
1.309 , 88.39
1.31 , 88.39
1.311 , 88.39
1.311 , 88.39
1.312 , 88.39
1.313 , 88.39
1.313 , 88.39
1.314 , 88.39
1.315 , 88.31
1.315 , 88.31
1.316 , 88.31
1.317 , 88.31
1.317 , 88.31
1.318 , 88.31
1.319 , 88.31
1.319 , 88.31
1.32 , 88.31
1.32 , 88.31
1.321 , 88.31
1.322 , 88.31
1.322 , 88.31
1.323 , 88.31
1.324 , 88.31
1.324 , 88.31
1.325 , 88.31
1.325 , 88.31
1.326 , 88.31
1.327 , 88.31
1.327 , 88.24
1.328 , 88.24
1.329 , 88.24
1.329 , 88.24
1.33 , 88.24
1.331 , 88.24
1.331 , 88.24
1.332 , 88.24
1.333 , 88.24
1.333 , 88.24
1.334 , 88.24
1.335 , 88.24
1.335 , 88.24
1.336 , 88.24
1.337 , 88.24
1.337 , 88.24
1.338 , 88.24
1.338 , 88.24
1.339 , 88.24
1.34 , 88.24
1.34 , 88.24
1.341 , 88.15
1.342 , 88.15
1.342 , 88.15
1.343 , 88.15
1.343 , 88.15
1.344 , 88.15
1.345 , 88.15
1.345 , 88.15
1.346 , 88.15
1.346 , 88.15
1.347 , 88.15
1.348 , 88.15
1.348 , 88.15
1.349 , 88.15
1.349 , 88.15
1.35 , 88.15
1.351 , 88.15
1.351 , 88.15
1.352 , 88.15
1.352 , 88.15
1.353 , 88.15
1.354 , 88.07
1.354 , 88.07
1.355 , 88.07
1.356 , 88.07
1.356 , 88.07
1.357 , 88.07
1.358 , 88.07
1.358 , 88.07
1.359 , 88.07
1.36 , 88.07
1.36 , 88.07
1.361 , 88.07
1.362 , 88.07
1.362 , 88.07
1.363 , 88.07
1.364 , 88.07
1.364 , 88.07
1.365 , 88.07
1.366 , 88.07
1.366 , 88.07
1.367 , 88.0
1.367 , 88.0
1.368 , 88.0
1.369 , 88.0
1.369 , 88.0
1.37 , 88.0
1.371 , 88.0
1.371 , 88.0
1.372 , 88.0
1.372 , 88.0
1.373 , 88.0
1.374 , 88.0
1.374 , 88.0
1.375 , 88.0
1.375 , 88.0
1.376 , 88.0
1.377 , 88.0
1.377 , 88.0
1.378 , 88.0
1.378 , 88.0
1.379 , 88.0
1.38 , 87.98
1.38 , 87.98
1.381 , 87.98
1.382 , 87.98
1.382 , 87.98
1.383 , 87.98
1.383 , 87.98
1.384 , 87.98
1.385 , 87.98
1.385 , 87.98
1.386 , 87.98
1.387 , 87.98
1.387 , 87.98
1.388 , 87.98
1.389 , 87.98
1.389 , 87.98
1.39 , 87.98
1.39 , 87.98
1.391 , 87.98
1.392 , 87.98
1.392 , 87.98
1.393 , 87.93
1.394 , 87.93
1.394 , 87.93
1.395 , 87.93
1.395 , 87.93
1.396 , 87.93
1.397 , 87.93
1.397 , 87.93
1.398 , 87.93
1.399 , 87.93
1.399 , 87.93
1.4 , 87.93
1.4 , 87.93
1.401 , 87.93
1.402 , 87.93
1.402 , 87.93
1.403 , 87.93
1.403 , 87.93
1.404 , 87.93
1.405 , 87.93
1.405 , 87.93
1.406 , 87.86
1.407 , 87.86
1.407 , 87.86
1.408 , 87.86
1.408 , 87.86
1.409 , 87.86
1.41 , 87.86
1.41 , 87.86
1.411 , 87.86
1.412 , 87.86
1.412 , 87.86
1.413 , 87.86
1.413 , 87.86
1.414 , 87.86
1.415 , 87.86
1.415 , 87.86
1.416 , 87.86
1.417 , 87.86
1.417 , 87.86
1.418 , 87.86
1.418 , 87.86
1.419 , 87.82
1.42 , 87.82
1.42 , 87.82
1.421 , 87.82
1.422 , 87.82
1.422 , 87.82
1.423 , 87.82
1.423 , 87.82
1.424 , 87.82
1.425 , 87.82
1.425 , 87.82
1.426 , 87.82
1.427 , 87.82
1.427 , 87.82
1.428 , 87.82
1.429 , 87.82
1.429 , 87.82
1.43 , 87.82
1.431 , 87.82
1.431 , 87.82
1.432 , 87.77
1.433 , 87.77
1.434 , 87.77
1.434 , 87.77
1.435 , 87.77
1.435 , 87.77
1.436 , 87.77
1.437 , 87.77
1.438 , 87.77
1.438 , 87.77
1.439 , 87.77
1.44 , 87.77
1.44 , 87.77
1.441 , 87.77
1.441 , 87.77
1.442 , 87.77
1.443 , 87.77
1.443 , 87.77
1.444 , 87.77
1.445 , 87.77
1.445 , 87.71
1.446 , 87.71
1.447 , 87.71
1.447 , 87.71
1.448 , 87.71
1.449 , 87.71
1.449 , 87.71
1.45 , 87.71
1.451 , 87.71
1.451 , 87.71
1.452 , 87.71
1.453 , 87.71
1.453 , 87.71
1.454 , 87.71
1.455 , 87.71
1.455 , 87.71
1.456 , 87.71
1.457 , 87.71
1.457 , 87.71
1.458 , 87.71
1.459 , 87.65
1.459 , 87.65
1.46 , 87.65
1.46 , 87.65
1.461 , 87.65
1.462 , 87.65
1.462 , 87.65
1.463 , 87.65
1.463 , 87.65
1.464 , 87.65
1.465 , 87.65
1.465 , 87.65
1.466 , 87.65
1.466 , 87.65
1.467 , 87.65
1.468 , 87.65
1.468 , 87.65
1.469 , 87.65
1.469 , 87.65
1.47 , 87.65
1.471 , 87.65
1.471 , 87.6
1.472 , 87.6
1.473 , 87.6
1.473 , 87.6
1.474 , 87.6
1.475 , 87.6
1.475 , 87.6
1.476 , 87.6
1.477 , 87.6
1.477 , 87.6
1.478 , 87.6
1.479 , 87.6
1.479 , 87.6
1.48 , 87.6
1.481 , 87.6
1.481 , 87.6
1.482 , 87.6
1.483 , 87.6
1.484 , 87.6
1.484 , 87.6
1.485 , 87.54
1.486 , 87.54
1.486 , 87.54
1.487 , 87.54
1.487 , 87.54
1.488 , 87.54
1.489 , 87.54
1.489 , 87.54
1.49 , 87.54
1.491 , 87.54
1.491 , 87.54
1.492 , 87.54
1.492 , 87.54
1.493 , 87.54
1.493 , 87.54
1.494 , 87.54
1.495 , 87.54
1.495 , 87.54
1.496 , 87.54
1.496 , 87.54
1.497 , 87.54
1.498 , 87.49
1.498 , 87.49
1.499 , 87.49
1.5 , 87.49
1.5 , 87.49
1.501 , 87.49
1.502 , 87.49
1.502 , 87.49
1.503 , 87.49
1.504 , 87.49
1.504 , 87.49
1.505 , 87.49
1.506 , 87.49
1.506 , 87.49
1.507 , 87.49
1.508 , 87.49
1.508 , 87.49
1.509 , 87.49
1.51 , 87.49
1.51 , 87.49
1.511 , 87.44
1.512 , 87.44
1.512 , 87.44
1.513 , 87.44
1.513 , 87.44
1.514 , 87.44
1.515 , 87.44
1.515 , 87.44
1.516 , 87.44
1.516 , 87.44
1.517 , 87.44
1.518 , 87.44
1.518 , 87.44
1.519 , 87.44
1.519 , 87.44
1.52 , 87.44
1.521 , 87.44
1.521 , 87.44
1.522 , 87.44
1.522 , 87.44
1.523 , 87.44
1.524 , 87.44
1.524 , 87.39
1.525 , 87.39
1.525 , 87.39
1.526 , 87.39
1.527 , 87.39
1.527 , 87.39
1.528 , 87.39
1.529 , 87.39
1.529 , 87.39
1.53 , 87.39
1.531 , 87.39
1.531 , 87.39
1.532 , 87.39
1.533 , 87.39
1.533 , 87.39
1.534 , 87.39
1.535 , 87.39
1.535 , 87.39
1.536 , 87.39
1.537 , 87.33
1.537 , 87.33
1.538 , 87.33
1.539 , 87.33
1.539 , 87.33
1.54 , 87.33
1.54 , 87.33
1.541 , 87.33
1.542 , 87.33
1.542 , 87.33
1.543 , 87.33
1.543 , 87.33
1.544 , 87.33
1.545 , 87.33
1.545 , 87.33
1.546 , 87.33
1.547 , 87.33
1.547 , 87.33
1.548 , 87.33
1.548 , 87.33
1.549 , 87.33
1.55 , 87.33
1.55 , 87.28
1.551 , 87.28
1.552 , 87.28
1.552 , 87.28
1.553 , 87.28
1.553 , 87.28
1.554 , 87.28
1.555 , 87.28
1.556 , 87.28
1.556 , 87.28
1.557 , 87.28
1.558 , 87.28
1.558 , 87.28
1.559 , 87.28
1.56 , 87.28
1.56 , 87.28
1.561 , 87.28
1.562 , 87.28
1.562 , 87.28
1.563 , 87.28
1.564 , 87.22
1.564 , 87.22
1.565 , 87.22
1.565 , 87.22
1.566 , 87.22
1.567 , 87.22
1.567 , 87.22
1.568 , 87.22
1.568 , 87.22
1.569 , 87.22
1.57 , 87.22
1.57 , 87.22
1.571 , 87.22
1.571 , 87.22
1.572 , 87.22
1.572 , 87.22
1.573 , 87.22
1.574 , 87.22
1.574 , 87.22
1.575 , 87.22
1.576 , 87.22
1.576 , 87.16
1.577 , 87.16
1.577 , 87.16
1.578 , 87.16
1.579 , 87.16
1.579 , 87.16
1.58 , 87.16
1.58 , 87.16
1.581 , 87.16
1.582 , 87.16
1.582 , 87.16
1.583 , 87.16
1.583 , 87.16
1.584 , 87.16
1.585 , 87.16
1.585 , 87.16
1.586 , 87.16
1.587 , 87.16
1.587 , 87.16
1.588 , 87.16
1.588 , 87.16
1.589 , 87.16
1.59 , 87.12
1.59 , 87.12
1.591 , 87.12
1.591 , 87.12
1.592 , 87.12
1.593 , 87.12
1.593 , 87.12
1.594 , 87.12
1.594 , 87.12
1.595 , 87.12
1.596 , 87.12
1.596 , 87.12
1.597 , 87.12
1.597 , 87.12
1.598 , 87.12
1.599 , 87.12
1.599 , 87.12
1.6 , 87.12
1.601 , 87.12
1.601 , 87.12
1.602 , 87.12
1.602 , 87.07
1.603 , 87.07
1.604 , 87.07
1.604 , 87.07
1.605 , 87.07
1.606 , 87.07
1.606 , 87.07
1.607 , 87.07
1.608 , 87.07
1.608 , 87.07
1.609 , 87.07
1.61 , 87.07
1.61 , 87.07
1.611 , 87.07
1.612 , 87.07
1.612 , 87.07
1.613 , 87.07
1.614 , 87.07
1.614 , 87.07
1.615 , 87.07
1.616 , 87.02
1.616 , 87.02
1.617 , 87.02
1.617 , 87.02
1.618 , 87.02
1.619 , 87.02
1.619 , 87.02
1.62 , 87.02
1.621 , 87.02
1.621 , 87.02
1.622 , 87.02
1.623 , 87.02
1.623 , 87.02
1.624 , 87.02
1.624 , 87.02
1.625 , 87.02
1.626 , 87.02
1.626 , 87.02
1.627 , 87.02
1.628 , 87.02
1.628 , 87.02
1.629 , 86.97
1.63 , 86.97
1.63 , 86.97
1.631 , 86.97
1.631 , 86.97
1.632 , 86.97
1.633 , 86.97
1.633 , 86.97
1.634 , 86.97
1.634 , 86.97
1.635 , 86.97
1.636 , 86.97
1.636 , 86.97
1.637 , 86.97
1.638 , 86.97
1.638 , 86.97
1.639 , 86.97
1.639 , 86.97
1.64 , 86.97
1.641 , 86.97
1.641 , 86.97
1.642 , 86.92
1.642 , 86.92
1.643 , 86.92
1.644 , 86.92
1.644 , 86.92
1.645 , 86.92
1.646 , 86.92
1.646 , 86.92
1.647 , 86.92
1.648 , 86.92
1.648 , 86.92
1.649 , 86.92
1.65 , 86.92
1.65 , 86.92
1.651 , 86.92
1.651 , 86.92
1.652 , 86.92
1.653 , 86.92
1.653 , 86.92
1.654 , 86.92
1.655 , 86.86
1.655 , 86.86
1.656 , 86.86
1.657 , 86.86
1.657 , 86.86
1.658 , 86.86
1.659 , 86.86
1.659 , 86.86
1.66 , 86.86
1.661 , 86.86
1.661 , 86.86
1.662 , 86.86
1.662 , 86.86
1.663 , 86.86
1.664 , 86.86
1.664 , 86.86
1.665 , 86.86
1.665 , 86.86
1.666 , 86.86
1.667 , 86.86
1.667 , 86.86
1.668 , 86.81
1.669 , 86.81
1.669 , 86.81
1.67 , 86.81
1.67 , 86.81
1.671 , 86.81
1.672 , 86.81
1.672 , 86.81
1.673 , 86.81
1.674 , 86.81
1.674 , 86.81
1.675 , 86.81
1.676 , 86.81
1.676 , 86.81
1.677 , 86.81
1.678 , 86.81
1.678 , 86.81
1.679 , 86.81
1.68 , 86.81
1.68 , 86.81
1.681 , 86.76
1.682 , 86.76
1.682 , 86.76
1.683 , 86.76
1.684 , 86.76
1.684 , 86.76
1.685 , 86.76
1.685 , 86.76
1.686 , 86.76
1.687 , 86.76
1.687 , 86.76
1.688 , 86.76
1.689 , 86.76
1.689 , 86.76
1.69 , 86.76
1.69 , 86.76
1.691 , 86.76
1.692 , 86.76
1.692 , 86.76
1.693 , 86.76
1.693 , 86.76
1.694 , 86.7
1.695 , 86.7
1.695 , 86.7
1.696 , 86.7
1.697 , 86.7
1.697 , 86.7
1.698 , 86.7
1.699 , 86.7
1.699 , 86.7
1.7 , 86.7
1.701 , 86.7
1.701 , 86.7
1.702 , 86.7
1.703 , 86.7
1.703 , 86.7
1.704 , 86.7
1.705 , 86.7
1.705 , 86.7
1.706 , 86.7
1.707 , 86.7
1.707 , 86.65
1.708 , 86.65
1.709 , 86.65
1.709 , 86.65
1.71 , 86.65
1.71 , 86.65
1.711 , 86.65
1.712 , 86.65
1.712 , 86.65
1.713 , 86.65
1.713 , 86.65
1.714 , 86.65
1.715 , 86.65
1.715 , 86.65
1.716 , 86.65
1.716 , 86.65
1.717 , 86.65
1.718 , 86.65
1.718 , 86.65
1.719 , 86.65
1.72 , 86.65
1.72 , 86.6
1.721 , 86.6
1.721 , 86.6
1.722 , 86.6
1.723 , 86.6
1.723 , 86.6
1.724 , 86.6
1.725 , 86.6
1.725 , 86.6
1.726 , 86.6
1.727 , 86.6
1.727 , 86.6
1.728 , 86.6
1.729 , 86.6
1.729 , 86.6
1.73 , 86.6
1.731 , 86.6
1.731 , 86.6
1.732 , 86.6
1.733 , 86.6
1.733 , 86.59
1.734 , 86.59
1.735 , 86.59
1.735 , 86.59
1.736 , 86.59
1.737 , 86.59
1.737 , 86.59
1.738 , 86.59
1.739 , 86.59
1.739 , 86.59
1.74 , 86.59
1.741 , 86.59
1.741 , 86.59
1.742 , 86.59
1.743 , 86.59
1.743 , 86.59
1.744 , 86.59
1.745 , 86.59
1.745 , 86.59
1.746 , 86.59
1.747 , 86.67
1.747 , 86.67
1.748 , 86.67
1.749 , 86.67
1.75 , 86.67
1.75 , 86.67
1.751 , 86.67
1.751 , 86.67
1.752 , 86.67
1.753 , 86.67
1.753 , 86.67
1.754 , 86.67
1.755 , 86.67
1.755 , 86.67
1.756 , 86.67
1.757 , 86.67
1.757 , 86.67
1.758 , 86.67
1.759 , 86.67
1.759 , 86.65
1.76 , 86.65
1.761 , 86.65
1.761 , 86.65
1.762 , 86.65
1.763 , 86.65
1.763 , 86.65
1.764 , 86.65
1.764 , 86.65
1.765 , 86.65
1.766 , 86.65
1.766 , 86.65
1.767 , 86.65
1.767 , 86.65
1.768 , 86.65
1.769 , 86.65
1.769 , 86.65
1.77 , 86.65
1.771 , 86.65
1.771 , 86.65
1.772 , 86.65
1.772 , 86.66
1.773 , 86.66
1.774 , 86.66
1.774 , 86.66
1.775 , 86.66
1.775 , 86.66
1.776 , 86.66
1.777 , 86.66
1.777 , 86.66
1.778 , 86.66
1.778 , 86.66
1.779 , 86.66
1.78 , 86.66
1.78 , 86.66
1.781 , 86.66
1.782 , 86.66
1.782 , 86.66
1.783 , 86.66
1.784 , 86.66
1.784 , 86.66
1.785 , 86.66
1.785 , 86.68
1.786 , 86.68
1.787 , 86.68
1.787 , 86.68
1.788 , 86.68
1.789 , 86.68
1.789 , 86.68
1.79 , 86.68
1.79 , 86.68
1.791 , 86.68
1.792 , 86.68
1.792 , 86.68
1.793 , 86.68
1.794 , 86.68
1.794 , 86.68
1.795 , 86.68
1.795 , 86.68
1.796 , 86.68
1.797 , 86.68
1.797 , 86.68
1.798 , 86.68
1.799 , 86.92
1.799 , 86.92
1.8 , 86.92
1.801 , 86.92
1.801 , 86.92
1.802 , 86.92
1.802 , 86.92
1.803 , 86.92
1.804 , 86.92
1.804 , 86.92
1.805 , 86.92
1.806 , 86.92
1.806 , 86.92
1.807 , 86.92
1.808 , 86.92
1.809 , 86.92
1.809 , 86.92
1.81 , 86.92
1.81 , 86.92
1.811 , 86.92
1.812 , 87.41
1.812 , 87.41
1.813 , 87.41
1.814 , 87.41
1.814 , 87.41
1.815 , 87.41
1.815 , 87.41
1.816 , 87.41
1.817 , 87.41
1.817 , 87.41
1.818 , 87.41
1.818 , 87.41
1.819 , 87.41
1.82 , 87.41
1.82 , 87.41
1.821 , 87.41
1.821 , 87.41
1.822 , 87.41
1.822 , 87.41
1.823 , 87.41
1.824 , 87.41
1.824 , 87.41
1.825 , 87.74
1.826 , 87.74
1.826 , 87.74
1.827 , 87.74
1.828 , 87.74
1.828 , 87.74
1.829 , 87.74
1.83 , 87.74
1.83 , 87.74
1.831 , 87.74
1.832 , 87.74
1.832 , 87.74
1.833 , 87.74
1.834 , 87.74
1.834 , 87.74
1.835 , 87.74
1.835 , 87.74
1.836 , 87.74
1.837 , 87.74
1.837 , 87.74
1.838 , 88.29
1.839 , 88.29
1.839 , 88.29
1.84 , 88.29
1.841 , 88.29
1.841 , 88.29
1.842 , 88.29
1.843 , 88.29
1.843 , 88.29
1.844 , 88.29
1.844 , 88.29
1.845 , 88.29
1.846 , 88.29
1.846 , 88.29
1.847 , 88.29
1.847 , 88.29
1.848 , 88.29
1.849 , 88.29
1.849 , 88.29
1.85 , 88.29
1.85 , 88.29
1.851 , 88.65
1.852 , 88.65
1.852 , 88.65
1.853 , 88.65
1.853 , 88.65
1.854 , 88.65
1.855 , 88.65
1.855 , 88.65
1.856 , 88.65
1.857 , 88.65
1.857 , 88.65
1.858 , 88.65
1.859 , 88.65
1.859 , 88.65
1.86 , 88.65
1.86 , 88.65
1.861 , 88.65
1.862 , 88.65
1.862 , 88.65
1.863 , 88.65
1.863 , 88.65
1.864 , 88.97
1.865 , 88.97
1.865 , 88.97
1.866 , 88.97
1.867 , 88.97
1.867 , 88.97
1.868 , 88.97
1.868 , 88.97
1.869 , 88.97
1.87 , 88.97
1.87 , 88.97
1.871 , 88.97
1.872 , 88.97
1.872 , 88.97
1.873 , 88.97
1.873 , 88.97
1.874 , 88.97
1.875 , 88.97
1.875 , 88.97
1.876 , 88.97
1.877 , 88.97
1.877 , 89.27
1.878 , 89.27
1.879 , 89.27
1.879 , 89.27
1.88 , 89.27
1.881 , 89.27
1.881 , 89.27
1.882 , 89.27
1.883 , 89.27
1.883 , 89.27
1.884 , 89.27
1.885 , 89.27
1.885 , 89.27
1.886 , 89.27
1.887 , 89.27
1.887 , 89.27
