t,pwm
20.0 , 26151.35
20.002 , 26211.3
20.004 , 26191.17
20.007 , 26161.2
20.009 , 26140.8
20.011 , 26120.37
20.013 , 26099.77
20.015 , 26260.04
20.017 , 26240.18
20.02 , 26210.45
20.022 , 26190.35
20.024 , 26170.16
20.026 , 26149.9
20.028 , 26350.58
20.03 , 26331.23
20.033 , 26301.94
20.035 , 26282.35
20.037 , 26262.59
20.039 , 26242.81
20.041 , 26283.16
20.044 , 26253.7
20.046 , 26233.84
20.048 , 26213.89
20.05 , 26193.87
20.052 , 26173.7
20.054 , 26314.26
20.057 , 26284.94
20.059 , 26265.26
20.061 , 26245.47
20.063 , 26225.63
20.065 , 26205.62
20.067 , 26286.09
20.07 , 26256.62
20.072 , 26236.83
20.074 , 26216.93
20.076 , 26196.92
20.079 , 26167.01
20.081 , 26327.69
20.083 , 26308.25
20.085 , 26288.71
20.087 , 26269.1
20.09 , 26239.56
20.092 , 26219.71
20.094 , 26360.51
20.096 , 26341.27
20.098 , 26321.91
20.101 , 26292.67
20.103 , 26273.03
20.105 , 26253.35
20.107 , 26354.15
20.109 , 26334.85
20.112 , 26305.68
20.114 , 26286.14
20.116 , 26266.53
20.118 , 26307.07
20.121 , 26277.76
20.123 , 26258.09
20.125 , 26238.32
20.127 , 26218.45
20.129 , 26198.52
20.131 , 26319.14
20.133 , 26299.71
20.136 , 26270.35
20.138 , 26250.68
20.14 , 26230.89
20.142 , 26211.0
20.144 , 26271.43
20.147 , 26241.94
20.149 , 26222.11
20.151 , 26202.18
20.153 , 26182.19
20.155 , 26162.04
20.158 , 26292.85
20.16 , 26273.29
20.162 , 26253.66
20.164 , 26233.91
20.166 , 26214.06
20.169 , 26184.3
20.171 , 26325.05
20.173 , 26305.66
20.175 , 26286.17
20.178 , 26256.81
20.18 , 26237.09
20.182 , 26217.3
20.184 , 26197.34
20.186 , 26177.33
20.188 , 26157.21
20.191 , 26127.23
20.193 , 26106.88
20.195 , 26086.46
20.197 , 26106.09
20.2 , 26075.87
20.202 , 26055.28
20.204 , 26034.63
20.206 , 26013.84
20.208 , 25992.96
20.21 , 26193.12
20.213 , 26163.34
20.215 , 26143.23
20.217 , 26123.02
20.219 , 26102.74
20.221 , 26082.3
20.224 , 26273.12
20.226 , 26253.57
20.228 , 26233.96
20.23 , 26214.22
20.232 , 26194.38
20.234 , 26174.45
20.237 , 26305.45
20.239 , 26286.07
20.241 , 26266.6
20.243 , 26247.03
20.246 , 26217.59
20.248 , 26197.81
20.25 , 26197.97
20.252 , 26178.06
20.254 , 26158.06
20.257 , 26128.19
20.259 , 26107.95
20.261 , 26087.64
20.263 , 26127.48
20.265 , 26107.28
20.268 , 26077.14
20.27 , 26056.7
20.272 , 26036.13
20.274 , 26015.47
20.276 , 26195.75
20.279 , 26166.09
20.281 , 26146.08
20.283 , 26125.99
20.285 , 26105.82
20.287 , 26085.5
20.29 , 26296.52
20.292 , 26277.19
20.294 , 26257.79
20.296 , 26238.26
20.299 , 26208.86
20.301 , 26349.87
20.303 , 26330.83
20.305 , 26311.67
20.307 , 26292.41
20.31 , 26263.28
20.312 , 26243.78
20.322 , 26186.09
20.324 , 26166.21
20.326 , 26146.24
20.329 , 26216.84
20.331 , 26197.15
20.333 , 26177.34
20.335 , 26157.43
20.337 , 26137.45
20.339 , 26117.32
20.342 , 26147.67
20.344 , 26127.59
20.346 , 26107.48
20.348 , 26087.24
20.35 , 26066.91
20.353 , 26036.67
20.355 , 26176.93
20.357 , 26157.03
20.359 , 26137.09
20.361 , 26117.02
20.364 , 26087.09
20.366 , 26287.88
20.368 , 26268.58
20.37 , 26249.18
20.373 , 26219.9
20.375 , 26200.26
20.377 , 26180.52
20.379 , 26301.43
20.381 , 26282.17
20.383 , 26262.88
20.386 , 26233.64
20.388 , 26214.11
20.39 , 26194.44
20.392 , 26214.89
20.395 , 26185.42
20.397 , 26165.65
20.399 , 26145.75
20.401 , 26125.75
20.403 , 26105.69
20.406 , 26236.47
20.408 , 26216.93
20.41 , 26197.3
20.412 , 26177.6
20.414 , 26157.78
20.417 , 26128.08
20.419 , 26349.21
20.421 , 26330.27
20.423 , 26311.18
20.425 , 26292.06
20.428 , 26263.03
20.43 , 26243.63
20.432 , 26344.77
20.434 , 26325.74
20.437 , 26296.88
20.439 , 26277.65
20.441 , 26258.32
20.443 , 26238.9
20.445 , 26259.62
20.448 , 26230.39
20.45 , 26210.83
20.452 , 26191.17
20.454 , 26171.44
20.457 , 26141.79
20.459 , 26282.59
20.461 , 26263.27
20.463 , 26243.91
20.466 , 26214.61
20.468 , 26195.01
20.47 , 26175.28
20.472 , 26296.17
20.474 , 26276.95
20.477 , 26247.86
20.479 , 26228.39
20.481 , 26208.84
20.483 , 26249.51
20.486 , 26220.25
20.488 , 26200.65
20.49 , 26180.96
20.492 , 26161.2
20.494 , 26141.31
20.496 , 26181.63
20.499 , 26152.04
20.501 , 26132.14
20.503 , 26112.12
20.505 , 26092.0
20.507 , 26071.79
20.509 , 26151.98
20.512 , 26122.33
20.514 , 26102.25
20.516 , 26082.1
20.518 , 26061.85
20.52 , 26041.54
20.523 , 26272.6
20.525 , 26253.35
20.527 , 26233.94
20.529 , 26214.49
20.532 , 26185.11
20.534 , 26165.43
20.536 , 26386.8
20.538 , 26368.09
20.54 , 26349.28
20.542 , 26330.38
20.545 , 26301.6
20.547 , 26282.45
20.549 , 26363.75
20.551 , 26344.88
20.554 , 26316.17
20.556 , 26297.09
20.558 , 26277.94
20.56 , 26258.67
20.563 , 26289.82
20.565 , 26270.57
20.567 , 26251.29
20.569 , 26231.88
20.571 , 26212.38
20.574 , 26183.0
20.576 , 26223.55
20.578 , 26204.04
20.58 , 26184.37
20.583 , 26154.86
20.585 , 26134.97
20.587 , 26115.03
20.589 , 26336.11
20.592 , 26307.4
20.594 , 26288.25
20.596 , 26269.04
20.598 , 26249.73
20.601 , 26280.88
20.603 , 26261.6
20.605 , 26242.28
20.607 , 26222.81
20.609 , 26203.3
20.612 , 26173.89
20.614 , 26274.7
20.616 , 26255.42
20.618 , 26236.05
20.621 , 26206.77
20.623 , 26187.19
20.625 , 26167.48
20.627 , 26368.77
20.629 , 26349.99
20.632 , 26321.29
20.634 , 26302.24
20.636 , 26283.1
20.638 , 26263.89
20.64 , 26345.06
20.643 , 26316.35
20.645 , 26297.24
20.647 , 26278.1
20.65 , 26249.02
20.652 , 26229.63
20.654 , 26270.42
20.656 , 26251.11
