0.0 , 148.89 , 146.7825 , 2.3025
0.003 , 148.845 , 146.805 , 2.3025
0.006 , 148.89 , 146.7825 , 2.295
0.008000001 , 148.89 , 146.7825 , 2.2875
0.011 , 148.8 , 146.7825 , 2.2875
0.014 , 148.845 , 146.805 , 2.2875
0.016 , 148.8225 , 146.7825 , 2.2875
0.019 , 148.845 , 146.805 , 2.28
0.022 , 148.845 , 146.805 , 2.28
0.024 , 148.8225 , 146.8275 , 2.28
0.027 , 148.845 , 146.7825 , 2.2725
0.029 , 148.8225 , 146.7825 , 2.2725
0.032 , 148.845 , 146.805 , 2.265
0.035 , 148.8225 , 146.7825 , 2.265
0.037 , 148.845 , 146.7825 , 2.2575
0.04 , 148.8225 , 146.805 , 2.2575
0.042 , 148.8225 , 146.8275 , 2.2575
0.045 , 148.8 , 146.7825 , 2.2575
0.048 , 148.8225 , 146.805 , 2.25
0.05 , 148.8225 , 146.7825 , 2.25
0.053 , 148.8225 , 146.7825 , 2.25
0.056 , 148.8225 , 146.7825 , 2.2425
0.058 , 148.8 , 146.805 , 2.2425
0.061 , 148.8 , 146.8275 , 2.2425
0.063 , 148.8 , 146.8275 , 2.2425
0.06599999 , 148.8 , 146.8275 , 2.235
0.069 , 148.8 , 146.8275 , 2.2275
0.071 , 148.8225 , 146.805 , 2.2275
0.074 , 148.755 , 146.7825 , 2.2275
0.077 , 148.7325 , 146.805 , 2.22
0.079 , 148.7325 , 146.805 , 2.22
0.08200001 , 148.755 , 146.805 , 2.2125
0.084 , 148.7325 , 146.805 , 2.2125
0.087 , 148.755 , 146.805 , 2.2125
0.09 , 148.7325 , 146.805 , 2.205
0.092 , 148.755 , 146.805 , 2.205
0.095 , 148.755 , 146.805 , 2.1975
0.09700001 , 148.7325 , 146.805 , 2.1975
0.1 , 148.755 , 146.7825 , 2.1975
0.103 , 148.6875 , 146.805 , 2.19
0.105 , 148.755 , 146.805 , 2.19
0.108 , 148.7325 , 146.805 , 2.19
0.11 , 148.7325 , 146.805 , 2.1825
0.112 , 148.6875 , 146.805 , 2.1825
0.115 , 148.7325 , 146.805 , 2.175
0.117 , 148.7325 , 146.7825 , 2.175
0.12 , 148.6875 , 146.7825 , 2.1675
0.122 , 148.6575 , 146.805 , 2.1675
0.125 , 148.755 , 146.8275 , 2.1675
0.127 , 148.7325 , 146.7825 , 2.1675
0.13 , 148.6875 , 146.7825 , 2.16
0.132 , 148.755 , 146.8275 , 2.1525
0.135 , 148.7325 , 146.7825 , 2.1525
0.137 , 148.6875 , 146.805 , 2.1525
0.14 , 148.6875 , 146.805 , 2.145
0.143 , 148.6875 , 146.7825 , 2.145
0.145 , 148.6875 , 146.805 , 2.145
0.148 , 148.6875 , 146.805 , 2.145
0.15 , 148.6875 , 146.7825 , 2.1375
0.153 , 148.6575 , 146.7825 , 2.1375
0.155 , 148.6875 , 146.7825 , 2.13
0.158 , 148.6875 , 146.7825 , 2.13
0.16 , 148.6575 , 146.7825 , 2.13
0.163 , 148.6875 , 146.805 , 2.1225
0.165 , 148.6575 , 146.805 , 2.1225
0.168 , 148.6575 , 146.805 , 2.1225
0.17 , 148.6125 , 146.7825 , 2.1225
0.173 , 148.6875 , 146.7825 , 2.1075
0.175 , 148.6125 , 146.7825 , 2.1075
0.178 , 148.6125 , 146.805 , 2.1075
0.18 , 148.6125 , 146.7825 , 2.1075
0.183 , 148.6125 , 146.805 , 2.1075
0.185 , 148.6125 , 146.805 , 2.1
0.188 , 148.6125 , 146.805 , 2.1
0.19 , 148.59 , 146.7825 , 2.1
0.193 , 148.59 , 146.7825 , 2.0925
0.195 , 148.59 , 146.7375 , 2.085
0.198 , 148.59 , 146.805 , 2.085
0.2 , 148.59 , 146.7375 , 2.085
0.203 , 148.59 , 146.7375 , 2.085
0.205 , 148.5675 , 146.7825 , 2.0775
0.208 , 148.59 , 146.7825 , 2.07
0.211 , 148.5675 , 146.7375 , 2.07
0.213 , 148.5675 , 146.7375 , 2.07
0.216 , 148.5675 , 146.7825 , 2.07
0.218 , 148.59 , 146.7825 , 2.0625
0.221 , 148.5675 , 146.7825 , 2.0625
0.223 , 148.59 , 146.805 , 2.0625
0.226 , 148.5675 , 146.7375 , 2.055
0.228 , 148.5675 , 146.7825 , 2.055
0.231 , 148.5675 , 146.715 , 2.0475
0.233 , 148.5675 , 146.7375 , 2.0475
0.236 , 148.5225 , 146.7375 , 2.04
0.238 , 148.5675 , 146.7375 , 2.04
0.241 , 148.5675 , 146.7825 , 2.04
0.243 , 148.5225 , 146.7375 , 2.04
0.246 , 148.5225 , 146.715 , 2.0325
0.248 , 148.455 , 146.7825 , 2.025
0.251 , 148.5225 , 146.7825 , 2.025
0.253 , 148.5 , 146.7375 , 2.0175
0.256 , 148.455 , 146.7375 , 2.0175
0.258 , 148.455 , 146.7375 , 2.0175
0.261 , 148.5 , 146.7375 , 2.0175
0.263 , 148.455 , 146.7825 , 2.01
0.266 , 148.455 , 146.7825 , 2.0025
0.268 , 148.455 , 146.7825 , 1.995
0.271 , 148.455 , 146.7375 , 1.995
0.273 , 148.4325 , 146.715 , 1.995
0.276 , 148.455 , 146.715 , 1.9875
0.278 , 148.4325 , 146.7825 , 1.9875
0.281 , 148.4325 , 146.7375 , 1.9725
0.283 , 148.455 , 146.7375 , 1.9725
0.286 , 148.455 , 146.7825 , 1.965
0.288 , 148.455 , 146.715 , 1.965
0.291 , 148.4325 , 146.7375 , 1.9575
0.293 , 148.41 , 146.715 , 1.95
0.296 , 148.4325 , 146.7375 , 1.95
