t,pwm
0.783 , 29455.73
0.786 , 30100.86
0.789 , 29472.61
0.791 , 29500.65
0.7940001 , 29425.17
0.797 , 29396.75
0.799 , 30024.93
0.802 , 29449.7
0.805 , 29421.05
0.807 , 29449.04
0.81 , 29373.55
0.813 , 29825.03
0.815 , 29452.77
0.818 , 29377.45
0.821 , 29348.71
0.823 , 29376.09
0.826 , 29900.91
0.828 , 29428.65
0.8309999 , 29353.1
0.834 , 29324.09
0.8360001 , 29351.72
0.8389999 , 29876.3
0.842 , 29347.55
0.844 , 29374.94
0.847 , 29299.34
0.85 , 29270.32
0.852 , 30137.88
0.855 , 29362.63
0.857 , 29390.28
0.86 , 29314.6
0.863 , 29285.47
0.865 , 30033.43
0.8679999 , 29357.96
0.871 , 29329.2
0.873 , 29356.55
0.876 , 29280.91
0.879 , 30092.5
0.8809999 , 29420.04
0.884 , 29344.66
0.887 , 29315.87
0.889 , 29343.36
0.892 , 30228.01
0.895 , 29399.69
0.897 , 29427.53
0.9 , 29352.04
0.903 , 30163.57
0.9049999 , 29491.91
0.908 , 29416.68
0.9110001 , 29388.19
0.9139999 , 29359.4
0.916 , 30347.91
0.9190001 , 29472.9
0.922 , 29444.63
0.924 , 29472.48
0.927 , 29397.34
0.93 , 30089.23
0.932 , 29517.29
0.935 , 29442.33
0.938 , 29413.96
0.94 , 29441.87
0.943 , 29846.7
0.946 , 29418.41
0.948 , 29446.35
0.951 , 29370.96
0.953 , 29398.53
0.9559999 , 30043.56
0.959 , 29415.22
0.9610001 , 29442.97
0.9639999 , 29367.73
0.967 , 29339.08
0.969 , 30087.16
0.972 , 29411.79
0.975 , 29383.47
0.977 , 29411.29
0.98 , 29335.78
0.982 , 30083.67
0.985 , 29408.64
0.988 , 29380.16
0.99 , 29407.78
0.9929999 , 29332.43
0.996 , 30144.29
0.998 , 29472.29
1.001 , 29396.86
1.004 , 29368.5
1.006 , 29396.27
1.009 , 30161.19
1.011 , 29489.23
1.014 , 29414.21
1.017 , 29385.77
1.019 , 29413.43
1.022 , 30058.56
1.025 , 29430.33
1.027 , 29458.36
1.03 , 29382.88
1.033 , 29354.48
1.035 , 30102.66
1.038 , 29427.57
1.041 , 29399.02
1.043 , 29427.08
1.046 , 29351.68
1.048 , 29979.65
1.051 , 29404.58
1.054 , 29376.12
1.056 , 29403.95
1.059 , 29328.28
1.062 , 30140.32
1.064 , 29468.33
1.067 , 29393.11
1.069 , 29420.82
1.072 , 29345.56
1.074 , 30213.56
1.077 , 29438.75
1.079 , 29466.84
1.082 , 29391.61
1.085 , 29362.93
1.087 , 30111.32
1.09 , 29436.3
1.092 , 29464.2
1.095 , 29389.12
1.098 , 29360.62
1.1 , 29988.84
1.103 , 29413.5
1.105 , 29441.65
1.108 , 29366.33
1.11 , 29393.96
1.113 , 29919.05
1.115 , 29447.04
1.118 , 29371.75
1.121 , 29343.01
1.123 , 29370.89
1.126 , 30015.76
1.128 , 29443.62
1.131 , 29368.47
1.133 , 29396.31
1.136 , 29320.83
1.139 , 30132.55
1.141 , 29460.72
1.144 , 29385.5
1.146 , 29413.22
1.149 , 29337.97
1.151 , 30086.14
1.154 , 29410.88
1.156 , 29439.04
1.159 , 29363.75
1.162 , 29335.18
1.164 , 29963.15
1.167 , 29388.08
1.169 , 29416.01
1.172 , 29340.44
1.175 , 29311.95
1.177 , 30180.04
1.18 , 29405.0
1.183 , 29376.43
1.185 , 29404.47
