t,o,f
4.037 , 4.6 , 4.62
4.038 , 4.6 , 4.61
4.038 , 4.67 , 4.63
4.039 , 4.65 , 4.64
4.04 , 4.67 , 4.65
4.041 , 4.67 , 4.66
4.041 , 4.67 , 4.66
4.042 , 4.69 , 4.67
4.043 , 4.67 , 4.67
4.044 , 4.74 , 4.7
4.045 , 4.69 , 4.7
4.045 , 4.74 , 4.72
4.046 , 4.74 , 4.73
4.047 , 4.67 , 4.71
4.048 , 4.69 , 4.7
4.049 , 4.76 , 4.72
4.05 , 4.69 , 4.71
4.05 , 4.74 , 4.72
4.051 , 4.69 , 4.71
4.052 , 4.69 , 4.7
4.053 , 4.74 , 4.72
4.054 , 4.76 , 4.74
4.054 , 4.74 , 4.74
4.055 , 4.76 , 4.75
4.056 , 4.76 , 4.75
4.057 , 4.74 , 4.75
4.058 , 4.76 , 4.75
4.058 , 4.74 , 4.75
4.059 , 4.76 , 4.75
4.06 , 4.76 , 4.75
4.061 , 4.81 , 4.77
4.062 , 4.81 , 4.79
4.062 , 4.76 , 4.78
4.063 , 4.81 , 4.79
4.064 , 4.76 , 4.78
4.065 , 4.76 , 4.77
4.066 , 4.76 , 4.77
4.066 , 4.74 , 4.76
4.067 , 4.74 , 4.75
4.068 , 4.76 , 4.75
4.069 , 4.69 , 4.73
4.07 , 4.76 , 4.74
4.07 , 4.69 , 4.72
4.071 , 4.74 , 4.73
4.072 , 4.69 , 4.71
4.073 , 4.69 , 4.7
4.074 , 4.67 , 4.69
4.074 , 4.67 , 4.68
4.075 , 4.67 , 4.68
4.076 , 4.67 , 4.68
4.077 , 4.67 , 4.68
4.078 , 4.67 , 4.68
4.079 , 4.67 , 4.68
4.079 , 4.69 , 4.68
4.08 , 4.67 , 4.68
4.081 , 4.67 , 4.68
4.082 , 4.67 , 4.68
4.083 , 4.65 , 4.67
4.083 , 4.67 , 4.67
4.084 , 4.69 , 4.68
4.085 , 4.65 , 4.67
4.086 , 4.65 , 4.66
4.087 , 4.65 , 4.66
4.087 , 4.65 , 4.66
4.088 , 4.65 , 4.66
4.089 , 4.65 , 4.66
4.09 , 4.65 , 4.66
4.091 , 4.65 , 4.66
4.092 , 4.58 , 4.63
4.092 , 4.6 , 4.62
4.093 , 4.58 , 4.6
4.094 , 4.58 , 4.59
4.095 , 4.6 , 4.59
4.096 , 4.58 , 4.59
4.097 , 4.53 , 4.57
4.097 , 4.58 , 4.57
4.098 , 4.53 , 4.55
4.099 , 4.53 , 4.54
4.1 , 4.53 , 4.54
4.101 , 4.51 , 4.53
4.101 , 4.51 , 4.52
4.102 , 4.46 , 4.5
4.103 , 4.46 , 4.48
4.104 , 4.46 , 4.47
4.104 , 4.46 , 4.47
4.105 , 4.42 , 4.45
4.106 , 4.42 , 4.44
4.107 , 4.42 , 4.43
4.107 , 4.37 , 4.41
4.108 , 4.37 , 4.39
4.109 , 4.37 , 4.38
4.11 , 4.3 , 4.35
4.111 , 4.3 , 4.33
4.112 , 4.28 , 4.31
4.112 , 4.23 , 4.28
4.113 , 4.23 , 4.26
4.114 , 4.21 , 4.24
4.115 , 4.19 , 4.22
4.116 , 4.14 , 4.19
4.116 , 4.12 , 4.16
4.117 , 4.07 , 4.12
4.118 , 4.05 , 4.09
4.119 , 4.01 , 4.06
4.119 , 4.01 , 4.04
4.12 , 3.98 , 4.02
4.121 , 3.96 , 4.0
4.122 , 3.89 , 3.96
4.123 , 3.89 , 3.93
4.123 , 3.82 , 3.89
4.124 , 3.82 , 3.86
4.125 , 3.78 , 3.83
4.126 , 3.75 , 3.8
4.127 , 3.69 , 3.76
4.127 , 3.66 , 3.72
4.128 , 3.59 , 3.67
4.129 , 3.55 , 3.62
4.13 , 3.52 , 3.58
4.131 , 3.43 , 3.52
4.132 , 3.43 , 3.48
4.132 , 3.39 , 3.44
4.133 , 3.36 , 3.41
4.134 , 3.32 , 3.37
4.135 , 3.2 , 3.3
4.136 , 3.2 , 3.26
4.136 , 3.16 , 3.22
4.137 , 3.09 , 3.17
4.138 , 3.07 , 3.13
4.139 , 3.02 , 3.09
4.139 , 2.93 , 3.03
4.14 , 2.91 , 2.98
4.141 , 2.86 , 2.93
4.142 , 2.77 , 2.87
4.143 , 2.75 , 2.82
4.144 , 2.7 , 2.77
4.144 , 2.56 , 2.69
4.145 , 2.56 , 2.64
4.146 , 2.52 , 2.59
4.147 , 2.45 , 2.53
4.148 , 2.33 , 2.45
4.148 , 2.31 , 2.39
4.149 , 2.24 , 2.33
4.15 , 2.17 , 2.27
4.151 , 2.06 , 2.19
4.152 , 1.99 , 2.11
4.153 , 1.88 , 2.02
4.153 , 1.85 , 1.95
4.154 , 1.72 , 1.86
4.155 , 1.6 , 1.76
4.156 , 1.46 , 1.64
4.156 , 1.35 , 1.52
4.157 , 1.26 , 1.42
4.158 , 1.12 , 1.3
4.159 , 0.94 , 1.16
4.16 , 0.8 , 1.02
4.161 , 0.66 , 0.88
4.161 , 0.55 , 0.75
4.162 , 0.34 , 0.59
4.163 , 0.25 , 0.45
4.164 , -0.07 , 0.24
4.165 , -0.23 , 0.05
4.166 , -0.62 , -0.22
4.166 , -0.92 , -0.5
4.167 , -0.32 , -0.43
4.168 , -0.23 , -0.35
4.169 , -0.16 , -0.27
4.17 , -0.16 , -0.23
4.171 , -0.21 , -0.22
4.171 , -0.16 , -0.2
4.172 , -0.14 , -0.18
4.173 , -0.21 , -0.19
4.174 , -0.16 , -0.18
4.175 , -0.14 , -0.16
4.176 , -0.21 , -0.18
4.176 , -0.14 , -0.16
4.177 , -0.16 , -0.16
4.178 , -0.16 , -0.16
4.179 , -0.16 , -0.16
4.18 , -0.21 , -0.18
4.181 , -0.14 , -0.16
4.182 , -0.21 , -0.18
4.182 , -0.16 , -0.17
4.183 , -0.14 , -0.16
4.184 , -0.14 , -0.15
4.185 , -0.14 , -0.15
4.186 , -0.16 , -0.15
4.187 , -0.16 , -0.15
4.187 , -0.16 , -0.15
4.188 , -0.16 , -0.15
4.189 , -0.16 , -0.15
4.19 , -0.16 , -0.15
4.191 , -0.14 , -0.15
4.191 , -0.14 , -0.15
4.192 , -0.16 , -0.15
4.193 , -0.16 , -0.15
4.194 , -0.16 , -0.15
4.195 , -0.14 , -0.15
4.196 , -0.16 , -0.15
4.196 , -0.16 , -0.15
4.197 , -0.14 , -0.15
4.198 , -0.16 , -0.15
4.199 , -0.14 , -0.15
4.2 , -0.16 , -0.15
4.2 , -0.16 , -0.15
4.201 , -0.14 , -0.15
4.202 , -0.21 , -0.17
4.203 , -0.16 , -0.17
4.204 , -0.16 , -0.17
4.205 , -0.16 , -0.17
4.205 , -0.16 , -0.17
4.206 , -0.16 , -0.17
4.207 , -0.14 , -0.16
4.208 , -0.14 , -0.15
4.209 , -0.16 , -0.15
4.21 , -0.16 , -0.15
4.21 , -0.14 , -0.15
4.211 , -0.16 , -0.15
4.212 , -0.16 , -0.15
4.213 , -0.16 , -0.15
4.214 , -0.14 , -0.15
4.214 , -0.14 , -0.15
4.215 , -0.16 , -0.15
4.216 , -0.16 , -0.15
4.217 , -0.14 , -0.15
4.217 , -0.14 , -0.15
4.218 , -0.16 , -0.15
4.219 , -0.16 , -0.15
4.22 , -0.14 , -0.15
4.221 , -0.16 , -0.15
4.222 , -0.14 , -0.15
4.222 , -0.14 , -0.15
4.223 , -0.16 , -0.15
4.224 , -0.16 , -0.15
4.225 , -0.14 , -0.15
4.226 , -0.16 , -0.15
4.226 , -0.16 , -0.15
4.227 , -0.14 , -0.15
4.228 , -0.14 , -0.15
4.229 , -0.16 , -0.15
4.23 , -0.16 , -0.15
4.23 , -0.16 , -0.15
4.231 , -0.16 , -0.15
4.232 , -0.16 , -0.15
4.233 , -0.16 , -0.15
4.234 , -0.14 , -0.15
4.234 , -0.16 , -0.15
4.235 , -0.21 , -0.17
4.236 , -0.16 , -0.17
4.237 , -0.16 , -0.17
4.238 , -0.16 , -0.17
4.238 , -0.16 , -0.17
4.239 , -0.14 , -0.16
4.24 , -0.16 , -0.16
4.241 , -0.16 , -0.16
4.242 , -0.16 , -0.16
4.243 , -0.14 , -0.15
4.244 , -0.16 , -0.15
4.244 , -0.16 , -0.15
4.245 , -0.16 , -0.15
4.246 , -0.14 , -0.15
4.247 , -0.16 , -0.15
4.248 , -0.16 , -0.15
4.249 , -0.21 , -0.17
4.249 , -0.21 , -0.19
4.25 , -0.21 , -0.2
4.251 , -0.16 , -0.18
4.252 , -0.14 , -0.16
4.253 , -0.16 , -0.16
4.254 , -0.16 , -0.16
4.254 , -0.16 , -0.16
4.255 , -0.14 , -0.15
4.256 , -0.14 , -0.15
4.257 , -0.16 , -0.15
4.258 , -0.14 , -0.15
4.259 , -0.09 , -0.13
4.26 , -0.14 , -0.13
4.26 , -0.14 , -0.13
4.261 , -0.09 , -0.11
4.262 , -0.14 , -0.12
4.263 , -0.14 , -0.13
4.264 , -0.09 , -0.11
4.265 , -0.14 , -0.12
4.266 , -0.09 , -0.11
4.267 , -0.14 , -0.12
4.268 , -0.16 , -0.14
4.269 , -0.09 , -0.12
4.269 , -0.14 , -0.13
4.27 , -0.14 , -0.13
4.271 , -0.14 , -0.13
4.272 , -0.14 , -0.13
4.273 , -0.16 , -0.14
4.274 , -0.14 , -0.14
4.275 , -0.14 , -0.14
4.276 , -0.09 , -0.12
4.277 , -0.14 , -0.13
4.278 , -0.14 , -0.13
4.279 , -0.09 , -0.11
4.279 , -0.16 , -0.13
4.28 , -0.14 , -0.13
4.281 , -0.14 , -0.13
4.282 , -0.09 , -0.11
4.283 , -0.09 , -0.1
4.284 , -0.14 , -0.12
4.285 , -0.09 , -0.11
4.286 , -0.14 , -0.12
4.287 , -0.14 , -0.13
4.288 , -0.14 , -0.13
4.289 , -0.07 , -0.11
4.289 , -0.14 , -0.12
4.29 , -0.16 , -0.14
4.291 , -0.09 , -0.12
4.292 , -0.14 , -0.13
4.293 , -0.14 , -0.13
4.294 , -0.09 , -0.11
4.295 , -0.14 , -0.12
4.296 , -0.14 , -0.13
4.297 , -0.14 , -0.13
4.298 , -0.09 , -0.11
4.299 , -0.14 , -0.12
4.299 , -0.07 , -0.1
4.3 , -0.09 , -0.1
4.301 , -0.14 , -0.12
4.302 , -0.14 , -0.13
4.303 , -0.09 , -0.11
4.304 , -0.16 , -0.13
4.305 , -0.09 , -0.11
4.306 , -0.14 , -0.12
4.307 , -0.09 , -0.11
4.308 , -0.14 , -0.12
4.308 , -0.14 , -0.13
4.309 , -0.14 , -0.13
4.31 , -0.14 , -0.13
4.311 , -0.09 , -0.11
4.312 , -0.14 , -0.12
4.313 , -0.09 , -0.11
4.314 , -0.14 , -0.12
4.315 , -0.14 , -0.13
4.315 , -0.09 , -0.11
4.316 , -0.09 , -0.1
4.317 , -0.09 , -0.1
4.318 , -0.14 , -0.12
4.319 , -0.09 , -0.11
4.32 , -0.14 , -0.12
4.321 , -0.14 , -0.13
4.322 , -0.14 , -0.13
4.323 , -0.14 , -0.13
4.324 , -0.16 , -0.14
4.324 , -0.09 , -0.12
4.325 , -0.14 , -0.13
4.326 , -0.14 , -0.13
4.327 , -0.14 , -0.13
4.328 , -0.14 , -0.13
4.329 , -0.14 , -0.13
4.33 , -0.14 , -0.13
4.331 , -0.09 , -0.11
4.332 , -0.14 , -0.12
4.333 , -0.14 , -0.13
4.333 , -0.14 , -0.13
4.334 , -0.14 , -0.13
4.335 , -0.14 , -0.13
4.336 , -0.14 , -0.13
4.337 , -0.14 , -0.13
4.338 , -0.14 , -0.13
4.339 , -0.14 , -0.13
4.34 , -0.14 , -0.13
4.34 , -0.14 , -0.13
4.341 , -0.14 , -0.13
4.342 , -0.14 , -0.13
4.343 , -0.14 , -0.13
4.344 , -0.14 , -0.13
4.345 , -0.14 , -0.13
4.346 , -0.14 , -0.13
4.347 , -0.16 , -0.14
4.347 , -0.14 , -0.14
4.348 , -0.14 , -0.14
4.349 , -0.09 , -0.12
4.35 , -0.14 , -0.13
4.351 , -0.14 , -0.13
4.352 , -0.14 , -0.13
4.353 , -0.14 , -0.13
4.354 , -0.09 , -0.11
4.355 , -0.14 , -0.12
4.356 , -0.09 , -0.11
4.356 , -0.09 , -0.1
4.357 , -0.14 , -0.12
4.358 , -0.14 , -0.13
4.359 , -0.14 , -0.13
4.36 , -0.09 , -0.11
4.361 , -0.09 , -0.1
4.362 , -0.09 , -0.1
4.363 , -0.09 , -0.1
4.364 , -0.14 , -0.12
4.365 , -0.09 , -0.11
4.366 , -0.09 , -0.1
4.367 , -0.07 , -0.09
4.368 , -0.09 , -0.09
4.369 , -0.07 , -0.08
4.37 , -0.07 , -0.08
4.371 , -0.07 , -0.08
4.372 , -0.09 , -0.08
4.373 , -0.09 , -0.08
4.374 , -0.07 , -0.08
4.375 , -0.07 , -0.08
4.376 , -0.05 , -0.07
4.377 , -0.05 , -0.06
4.378 , -0.05 , -0.06
4.38 , 0.09 , 0.0
4.38 , 0.27 , 0.11
4.381 , 0.41 , 0.23
4.382 , 0.78 , 0.45
4.383 , 1.01 , 0.67
4.384 , 1.26 , 0.91
4.385 , 1.46 , 1.13
4.385 , 1.6 , 1.32
4.386 , 1.83 , 1.52
4.387 , 1.88 , 1.66
4.388 , 2.06 , 1.82
4.388 , 2.24 , 1.99
4.389 , 2.33 , 2.13
4.39 , 2.45 , 2.26
4.391 , 2.56 , 2.38
4.392 , 2.68 , 2.5
4.392 , 2.75 , 2.6
4.393 , 2.79 , 2.68
4.394 , 2.91 , 2.77
4.395 , 3.0 , 2.86
4.396 , 3.07 , 2.94
4.396 , 3.14 , 3.02
4.405 , 3.75 , 3.31
4.406 , 3.73 , 3.48
4.407 , 3.78 , 3.6
4.408 , 3.82 , 3.69
4.408 , 3.82 , 3.74
4.409 , 3.85 , 3.78
4.41 , 3.91 , 3.83
4.411 , 3.98 , 3.89
4.412 , 3.96 , 3.92
4.413 , 3.96 , 3.94
4.413 , 4.01 , 3.97
4.414 , 4.01 , 3.99
4.415 , 4.07 , 4.02
4.416 , 4.12 , 4.06
4.417 , 4.12 , 4.08
4.417 , 4.19 , 4.12
4.418 , 4.21 , 4.16
4.419 , 4.21 , 4.18
4.42 , 4.21 , 4.19
4.42 , 4.21 , 4.2
4.421 , 4.3 , 4.24
4.422 , 4.3 , 4.26
4.423 , 4.35 , 4.3
4.424 , 4.37 , 4.33
4.424 , 4.37 , 4.35
4.425 , 4.42 , 4.38
4.426 , 4.46 , 4.41
4.427 , 4.46 , 4.43
4.428 , 4.46 , 4.44
4.428 , 4.46 , 4.45
4.429 , 4.51 , 4.47
4.43 , 4.53 , 4.49
4.431 , 4.51 , 4.5
4.432 , 4.53 , 4.51
4.432 , 4.58 , 4.54
4.433 , 4.58 , 4.56
4.434 , 4.6 , 4.58
4.435 , 4.65 , 4.61
4.436 , 4.65 , 4.63
4.436 , 4.67 , 4.65
4.437 , 4.67 , 4.66
4.438 , 4.67 , 4.66
4.439 , 4.69 , 4.67
4.44 , 4.69 , 4.68
4.44 , 4.69 , 4.68
4.441 , 4.74 , 4.7
4.442 , 4.74 , 4.72
4.443 , 4.76 , 4.74
4.444 , 4.76 , 4.75
4.445 , 4.76 , 4.75
4.445 , 4.83 , 4.78
4.446 , 4.81 , 4.79
4.447 , 4.83 , 4.81
4.448 , 4.83 , 4.82
4.449 , 4.88 , 4.84
4.45 , 4.88 , 4.86
4.45 , 4.88 , 4.87
4.451 , 4.9 , 4.88
4.452 , 4.92 , 4.9
4.453 , 4.92 , 4.91
4.453 , 4.92 , 4.91
4.454 , 4.97 , 4.93
4.455 , 5.04 , 4.97
4.456 , 4.99 , 4.98
4.457 , 5.06 , 5.01
4.458 , 5.06 , 5.03
4.458 , 5.1 , 5.06
4.459 , 5.13 , 5.09
4.46 , 5.1 , 5.09
4.461 , 5.13 , 5.11
4.462 , 5.13 , 5.12
4.462 , 5.17 , 5.14
4.463 , 5.2 , 5.16
4.464 , 5.17 , 5.16
4.465 , 5.17 , 5.16
4.466 , 5.17 , 5.16
4.466 , 5.2 , 5.18
4.467 , 5.2 , 5.19
4.468 , 5.22 , 5.2
4.469 , 5.22 , 5.21
4.47 , 5.22 , 5.21
4.471 , 5.22 , 5.21
4.471 , 5.22 , 5.21
4.472 , 5.22 , 5.21
4.473 , 5.22 , 5.21
4.474 , 5.22 , 5.21
4.475 , 5.2 , 5.21
4.475 , 5.22 , 5.21
4.476 , 5.26 , 5.23
4.477 , 5.22 , 5.23
4.478 , 5.22 , 5.23
4.479 , 5.22 , 5.23
4.479 , 5.26 , 5.24
4.48 , 5.22 , 5.23
4.481 , 5.26 , 5.24
4.482 , 5.22 , 5.23
4.483 , 5.2 , 5.22
4.484 , 5.26 , 5.24
4.484 , 5.26 , 5.25
4.485 , 5.29 , 5.27
4.486 , 5.29 , 5.28
4.487 , 5.33 , 5.3
4.488 , 5.29 , 5.3
4.488 , 5.33 , 5.31
4.489 , 5.33 , 5.32
4.49 , 5.26 , 5.3
4.491 , 5.29 , 5.3
4.492 , 5.26 , 5.28
4.492 , 5.29 , 5.28
4.493 , 5.33 , 5.3
4.494 , 5.26 , 5.28
4.495 , 5.26 , 5.27
4.496 , 5.26 , 5.27
4.497 , 5.26 , 5.27
4.497 , 5.26 , 5.27
4.498 , 5.2 , 5.24
4.499 , 5.2 , 5.22
4.5 , 5.2 , 5.21
4.501 , 5.17 , 5.19
4.501 , 5.17 , 5.18
4.502 , 5.13 , 5.16
4.503 , 5.13 , 5.15
4.504 , 5.13 , 5.14
4.505 , 5.1 , 5.12
4.505 , 5.1 , 5.11
4.506 , 5.1 , 5.11
4.507 , 5.1 , 5.11
4.508 , 5.1 , 5.11
4.509 , 5.06 , 5.09
4.509 , 5.06 , 5.08
4.51 , 5.04 , 5.06
4.511 , 4.99 , 5.03
4.512 , 4.99 , 5.01
4.513 , 5.04 , 5.02
4.514 , 4.99 , 5.01
4.514 , 4.97 , 4.99
4.515 , 4.92 , 4.96
4.516 , 4.97 , 4.96
4.517 , 4.9 , 4.94
4.518 , 4.9 , 4.92
4.518 , 4.88 , 4.9
4.519 , 4.83 , 4.87
4.52 , 4.81 , 4.85
4.521 , 4.83 , 4.84
4.522 , 4.74 , 4.8
4.523 , 4.74 , 4.78
4.523 , 4.74 , 4.76
4.524 , 4.69 , 4.73
4.525 , 4.67 , 4.71
4.526 , 4.65 , 4.69
4.526 , 4.58 , 4.65
4.527 , 4.58 , 4.62
4.528 , 4.53 , 4.58
4.529 , 4.53 , 4.56
4.53 , 4.46 , 4.52
4.531 , 4.46 , 4.5
4.531 , 4.42 , 4.47
4.532 , 4.37 , 4.43
4.533 , 4.35 , 4.4
4.534 , 4.28 , 4.35
4.535 , 4.23 , 4.3
4.535 , 4.21 , 4.26
4.536 , 4.19 , 4.23
4.537 , 4.14 , 4.19
4.538 , 4.12 , 4.16
4.539 , 4.05 , 4.12
4.539 , 4.05 , 4.09
4.54 , 3.98 , 4.05
4.541 , 3.96 , 4.01
4.542 , 3.96 , 3.99
4.542 , 3.85 , 3.93
4.543 , 3.82 , 3.89
4.544 , 3.78 , 3.85
4.545 , 3.75 , 3.81
4.546 , 3.73 , 3.78
4.546 , 3.62 , 3.72
4.547 , 3.62 , 3.68
4.548 , 3.55 , 3.63
4.549 , 3.5 , 3.58
4.55 , 3.46 , 3.53
4.551 , 3.43 , 3.49
4.551 , 3.36 , 3.44
4.552 , 3.32 , 3.39
4.553 , 3.27 , 3.34
4.554 , 3.23 , 3.3
4.555 , 3.16 , 3.24
4.555 , 3.14 , 3.2
4.556 , 3.07 , 3.15
4.557 , 2.98 , 3.08
4.558 , 2.93 , 3.02
4.559 , 2.86 , 2.96
4.559 , 2.79 , 2.89
4.56 , 2.77 , 2.84
4.561 , 2.7 , 2.78
4.562 , 2.68 , 2.74
4.563 , 2.61 , 2.69
4.563 , 2.54 , 2.63
4.564 , 2.47 , 2.57
4.565 , 2.4 , 2.5
4.566 , 2.33 , 2.43
4.567 , 2.31 , 2.38
4.567 , 2.24 , 2.32
4.568 , 2.22 , 2.28
4.569 , 2.08 , 2.2
4.57 , 2.06 , 2.14
4.571 , 1.99 , 2.08
4.571 , 1.88 , 2.0
4.572 , 1.79 , 1.92
4.573 , 1.76 , 1.86
4.574 , 1.65 , 1.78
4.575 , 1.6 , 1.71
4.575 , 1.49 , 1.62
4.576 , 1.42 , 1.54
4.577 , 1.33 , 1.46
4.578 , 1.24 , 1.37
4.579 , 1.12 , 1.27
4.579 , 1.01 , 1.17
4.58 , 0.89 , 1.06
4.581 , 0.78 , 0.95
4.582 , 0.64 , 0.83
4.583 , 0.5 , 0.7
4.584 , 0.39 , 0.58
4.585 , 0.25 , 0.45
4.585 , 0.0 , 0.27
4.586 , -0.16 , 0.1
4.587 , -0.37 , -0.09
4.588 , -0.62 , -0.3
4.589 , -0.8 , -0.5
4.589 , -1.08 , -0.73
4.59 , -0.6 , -0.68
4.591 , -0.14 , -0.46
4.592 , -0.14 , -0.33
4.593 , -0.07 , -0.23
4.594 , -0.09 , -0.17
4.594 , -0.07 , -0.13
4.595 , -0.09 , -0.11
4.596 , -0.09 , -0.1
4.597 , -0.09 , -0.1
4.598 , -0.09 , -0.1
4.599 , -0.09 , -0.1
4.6 , -0.07 , -0.09
4.601 , -0.09 , -0.09
4.602 , -0.07 , -0.08
4.603 , -0.09 , -0.08
4.604 , -0.14 , -0.1
4.605 , -0.09 , -0.1
4.606 , -0.07 , -0.09
4.607 , -0.09 , -0.09
4.608 , -0.07 , -0.08
4.609 , -0.07 , -0.08
4.61 , -0.14 , -0.1
4.611 , -0.09 , -0.1
4.612 , -0.09 , -0.1
4.613 , -0.09 , -0.1
4.614 , -0.07 , -0.09
4.615 , -0.09 , -0.09
4.616 , -0.09 , -0.09
4.617 , -0.09 , -0.09
4.618 , -0.09 , -0.09
4.619 , -0.07 , -0.08
4.62 , -0.09 , -0.08
4.621 , -0.07 , -0.08
4.622 , -0.09 , -0.08
4.623 , -0.07 , -0.08
4.625 , -0.07 , -0.08
4.626 , -0.09 , -0.08
4.627 , -0.09 , -0.08
4.628 , -0.09 , -0.08
4.629 , -0.09 , -0.08
4.63 , -0.14 , -0.1
4.631 , -0.07 , -0.09
4.632 , -0.09 , -0.09
4.633 , -0.09 , -0.09
4.634 , -0.07 , -0.08
4.635 , -0.09 , -0.08
4.636 , -0.14 , -0.1
4.637 , -0.09 , -0.1
4.638 , -0.09 , -0.1
4.639 , -0.09 , -0.1
4.64 , -0.07 , -0.09
4.641 , -0.09 , -0.09
4.642 , -0.09 , -0.09
4.643 , -0.09 , -0.09
4.644 , -0.14 , -0.11
4.645 , -0.09 , -0.1
4.646 , -0.09 , -0.1
4.647 , -0.09 , -0.1
4.647 , -0.09 , -0.1
4.648 , -0.09 , -0.1
4.649 , -0.07 , -0.09
4.65 , -0.09 , -0.09
4.651 , -0.09 , -0.09
4.652 , -0.14 , -0.11
4.653 , -0.09 , -0.1
4.654 , -0.14 , -0.12
4.655 , -0.09 , -0.11
4.656 , -0.09 , -0.1
4.657 , -0.07 , -0.09
4.658 , -0.09 , -0.09
4.659 , -0.09 , -0.09
4.66 , -0.09 , -0.09
4.661 , -0.09 , -0.09
4.662 , -0.09 , -0.09
4.663 , -0.07 , -0.08
4.664 , -0.09 , -0.08
4.665 , -0.07 , -0.08
4.666 , -0.07 , -0.08
4.668 , -0.09 , -0.08
4.669 , -0.09 , -0.08
4.67 , -0.09 , -0.08
4.671 , -0.09 , -0.08
4.672 , -0.09 , -0.08
4.673 , -0.09 , -0.08
4.674 , -0.09 , -0.08
4.675 , -0.09 , -0.08
4.676 , -0.09 , -0.08
4.677 , -0.09 , -0.08
4.679 , -0.14 , -0.1
4.679 , -0.09 , -0.1
4.68 , -0.14 , -0.12
4.681 , -0.09 , -0.11
4.682 , -0.09 , -0.1
4.683 , -0.14 , -0.12
4.684 , -0.09 , -0.11
4.685 , -0.09 , -0.1
4.686 , -0.09 , -0.1
4.687 , -0.09 , -0.1
4.688 , -0.14 , -0.12
4.689 , -0.07 , -0.1
4.689 , -0.14 , -0.12
4.69 , -0.09 , -0.11
4.691 , -0.09 , -0.1
4.692 , -0.09 , -0.1
4.693 , -0.07 , -0.09
4.694 , -0.09 , -0.09
4.695 , -0.09 , -0.09
4.696 , -0.09 , -0.09
4.697 , -0.14 , -0.11
4.698 , -0.09 , -0.1
4.699 , -0.09 , -0.1
4.7 , -0.09 , -0.1
4.701 , -0.09 , -0.1
4.702 , -0.14 , -0.12
4.703 , -0.07 , -0.1
4.704 , -0.09 , -0.1
4.704 , -0.09 , -0.1
4.705 , -0.07 , -0.09
4.706 , -0.07 , -0.08
4.708 , -0.09 , -0.08
4.709 , -0.14 , -0.1
4.709 , -0.09 , -0.1
4.71 , -0.09 , -0.1
4.711 , -0.09 , -0.1
4.712 , -0.09 , -0.1
4.713 , -0.09 , -0.1
4.714 , -0.09 , -0.1
4.715 , -0.07 , -0.09
4.716 , -0.14 , -0.11
4.717 , -0.09 , -0.1
4.718 , -0.09 , -0.1
4.718 , -0.09 , -0.1
4.719 , -0.09 , -0.1
4.72 , -0.14 , -0.12
4.721 , -0.07 , -0.1
4.722 , -0.09 , -0.1
4.723 , -0.07 , -0.09
4.724 , -0.09 , -0.09
4.725 , -0.09 , -0.09
4.726 , -0.09 , -0.09
4.727 , -0.09 , -0.09
4.728 , -0.07 , -0.08
4.729 , -0.07 , -0.08
4.73 , -0.09 , -0.08
4.731 , -0.07 , -0.08
4.733 , -0.09 , -0.08
4.734 , -0.09 , -0.08
4.735 , -0.07 , -0.08
4.736 , -0.09 , -0.08
4.737 , -0.07 , -0.08
4.738 , -0.07 , -0.08
4.739 , -0.09 , -0.08
4.74 , -0.09 , -0.08
4.742 , -0.09 , -0.08
4.743 , -0.09 , -0.08
4.744 , -0.07 , -0.08
4.745 , -0.09 , -0.08
4.746 , -0.09 , -0.08
4.747 , -0.09 , -0.08
4.748 , -0.07 , -0.08
4.749 , -0.07 , -0.08
4.75 , -0.14 , -0.1
4.751 , -0.07 , -0.09
4.752 , -0.07 , -0.08
4.753 , -0.09 , -0.08
4.754 , -0.09 , -0.08
4.756 , -0.09 , -0.08
4.757 , -0.09 , -0.08
4.758 , -0.14 , -0.1
4.759 , -0.09 , -0.1
4.76 , -0.14 , -0.12
4.76 , -0.09 , -0.11
4.761 , -0.07 , -0.09
4.762 , -0.07 , -0.08
4.763 , -0.09 , -0.08
4.764 , -0.09 , -0.08
4.766 , -0.09 , -0.08
4.767 , -0.09 , -0.08
4.768 , -0.07 , -0.08
4.769 , -0.09 , -0.08
4.77 , -0.09 , -0.08
4.771 , -0.09 , -0.08
4.772 , -0.07 , -0.08
4.773 , -0.09 , -0.08
4.775 , -0.07 , -0.08
4.776 , -0.14 , -0.1
4.776 , -0.09 , -0.1
4.777 , -0.14 , -0.12
4.778 , -0.14 , -0.13
4.779 , -0.09 , -0.11
4.78 , -0.16 , -0.13
4.781 , -0.14 , -0.13
4.782 , -0.14 , -0.13
4.783 , -0.14 , -0.13
4.784 , -0.14 , -0.13
4.785 , -0.14 , -0.13
4.786 , -0.14 , -0.13
4.787 , -0.09 , -0.11
4.787 , -0.09 , -0.1
4.788 , -0.09 , -0.1
4.789 , -0.09 , -0.1
4.79 , -0.09 , -0.1
4.791 , -0.07 , -0.09
4.792 , -0.09 , -0.09
4.793 , -0.14 , -0.11
4.794 , -0.07 , -0.09
4.795 , -0.14 , -0.11
4.796 , -0.07 , -0.09
4.797 , -0.14 , -0.11
4.798 , -0.09 , -0.1
4.799 , -0.07 , -0.09
4.8 , -0.09 , -0.09
4.801 , -0.05 , -0.07
4.802 , -0.05 , -0.06
4.803 , 0.18 , 0.04
4.804 , 0.32 , 0.15
4.805 , 0.66 , 0.35
4.805 , 0.78 , 0.52
