t,pwm
0.433 , 29860.25
0.436 , 29831.74
0.438 , 29812.84
0.44 , 29793.85
0.442 , 29774.79
0.445 , 29745.82
0.447 , 29847.11
0.449 , 29828.31
0.452 , 29799.6
0.454 , 29780.53
0.456 , 29761.39
0.459 , 29812.73
0.461 , 29793.72
0.463 , 29774.64
0.465 , 29755.45
0.467 , 29736.15
0.47 , 29707.0
0.472 , 29808.05
0.474 , 29789.02
0.476 , 29769.88
0.479 , 29740.9
0.481 , 29721.52
0.483 , 29702.05
0.485 , 29823.2
0.488 , 29794.48
0.49 , 29775.37
0.492 , 29756.17
0.494 , 29736.87
0.496 , 29717.5
0.499 , 29788.72
0.501 , 29769.58
0.503 , 29750.38
0.505 , 29731.05
0.508 , 29701.83
0.51 , 29682.29
0.512 , 29803.3
0.514 , 29784.23
0.517 , 29755.31
0.519 , 29736.01
0.521 , 29716.6
0.523 , 29797.61
0.525 , 29778.51
0.528 , 29749.55
0.53 , 29730.21
0.532 , 29710.78
0.534 , 29691.25
0.537 , 29762.37
0.539 , 29743.09
0.541 , 29723.75
0.5440001 , 29694.5
0.546 , 29674.89
0.548 , 29655.21
0.55 , 29756.0
0.552 , 29736.7
0.555 , 29707.54
0.557 , 29688.0
0.559 , 29668.36
0.561 , 29648.62
0.564 , 29759.71
0.566 , 29740.44
0.568 , 29721.06
0.57 , 29701.6
0.573 , 29672.27
0.575 , 29652.56
0.577 , 29713.17
0.579 , 29693.66
0.582 , 29664.3
0.584 , 29644.55
0.586 , 29624.71
0.588 , 29604.8
0.59 , 29705.36
0.593 , 29676.04
0.595 , 29656.39
0.597 , 29636.62
0.599 , 29616.75
0.601 , 29596.78
0.604 , 29707.64
0.606 , 29688.13
0.608 , 29668.53
0.61 , 29648.83
0.613 , 29619.27
0.615 , 29719.95
0.617 , 29700.51
0.619 , 29680.98
0.621 , 29661.37
0.624 , 29631.86
0.626 , 29611.98
0.628 , 29712.64
0.63 , 29693.17
0.632 , 29673.6
0.634 , 29653.94
0.637 , 29624.43
0.639 , 29604.53
0.641 , 29725.21
0.643 , 29705.82
0.645 , 29686.32
0.648 , 29656.98
0.65 , 29637.24
0.652 , 29617.42
0.654 , 29718.12
0.657 , 29688.9
0.659 , 29669.34
0.661 , 29649.7
0.663 , 29629.94
0.665 , 29610.08
0.668 , 29721.09
0.67 , 29701.69
0.672 , 29682.19
0.674 , 29662.6
0.677 , 29633.15
0.679 , 29613.32
0.681 , 29734.07
0.683 , 29714.75
0.686 , 29685.57
0.688 , 29666.0
0.69 , 29646.34
0.692 , 29626.57
0.695 , 29697.46
0.697 , 29677.96
0.699 , 29658.39
0.701 , 29638.7
0.704 , 29609.12
0.7059999 , 29669.63
0.708 , 29649.99
0.711 , 29620.47
0.713 , 29600.63
0.715 , 29580.66
0.717 , 29560.59
0.719 , 29681.11
0.722 , 29651.79
0.724 , 29632.09
0.726 , 29612.28
0.728 , 29592.38
0.73 , 29572.39
0.733 , 29683.25
0.735 , 29663.71
0.737 , 29644.08
0.739 , 29624.38
0.742 , 29594.77
0.744 , 29574.79
0.746 , 29675.35
0.748 , 29655.79
0.75 , 29636.13
0.752 , 29616.37
0.755 , 29586.75
0.757 , 29566.75
0.759 , 29667.25
0.761 , 29647.66
0.763 , 29627.97
0.766 , 29598.43
0.768 , 29578.5
0.77 , 29558.47
0.773 , 29629.1
0.775 , 29609.33
0.777 , 29589.46
0.779 , 29569.53
0.781 , 29549.47
0.784 , 29519.53
0.786 , 29619.86
0.788 , 29600.06
0.79 , 29580.17
0.792 , 29560.18
0.795 , 29530.33
0.797 , 29510.1
0.799 , 29650.58
0.801 , 29630.96
0.803 , 29611.23
0.8059999 , 29581.66
0.808 , 29561.7
0.81 , 29642.14
0.812 , 29622.52
0.815 , 29592.98
0.817 , 29573.09
0.8190001 , 29553.12
0.821 , 29533.04
0.823 , 29633.44
0.826 , 29604.0
0.828 , 29584.17
0.83 , 29564.25
0.832 , 29544.23
0.834 , 29524.11
0.837 , 29634.83
0.8389999 , 29615.17
0.841 , 29595.41
0.843 , 29575.56
