t, Cuff Pressure, Reference Pressure, Oscillometric Waveform
0.0 , 161.04 , 160.98 , 0.05999756
0.002 , 161.04 , 160.97 , 0.06999207
0.004 , 161.04 , 160.97 , 0.06999207
0.006 , 161.02 , 160.96 , 0.05999756
0.007 , 161.02 , 160.96 , 0.05999756
0.009 , 161.02 , 160.95 , 0.07000732
0.011 , 161.04 , 160.95 , 0.08999634
0.013 , 161.04 , 160.94 , 0.09999084
0.015 , 161.04 , 160.93 , 0.1100006
0.016 , 161.04 , 160.93 , 0.1100006
0.018 , 161.04 , 160.93 , 0.1100006
0.019 , 161.02 , 160.92 , 0.1000061
0.021 , 161.02 , 160.92 , 0.1000061
0.023 , 161.02 , 160.91 , 0.1100006
0.024 , 161.02 , 160.91 , 0.1100006
0.026 , 161.04 , 160.9 , 0.1399994
0.028 , 161.02 , 160.9 , 0.1200104
0.029 , 161.02 , 160.89 , 0.1300049
0.031 , 161.02 , 160.89 , 0.1300049
0.033 , 160.98 , 160.88 , 0.09999084
0.034 , 161.02 , 160.88 , 0.1399994
0.036 , 161.02 , 160.87 , 0.1500092
0.038 , 161.02 , 160.87 , 0.1500092
0.039 , 161.04 , 160.86 , 0.1799927
0.041 , 161.02 , 160.86 , 0.1600037
0.042 , 161.02 , 160.85 , 0.1699982
0.044 , 160.98 , 160.85 , 0.1299896
0.046 , 161.02 , 160.84 , 0.1800079
0.047 , 160.98 , 160.84 , 0.1399994
0.049 , 160.98 , 160.83 , 0.1499939
0.051 , 161.02 , 160.83 , 0.1900024
0.053 , 160.98 , 160.82 , 0.1599884
0.054 , 161.02 , 160.82 , 0.1999969
0.056 , 160.98 , 160.81 , 0.1699982
0.058 , 160.98 , 160.8 , 0.1799927
0.05900001 , 160.98 , 160.8 , 0.1799927
0.061 , 161.02 , 160.8 , 0.2200012
0.062 , 160.98 , 160.79 , 0.1900024
0.06400001 , 160.95 , 160.79 , 0.1600037
0.06599999 , 160.95 , 160.78 , 0.1699982
0.06800001 , 160.98 , 160.77 , 0.2099915
0.069 , 160.95 , 160.77 , 0.1799927
0.071 , 160.98 , 160.77 , 0.2099915
0.073 , 160.98 , 160.76 , 0.2200012
0.074 , 160.98 , 160.76 , 0.2200012
0.076 , 160.98 , 160.75 , 0.2299957
0.078 , 160.98 , 160.74 , 0.2399902
0.079 , 160.98 , 160.74 , 0.2399902
0.081 , 160.95 , 160.74 , 0.2099915
0.08200001 , 160.98 , 160.73 , 0.25
0.084 , 160.95 , 160.73 , 0.2200012
0.086 , 160.98 , 160.72 , 0.2599945
0.087 , 160.95 , 160.72 , 0.2299957
0.089 , 160.95 , 160.71 , 0.2399902
0.09099999 , 160.95 , 160.7 , 0.25
0.093 , 160.95 , 160.7 , 0.25
0.094 , 160.98 , 160.7 , 0.2799988
0.096 , 160.98 , 160.69 , 0.2899933
0.09799999 , 160.95 , 160.68 , 0.2700043
0.099 , 160.95 , 160.68 , 0.2700043
0.101 , 160.95 , 160.67 , 0.2799988
0.103 , 160.95 , 160.67 , 0.2799988
0.104 , 160.95 , 160.67 , 0.2799988
0.106 , 160.91 , 160.66 , 0.25
0.107 , 160.95 , 160.66 , 0.2899933
0.109 , 160.95 , 160.65 , 0.3000031
0.111 , 160.91 , 160.64 , 0.2700043
0.112 , 160.95 , 160.64 , 0.3099976
0.114 , 160.91 , 160.64 , 0.2700043
0.115 , 160.95 , 160.63 , 0.3199921
0.117 , 160.95 , 160.63 , 0.3199921
0.118 , 160.91 , 160.62 , 0.2900085
0.12 , 160.91 , 160.62 , 0.2900085
0.121 , 160.91 , 160.61 , 0.3000031
0.123 , 160.91 , 160.61 , 0.3000031
0.124 , 160.91 , 160.6 , 0.3099976
0.126 , 160.91 , 160.6 , 0.3099976
0.127 , 160.88 , 160.6 , 0.2799988
0.129 , 160.91 , 160.59 , 0.3200073
0.13 , 160.95 , 160.59 , 0.3600006
0.132 , 160.91 , 160.58 , 0.3300018
0.133 , 160.91 , 160.58 , 0.3300018
0.135 , 160.88 , 160.57 , 0.3099976
0.136 , 160.91 , 160.57 , 0.3399963
0.138 , 160.88 , 160.56 , 0.3200073
0.139 , 160.91 , 160.56 , 0.3500061
0.141 , 160.88 , 160.55 , 0.3300018
0.142 , 160.91 , 160.55 , 0.3600006
0.144 , 160.88 , 160.54 , 0.3400116
0.145 , 160.91 , 160.54 , 0.3700104
0.147 , 160.88 , 160.54 , 0.3400116
0.148 , 160.88 , 160.53 , 0.3500061
0.15 , 160.91 , 160.53 , 0.3800049
0.151 , 160.88 , 160.52 , 0.3600006
0.153 , 160.88 , 160.52 , 0.3600006
0.154 , 160.88 , 160.51 , 0.3700104
0.156 , 160.91 , 160.51 , 0.4000092
0.157 , 160.88 , 160.51 , 0.3700104
0.159 , 160.88 , 160.5 , 0.3800049
0.16 , 160.88 , 160.5 , 0.3800049
0.162 , 160.88 , 160.49 , 0.3899994
0.163 , 160.88 , 160.49 , 0.3899994
0.165 , 160.86 , 160.48 , 0.3800049
0.166 , 160.88 , 160.48 , 0.4000092
0.168 , 160.88 , 160.47 , 0.4100037
0.17 , 160.86 , 160.47 , 0.3899994
0.171 , 160.88 , 160.46 , 0.4199982
0.172 , 160.86 , 160.46 , 0.3999939
0.174 , 160.88 , 160.45 , 0.4300079
0.175 , 160.88 , 160.45 , 0.4300079
0.177 , 160.88 , 160.44 , 0.4400024
0.179 , 160.86 , 160.44 , 0.4199982
0.18 , 160.86 , 160.44 , 0.4199982
0.181 , 160.86 , 160.43 , 0.4300079
0.183 , 160.86 , 160.43 , 0.4300079
0.185 , 160.88 , 160.42 , 0.4600067
0.186 , 160.86 , 160.42 , 0.4400024
0.188 , 160.86 , 160.41 , 0.4499969
0.189 , 160.86 , 160.41 , 0.4499969
0.191 , 160.86 , 160.4 , 0.4600067
0.192 , 160.81 , 160.4 , 0.4100037
0.194 , 160.88 , 160.39 , 0.4900055
0.195 , 160.86 , 160.39 , 0.4700012
0.197 , 160.81 , 160.38 , 0.4299927
0.198 , 160.81 , 160.38 , 0.4299927
0.2 , 160.88 , 160.38 , 0.5
0.201 , 160.86 , 160.37 , 0.4900055
0.203 , 160.81 , 160.37 , 0.4400024
0.205 , 160.86 , 160.36 , 0.5
0.206 , 160.86 , 160.36 , 0.5
0.208 , 160.86 , 160.35 , 0.5099945
0.209 , 160.86 , 160.35 , 0.5099945
0.211 , 160.81 , 160.34 , 0.4700012
0.212 , 160.86 , 160.34 , 0.5200043
0.214 , 160.81 , 160.33 , 0.4799957
0.215 , 160.86 , 160.33 , 0.5299988
0.217 , 160.81 , 160.32 , 0.4899902
0.218 , 160.88 , 160.32 , 0.5599976
0.22 , 160.86 , 160.31 , 0.5500031
0.221 , 160.81 , 160.31 , 0.5
0.223 , 160.86 , 160.31 , 0.5500031
0.224 , 160.86 , 160.3 , 0.5599976
0.226 , 160.86 , 160.3 , 0.5599976
0.227 , 160.81 , 160.29 , 0.5200043
0.229 , 160.81 , 160.29 , 0.5200043
0.23 , 160.81 , 160.28 , 0.5299988
0.232 , 160.81 , 160.28 , 0.5299988
0.234 , 160.81 , 160.27 , 0.5399933
0.235 , 160.86 , 160.27 , 0.5899963
0.237 , 160.81 , 160.26 , 0.5500031
0.238 , 160.81 , 160.26 , 0.5500031
0.24 , 160.79 , 160.25 , 0.5399933
0.241 , 160.81 , 160.25 , 0.5599976
0.243 , 160.86 , 160.25 , 0.6100006
0.244 , 160.81 , 160.24 , 0.5699921
0.246 , 160.81 , 160.24 , 0.5699921
0.247 , 160.75 , 160.23 , 0.5200043
0.249 , 160.81 , 160.23 , 0.5800018
0.25 , 160.79 , 160.22 , 0.5699921
0.252 , 160.81 , 160.22 , 0.5899963
0.253 , 160.81 , 160.21 , 0.5999908
0.255 , 160.81 , 160.21 , 0.5999908
0.257 , 160.81 , 160.2 , 0.6100006
0.258 , 160.81 , 160.2 , 0.6100006
0.26 , 160.81 , 160.19 , 0.6199951
0.261 , 160.79 , 160.19 , 0.5999908
0.263 , 160.79 , 160.18 , 0.6100006
0.264 , 160.86 , 160.18 , 0.6800079
0.266 , 160.81 , 160.18 , 0.6300049
0.268 , 160.81 , 160.17 , 0.6399994
0.269 , 160.81 , 160.17 , 0.6399994
0.271 , 160.81 , 160.16 , 0.6499939
0.272 , 160.79 , 160.16 , 0.6299896
0.274 , 160.79 , 160.15 , 0.6399994
0.275 , 160.81 , 160.15 , 0.6600037
0.277 , 160.79 , 160.14 , 0.6499939
0.279 , 160.75 , 160.14 , 0.6100006
0.28 , 160.79 , 160.13 , 0.6599884
0.282 , 160.79 , 160.13 , 0.6599884
0.283 , 160.81 , 160.12 , 0.6900024
0.285 , 160.75 , 160.12 , 0.6300049
0.286 , 160.79 , 160.11 , 0.6799927
0.288 , 160.79 , 160.11 , 0.6799927
0.289 , 160.75 , 160.11 , 0.6399994
0.291 , 160.75 , 160.1 , 0.6499939
0.292 , 160.75 , 160.1 , 0.6499939
0.294 , 160.79 , 160.09 , 0.6999969
0.295 , 160.75 , 160.09 , 0.6600037
0.297 , 160.75 , 160.08 , 0.6699982
0.299 , 160.75 , 160.08 , 0.6699982
0.3 , 160.79 , 160.07 , 0.719986
0.302 , 160.79 , 160.07 , 0.719986
0.303 , 160.75 , 160.06 , 0.6900024
0.305 , 160.72 , 160.06 , 0.6600037
0.306 , 160.75 , 160.05 , 0.6999969
0.308 , 160.75 , 160.05 , 0.6999969
0.309 , 160.75 , 160.05 , 0.6999969
0.311 , 160.75 , 160.04 , 0.7100067
0.312 , 160.75 , 160.04 , 0.7100067
0.314 , 160.75 , 160.03 , 0.7200012
0.315 , 160.75 , 160.03 , 0.7200012
0.317 , 160.79 , 160.02 , 0.769989
0.318 , 160.72 , 160.02 , 0.6999969
0.32 , 160.75 , 160.01 , 0.7400055
0.321 , 160.68 , 160.01 , 0.6699982
0.323 , 160.68 , 160.0 , 0.6799927
0.325 , 160.72 , 160.0 , 0.7200012
0.326 , 160.72 , 159.99 , 0.7299957
0.328 , 160.68 , 159.99 , 0.6899872
0.329 , 160.72 , 159.98 , 0.7400055
0.331 , 160.68 , 159.98 , 0.6999969
0.332 , 160.68 , 159.98 , 0.6999969
0.334 , 160.68 , 159.97 , 0.7099915
0.336 , 160.65 , 159.96 , 0.6899872
0.337 , 160.68 , 159.96 , 0.719986
0.339 , 160.68 , 159.95 , 0.7299957
0.341 , 160.68 , 159.95 , 0.7299957
0.342 , 160.72 , 159.95 , 0.7700043
0.344 , 160.68 , 159.94 , 0.7399902
0.345 , 160.68 , 159.94 , 0.7399902
0.347 , 160.68 , 159.93 , 0.75
0.348 , 160.65 , 159.93 , 0.7200012
0.35 , 160.68 , 159.92 , 0.7599945
0.351 , 160.65 , 159.92 , 0.7299957
0.353 , 160.68 , 159.91 , 0.769989
0.355 , 160.68 , 159.91 , 0.769989
0.356 , 160.72 , 159.9 , 0.8200073
0.358 , 160.65 , 159.9 , 0.75
0.359 , 160.68 , 159.89 , 0.7899933
0.361 , 160.63 , 159.89 , 0.7400055
0.362 , 160.68 , 159.89 , 0.7899933
0.364 , 160.65 , 159.88 , 0.769989
0.366 , 160.65 , 159.87 , 0.7799988
0.367 , 160.63 , 159.87 , 0.7600098
0.369 , 160.65 , 159.86 , 0.7899933
0.37 , 160.65 , 159.86 , 0.7899933
0.372 , 160.68 , 159.85 , 0.8299866
0.374 , 160.65 , 159.85 , 0.7999878
0.375 , 160.68 , 159.85 , 0.8299866
0.377 , 160.68 , 159.84 , 0.8399963
0.378 , 160.65 , 159.84 , 0.8099976
0.38 , 160.65 , 159.83 , 0.8199921
0.382 , 160.65 , 159.82 , 0.8299866
0.383 , 160.65 , 159.82 , 0.8299866
0.385 , 160.63 , 159.82 , 0.8099976
0.386 , 160.65 , 159.81 , 0.8399963
0.388 , 160.65 , 159.81 , 0.8399963
0.39 , 160.63 , 159.8 , 0.8300018
0.391 , 160.65 , 159.8 , 0.8499908
0.393 , 160.63 , 159.79 , 0.8400116
0.394 , 160.63 , 159.79 , 0.8400116
0.396 , 160.59 , 159.78 , 0.8099976
0.397 , 160.63 , 159.78 , 0.8500061
0.399 , 160.65 , 159.77 , 0.8799896
0.4 , 160.63 , 159.77 , 0.8600006
0.402 , 160.63 , 159.76 , 0.8700104
0.403 , 160.63 , 159.76 , 0.8700104
0.405 , 160.59 , 159.76 , 0.8300018
0.406 , 160.63 , 159.75 , 0.8800049
0.408 , 160.65 , 159.75 , 0.8999939
0.41 , 160.63 , 159.74 , 0.8899994
0.411 , 160.63 , 159.74 , 0.8899994
0.413 , 160.59 , 159.73 , 0.8600006
0.414 , 160.63 , 159.73 , 0.9000092
0.416 , 160.59 , 159.72 , 0.8699951
0.417 , 160.59 , 159.72 , 0.8699951
0.419 , 160.63 , 159.71 , 0.9199982
0.42 , 160.59 , 159.71 , 0.8799896
0.422 , 160.59 , 159.7 , 0.8899994
0.424 , 160.59 , 159.7 , 0.8899994
0.425 , 160.59 , 159.69 , 0.8999939
0.427 , 160.59 , 159.69 , 0.8999939
0.429 , 160.59 , 159.68 , 0.9100037
0.43 , 160.59 , 159.68 , 0.9100037
0.432 , 160.56 , 159.67 , 0.8899994
0.433 , 160.59 , 159.67 , 0.9199982
0.435 , 160.56 , 159.66 , 0.8999939
0.437 , 160.59 , 159.66 , 0.9299927
0.438 , 160.59 , 159.66 , 0.9299927
0.44 , 160.63 , 159.65 , 0.980011
0.441 , 160.59 , 159.65 , 0.9400024
0.443 , 160.56 , 159.64 , 0.9199982
0.445 , 160.59 , 159.63 , 0.9599915
0.446 , 160.59 , 159.63 , 0.9599915
0.448 , 160.56 , 159.63 , 0.9299927
0.449 , 160.56 , 159.62 , 0.9400024
0.451 , 160.59 , 159.62 , 0.9700012
0.452 , 160.52 , 159.61 , 0.9100037
0.454 , 160.52 , 159.61 , 0.9100037
0.455 , 160.59 , 159.6 , 0.9899902
0.457 , 160.56 , 159.6 , 0.9599915
0.459 , 160.56 , 159.59 , 0.9700012
0.46 , 160.59 , 159.59 , 1.0
0.462 , 160.59 , 159.58 , 1.009995
0.463 , 160.56 , 159.58 , 0.9799957
0.465 , 160.56 , 159.57 , 0.9899902
0.466 , 160.52 , 159.57 , 0.9499969
0.468 , 160.52 , 159.56 , 0.9600067
0.47 , 160.52 , 159.56 , 0.9600067
0.471 , 160.52 , 159.56 , 0.9600067
0.473 , 160.56 , 159.55 , 1.009995
0.474 , 160.49 , 159.55 , 0.9400024
0.476 , 160.56 , 159.54 , 1.020004
0.477 , 160.56 , 159.54 , 1.020004
0.479 , 160.45 , 159.53 , 0.9199982
0.48 , 160.56 , 159.53 , 1.029999
0.482 , 160.52 , 159.52 , 1.0
0.483 , 160.49 , 159.52 , 0.9700012
0.485 , 160.49 , 159.51 , 0.980011
0.487 , 160.49 , 159.51 , 0.980011
0.488 , 160.45 , 159.5 , 0.9499969
0.49 , 160.49 , 159.5 , 0.9900055
0.491 , 160.49 , 159.49 , 1.0
0.493 , 160.49 , 159.49 , 1.0
0.494 , 160.49 , 159.49 , 1.0
0.496 , 160.52 , 159.48 , 1.040009
0.497 , 160.49 , 159.48 , 1.01001
0.499 , 160.43 , 159.47 , 0.9599915
0.5 , 160.49 , 159.47 , 1.020004
0.502 , 160.45 , 159.46 , 0.9899902
0.503 , 160.45 , 159.46 , 0.9899902
0.505 , 160.45 , 159.45 , 1.0
0.506 , 160.43 , 159.45 , 0.9799957
0.508 , 160.45 , 159.44 , 1.009995
0.509 , 160.45 , 159.44 , 1.009995
0.511 , 160.45 , 159.43 , 1.020004
0.513 , 160.45 , 159.43 , 1.020004
0.514 , 160.45 , 159.43 , 1.020004
0.516 , 160.45 , 159.42 , 1.029999
0.517 , 160.45 , 159.42 , 1.029999
0.519 , 160.43 , 159.41 , 1.019989
0.52 , 160.43 , 159.41 , 1.019989
0.522 , 160.45 , 159.4 , 1.050003
0.523 , 160.43 , 159.4 , 1.029999
0.525 , 160.43 , 159.39 , 1.039993
0.527 , 160.43 , 159.39 , 1.039993
0.528 , 160.45 , 159.38 , 1.069992
0.53 , 160.43 , 159.38 , 1.049988
0.531 , 160.43 , 159.37 , 1.059998
0.533 , 160.4 , 159.37 , 1.029999
0.535 , 160.43 , 159.36 , 1.069992
0.536 , 160.4 , 159.36 , 1.039993
0.538 , 160.4 , 159.35 , 1.049988
0.539 , 160.4 , 159.35 , 1.049988
0.541 , 160.4 , 159.34 , 1.059998
0.542 , 160.4 , 159.34 , 1.059998
0.5440001 , 160.4 , 159.33 , 1.069992
0.545 , 160.36 , 159.33 , 1.029999
0.547 , 160.36 , 159.33 , 1.029999
0.548 , 160.36 , 159.32 , 1.039993
0.55 , 160.33 , 159.32 , 1.009995
0.551 , 160.36 , 159.31 , 1.050003
0.553 , 160.36 , 159.31 , 1.050003
0.554 , 160.36 , 159.3 , 1.059998
0.556 , 160.4 , 159.3 , 1.099991
0.558 , 160.36 , 159.29 , 1.070007
0.559 , 160.36 , 159.29 , 1.070007
0.56 , 160.36 , 159.29 , 1.070007
0.562 , 160.4 , 159.28 , 1.119995
0.564 , 160.36 , 159.27 , 1.089996
0.565 , 160.36 , 159.27 , 1.089996
0.567 , 160.29 , 159.27 , 1.019989
0.568 , 160.33 , 159.26 , 1.070007
0.57 , 160.36 , 159.26 , 1.100006
0.571 , 160.36 , 159.25 , 1.110001
0.573 , 160.33 , 159.25 , 1.080002
0.574 , 160.33 , 159.24 , 1.089996
0.576 , 160.33 , 159.24 , 1.089996
0.577 , 160.33 , 159.23 , 1.100006
0.579 , 160.29 , 159.23 , 1.059998
0.58 , 160.33 , 159.23 , 1.100006
0.582 , 160.33 , 159.22 , 1.110001
0.583 , 160.29 , 159.22 , 1.069992
0.585 , 160.33 , 159.21 , 1.119995
0.586 , 160.29 , 159.21 , 1.079987
0.588 , 160.33 , 159.2 , 1.130005
0.589 , 160.29 , 159.2 , 1.089996
0.591 , 160.29 , 159.19 , 1.099991
0.593 , 160.29 , 159.19 , 1.099991
0.594 , 160.29 , 159.18 , 1.110001
0.596 , 160.27 , 159.18 , 1.090012
0.597 , 160.27 , 159.17 , 1.100006
0.599 , 160.29 , 159.17 , 1.119995
0.6 , 160.29 , 159.17 , 1.119995
0.602 , 160.29 , 159.16 , 1.12999
0.603 , 160.29 , 159.16 , 1.12999
0.605 , 160.27 , 159.15 , 1.12001
0.606 , 160.27 , 159.15 , 1.12001
0.608 , 160.27 , 159.14 , 1.130005
0.61 , 160.29 , 159.14 , 1.149994
0.611 , 160.27 , 159.13 , 1.139999
0.613 , 160.27 , 159.13 , 1.139999
0.614 , 160.27 , 159.12 , 1.150009
0.616 , 160.22 , 159.12 , 1.100006
0.617 , 160.22 , 159.11 , 1.110001
0.619 , 160.27 , 159.11 , 1.160004
0.62 , 160.22 , 159.1 , 1.119995
0.622 , 160.22 , 159.1 , 1.119995
0.623 , 160.22 , 159.1 , 1.119995
0.624 , 160.22 , 159.09 , 1.130005
0.626 , 160.22 , 159.09 , 1.130005
0.627 , 160.22 , 159.08 , 1.139999
0.629 , 160.27 , 159.08 , 1.190002
0.631 , 160.22 , 159.07 , 1.149994
0.632 , 160.22 , 159.07 , 1.149994
0.634 , 160.27 , 159.06 , 1.210007
0.635 , 160.29 , 159.06 , 1.229996
0.637 , 160.27 , 159.05 , 1.220001
0.638 , 160.29 , 159.05 , 1.23999
0.64 , 160.29 , 159.04 , 1.25
0.641 , 160.27 , 159.04 , 1.230011
0.643 , 160.27 , 159.04 , 1.230011
0.644 , 160.29 , 159.03 , 1.259995
0.646 , 160.27 , 159.03 , 1.240005
0.647 , 160.29 , 159.02 , 1.269989
0.649 , 160.27 , 159.02 , 1.25
0.65 , 160.27 , 159.01 , 1.26001
0.652 , 160.27 , 159.01 , 1.26001
0.653 , 160.22 , 159.0 , 1.220001
0.655 , 160.22 , 159.0 , 1.220001
0.656 , 160.22 , 159.0 , 1.220001
0.658 , 160.27 , 158.99 , 1.279999
0.659 , 160.27 , 158.99 , 1.279999
0.661 , 160.22 , 158.98 , 1.240005
0.662 , 160.2 , 158.98 , 1.220001
0.664 , 160.22 , 158.97 , 1.25
0.666 , 160.27 , 158.97 , 1.300003
0.667 , 160.27 , 158.96 , 1.309998
0.6690001 , 160.2 , 158.96 , 1.23999
0.67 , 160.17 , 158.95 , 1.220001
0.672 , 160.2 , 158.95 , 1.25
0.673 , 160.2 , 158.94 , 1.259995
0.675 , 160.22 , 158.94 , 1.279999
0.676 , 160.2 , 158.94 , 1.259995
0.678 , 160.2 , 158.93 , 1.270004
0.679 , 160.2 , 158.93 , 1.270004
0.681 , 160.17 , 158.92 , 1.25
0.683 , 160.17 , 158.91 , 1.259995
0.684 , 160.17 , 158.91 , 1.259995
0.686 , 160.17 , 158.91 , 1.259995
0.687 , 160.2 , 158.9 , 1.300003
0.689 , 160.13 , 158.9 , 1.230011
0.69 , 160.17 , 158.89 , 1.279999
0.692 , 160.17 , 158.89 , 1.279999
0.694 , 160.17 , 158.88 , 1.289993
0.695 , 160.13 , 158.88 , 1.25
0.697 , 160.13 , 158.87 , 1.26001
0.698 , 160.13 , 158.87 , 1.26001
0.7 , 160.17 , 158.86 , 1.309998
0.701 , 160.17 , 158.86 , 1.309998
0.703 , 160.13 , 158.85 , 1.279999
0.704 , 160.17 , 158.85 , 1.319992
0.7059999 , 160.11 , 158.84 , 1.270004
0.707 , 160.13 , 158.84 , 1.290009
0.709 , 160.11 , 158.84 , 1.270004
0.71 , 160.11 , 158.83 , 1.279999
0.712 , 160.11 , 158.83 , 1.279999
0.713 , 160.11 , 158.82 , 1.289993
0.715 , 160.06 , 158.82 , 1.23999
0.716 , 160.13 , 158.81 , 1.320007
0.718 , 160.13 , 158.81 , 1.320007
0.719 , 160.11 , 158.81 , 1.300003
0.721 , 160.11 , 158.8 , 1.309998
0.722 , 160.11 , 158.8 , 1.309998
0.724 , 160.06 , 158.79 , 1.270004
0.725 , 160.06 , 158.79 , 1.270004
0.727 , 160.13 , 158.78 , 1.350006
0.728 , 160.06 , 158.78 , 1.279999
0.73 , 160.04 , 158.77 , 1.269989
0.732 , 160.04 , 158.77 , 1.269989
0.733 , 160.06 , 158.76 , 1.300003
0.735 , 160.06 , 158.76 , 1.300003
0.736 , 160.04 , 158.75 , 1.289993
0.738 , 160.04 , 158.75 , 1.289993
0.739 , 160.06 , 158.74 , 1.319992
0.741 , 159.99 , 158.74 , 1.25
0.75 , 159.97 , 158.71 , 1.259995
0.752 , 159.97 , 158.71 , 1.259995
0.753 , 159.97 , 158.7 , 1.270004
0.755 , 159.97 , 158.7 , 1.270004
0.757 , 159.99 , 158.69 , 1.300003
0.758 , 159.99 , 158.69 , 1.300003
0.759 , 159.97 , 158.68 , 1.290009
0.761 , 159.97 , 158.68 , 1.290009
0.763 , 159.97 , 158.67 , 1.300003
0.764 , 159.97 , 158.67 , 1.300003
0.766 , 159.97 , 158.66 , 1.309998
0.767 , 159.97 , 158.66 , 1.309998
0.769 , 159.97 , 158.65 , 1.320007
0.77 , 159.95 , 158.65 , 1.300003
0.772 , 159.95 , 158.65 , 1.300003
0.773 , 159.97 , 158.64 , 1.330002
0.775 , 159.97 , 158.64 , 1.330002
0.776 , 159.97 , 158.63 , 1.339996
0.778 , 159.9 , 158.63 , 1.269989
0.78 , 159.95 , 158.62 , 1.330002
0.781 , 159.95 , 158.62 , 1.330002
0.783 , 159.9 , 158.61 , 1.289993
0.784 , 159.88 , 158.61 , 1.270004
0.786 , 159.95 , 158.6 , 1.349991
0.787 , 159.9 , 158.6 , 1.299988
0.789 , 159.9 , 158.59 , 1.309998
0.791 , 159.88 , 158.59 , 1.290009
0.792 , 159.88 , 158.58 , 1.300003
0.7940001 , 159.9 , 158.58 , 1.319992
0.795 , 159.88 , 158.58 , 1.300003
0.797 , 159.88 , 158.57 , 1.309998
0.798 , 159.88 , 158.57 , 1.309998
0.8 , 159.88 , 158.56 , 1.320007
0.801 , 159.83 , 158.56 , 1.270004
0.803 , 159.88 , 158.55 , 1.330002
0.804 , 159.83 , 158.55 , 1.279999
0.8059999 , 159.81 , 158.54 , 1.270004
0.808 , 159.83 , 158.54 , 1.290009
0.809 , 159.83 , 158.53 , 1.300003
0.811 , 159.81 , 158.53 , 1.279999
0.812 , 159.83 , 158.52 , 1.309998
0.814 , 159.83 , 158.52 , 1.309998
0.815 , 159.83 , 158.52 , 1.309998
0.817 , 159.81 , 158.51 , 1.300003
0.818 , 159.81 , 158.51 , 1.300003
0.82 , 159.81 , 158.5 , 1.309998
0.822 , 159.81 , 158.49 , 1.319992
0.823 , 159.76 , 158.49 , 1.269989
0.825 , 159.76 , 158.48 , 1.279999
0.826 , 159.76 , 158.48 , 1.279999
0.828 , 159.76 , 158.48 , 1.279999
0.83 , 159.74 , 158.47 , 1.270004
0.8309999 , 159.74 , 158.47 , 1.270004
0.832 , 159.74 , 158.46 , 1.279999
0.834 , 159.69 , 158.46 , 1.229996
0.8360001 , 159.74 , 158.45 , 1.290009
0.837 , 159.74 , 158.45 , 1.290009
0.8389999 , 159.76 , 158.44 , 1.319992
0.84 , 159.69 , 158.44 , 1.25
0.842 , 159.67 , 158.43 , 1.240005
0.843 , 159.67 , 158.43 , 1.240005
0.8450001 , 159.6 , 158.42 , 1.180008
0.846 , 159.67 , 158.42 , 1.25
0.848 , 159.67 , 158.42 , 1.25
0.849 , 159.65 , 158.41 , 1.23999
0.851 , 159.65 , 158.41 , 1.23999
0.853 , 159.65 , 158.4 , 1.25
0.854 , 159.65 , 158.4 , 1.25
0.856 , 159.67 , 158.39 , 1.279999
0.857 , 159.6 , 158.39 , 1.210007
0.859 , 159.6 , 158.38 , 1.220001
0.86 , 159.6 , 158.38 , 1.220001
0.862 , 159.6 , 158.37 , 1.230011
0.863 , 159.58 , 158.37 , 1.210007
0.865 , 159.6 , 158.36 , 1.240005
0.866 , 159.58 , 158.36 , 1.220001
0.8679999 , 159.58 , 158.35 , 1.229996
0.8690001 , 159.58 , 158.35 , 1.229996
0.871 , 159.58 , 158.35 , 1.229996
0.8719999 , 159.53 , 158.34 , 1.190002
0.874 , 159.58 , 158.34 , 1.240005
0.876 , 159.53 , 158.33 , 1.199997
0.877 , 159.51 , 158.33 , 1.179993
0.879 , 159.58 , 158.32 , 1.259995
0.88 , 159.53 , 158.32 , 1.209991
0.8820001 , 159.51 , 158.31 , 1.199997
0.883 , 159.53 , 158.31 , 1.220001
0.885 , 159.51 , 158.3 , 1.209991
0.887 , 159.51 , 158.3 , 1.209991
0.888 , 159.46 , 158.29 , 1.170013
0.89 , 159.51 , 158.29 , 1.220001
0.891 , 159.51 , 158.29 , 1.220001
0.893 , 159.44 , 158.28 , 1.160004
0.894 , 159.46 , 158.28 , 1.180008
0.896 , 159.44 , 158.27 , 1.169998
0.897 , 159.44 , 158.27 , 1.169998
0.899 , 159.44 , 158.26 , 1.180008
0.901 , 159.44 , 158.25 , 1.190002
0.902 , 159.42 , 158.25 , 1.169998
0.904 , 159.42 , 158.25 , 1.169998
0.9049999 , 159.37 , 158.24 , 1.12999
0.907 , 159.42 , 158.24 , 1.179993
0.908 , 159.42 , 158.23 , 1.190002
0.91 , 159.37 , 158.23 , 1.139999
0.9110001 , 159.37 , 158.22 , 1.149994
0.913 , 159.42 , 158.22 , 1.199997
0.9150001 , 159.42 , 158.21 , 1.209991
0.916 , 159.37 , 158.21 , 1.159988
0.918 , 159.37 , 158.2 , 1.169998
0.9190001 , 159.37 , 158.2 , 1.169998
0.921 , 159.35 , 158.19 , 1.160004
0.922 , 159.35 , 158.19 , 1.160004
0.924 , 159.3 , 158.19 , 1.110001
0.925 , 159.3 , 158.18 , 1.12001
0.927 , 159.3 , 158.18 , 1.12001
0.928 , 159.28 , 158.17 , 1.110001
0.93 , 159.3 , 158.17 , 1.130005
