t,pwm
0.42 , 30592.1
0.422 , 30552.21
0.423 , 30421.89
0.425 , 30501.88
0.426 , 30371.46
0.428 , 30361.06
0.429 , 30441.0
0.43 , 30521.2
0.432 , 30391.02
0.433 , 30380.82
0.435 , 30430.79
0.436 , 30480.95
0.438 , 30471.15
0.439 , 30371.1
0.44 , 30361.0
0.442 , 30320.82
0.443 , 30310.62
0.445 , 30330.46
0.446 , 30320.36
0.447 , 30250.09
0.449 , 30209.71
0.45 , 30259.47
0.452 , 30219.19
0.453 , 30208.89
0.455 , 30108.29
0.456 , 30097.69
0.457 , 30087.09
0.459 , 30317.3
0.46 , 30036.61
0.462 , 30055.99
0.463 , 29985.22
0.465 , 30215.18
0.466 , 30205.18
0.467 , 29984.46
0.469 , 29943.68
0.47 , 30143.6
0.472 , 29832.48
0.473 , 29821.38
0.475 , 29840.37
0.476 , 29829.37
0.477 , 29818.37
0.479 , 29988.0
0.48 , 29977.6
0.482 , 29937.07
0.483 , 29926.57
0.485 , 29885.99
0.486 , 29875.39
0.488 , 29834.71
0.489 , 29884.22
0.491 , 29813.51
0.492 , 29832.89
0.493 , 29822.29
0.495 , 29932.07
0.496 , 29921.87
0.498 , 29881.59
0.499 , 29720.82
0.501 , 29679.89
0.502 , 29819.46
0.503 , 29658.59
0.505 , 29768.07
0.506 , 29757.57
0.508 , 29716.95
0.509 , 29706.35
0.511 , 29515.2
0.512 , 29654.46
0.514 , 29493.3
0.515 , 29602.48
0.516 , 29591.68
0.518 , 29400.29
0.519 , 29539.35
0.521 , 29347.9
0.522 , 29486.86
0.524 , 29475.86
0.525 , 29434.78
0.526 , 29423.68
0.528 , 29382.45
0.529 , 29371.25
0.531 , 29329.97
0.532 , 29378.88
0.534 , 29307.57
0.535 , 29326.4
0.536 , 29315.2
0.538 , 29273.87
0.539 , 29202.36
0.541 , 29160.77
0.542 , 29209.38
0.5440001 , 29167.9
0.545 , 29096.19
0.546 , 29084.49
0.548 , 29102.87
0.549 , 29031.06
0.551 , 29049.39
0.552 , 29037.69
0.554 , 28995.86
0.555 , 28984.06
0.557 , 28972.26
0.558 , 29080.88
0.559 , 29069.48
0.561 , 29028.0
0.562 , 29016.5
0.564 , 28974.87
0.565 , 28812.76
0.567 , 28800.66
0.568 , 28758.48
0.57 , 28896.79
0.571 , 28855.0
0.572 , 28692.69
0.574 , 28800.77
0.575 , 28788.87
0.577 , 28776.97
0.578 , 28734.99
0.58 , 28572.48
0.5809999 , 28529.89
0.583 , 28667.8
0.584 , 28625.58
0.585 , 28613.38
0.587 , 28571.09
0.588 , 28619.01
0.59 , 28546.69
0.591 , 28504.26
0.593 , 28491.86
0.594 , 28449.38
0.596 , 28436.88
0.597 , 28454.51
0.599 , 28592.57
0.6 , 28430.21
0.601 , 28387.68
0.603 , 28375.18
0.604 , 28272.38
0.606 , 28259.58
0.607 , 28216.7
0.609 , 28264.01
0.61 , 28191.1
0.611 , 28148.07
0.613 , 28195.28
0.614 , 28092.19
0.616 , 28139.3
0.617 , 28096.32
0.619 , 28083.32
0.62 , 28040.19
0.621 , 28027.09
0.623 , 28013.99
0.624 , 27970.8
0.626 , 27897.39
0.627 , 28064.59
0.629 , 28051.79
0.63 , 27858.39
0.631 , 27844.99
0.633 , 27831.59
0.634 , 27788.11
0.636 , 27925.07
0.637 , 27731.48
0.639 , 27868.34
0.64 , 27825.16
0.642 , 27811.96
0.643 , 27648.29
0.644 , 27754.97
0.646 , 27741.67
0.647 , 27698.24
0.649 , 27684.84
0.65 , 27641.36
0.652 , 27627.86
0.661 , 27584.28
0.662 , 27630.89
0.664 , 27587.4
0.665 , 27513.69
0.667 , 27409.65
0.668 , 27455.86
0.67 , 27411.98
0.671 , 27337.87
0.672 , 27444.19
0.674 , 27340.15
0.675 , 27386.36
0.677 , 27342.48
0.678 , 27328.58
0.68 , 27224.38
0.681 , 27270.39
0.683 , 27226.27
0.684 , 27362.67
0.685 , 27198.56
0.687 , 27154.38
0.688 , 27140.18
0.69 , 27035.69
0.691 , 27081.4
0.693 , 27036.97
0.694 , 26962.36
0.695 , 26947.76
0.697 , 26903.07
0.698 , 26828.16
0.7 , 27054.11
0.701 , 26829.29
0.703 , 26784.36
0.704 , 26829.67
0.705 , 26754.76
0.707 , 26709.78
0.708 , 26754.99
0.71 , 26649.89
0.711 , 26845.52
0.713 , 26590.26
0.714 , 26635.28
0.716 , 26529.98
0.717 , 26725.4
0.718 , 26560.29
0.72 , 26454.85
0.721 , 26650.17
0.723 , 26605.39
0.724 , 26440.08
0.725 , 26575.29
0.727 , 26530.41
0.728 , 26515.51
0.73 , 26470.48
