0.001 , -0.06866455
0.003 , -0.02288818
0.005 , 0.02288818
0.007 , -0.02288818
0.009 , -0.06866455
0.011 , -0.02288818
0.013 , 0.0
0.015 , -0.02288818
0.016 , -0.04577637
0.018 , 0.0
0.02 , -0.06866455
0.022 , 0.0
0.024 , -0.06866455
0.026 , 0.0
0.028 , -0.04577637
0.03 , -0.04577637
0.032 , 0.0
0.033 , -0.04577637
0.035 , -0.04577637
0.037 , -0.04577637
0.039 , -0.06866455
0.041 , -0.06866455
0.043 , 0.0
0.045 , -0.02288818
0.046 , -0.04577637
0.048 , 0.02288818
0.05 , -0.04577637
0.052 , -0.06866455
0.054 , 0.0
0.056 , 0.0
0.058 , -0.06866455
0.06 , -0.1144409
0.062 , -0.06866455
0.06400001 , -0.02288818
0.065 , -0.02288818
0.067 , -0.04577637
0.069 , -0.06866455
0.071 , 0.0
0.073 , -0.04577637
0.075 , -0.02288818
0.077 , -0.02288818
0.079 , -0.04577637
0.081 , -0.1373291
0.08200001 , -0.1144409
0.084 , -0.02288818
0.086 , -0.06866455
0.088 , -0.06866455
0.09 , -0.06866455
0.092 , -0.1144409
0.094 , -0.09155273
0.096 , -0.1373291
0.09799999 , -0.1144409
0.099 , -0.1373291
0.101 , -0.09155273
0.103 , -0.1602173
0.105 , -0.1373444
0.107 , -0.1373444
0.109 , -0.1602325
0.111 , -0.1373444
0.113 , -0.1373444
0.114 , -0.1373444
0.116 , -0.1602325
0.118 , -0.1373444
0.12 , -0.1602325
0.122 , -0.2517853
0.124 , -0.2060089
0.126 , -0.1602325
0.128 , -0.2060089
0.129 , -0.1602325
0.131 , -0.1373444
0.133 , -0.1602325
0.135 , -0.1602325
0.137 , -0.1831207
0.139 , -0.1831207
0.141 , -0.1602325
0.143 , -0.1373444
0.144 , -0.2060089
0.146 , -0.2060089
0.148 , -0.2288971
0.15 , -0.2060089
0.152 , -0.2517853
0.154 , -0.2288971
0.163 , -0.2288971
0.165 , -0.2746735
0.167 , -0.2517853
0.169 , -0.2746735
0.17 , -0.2975616
0.172 , -0.2746735
0.174 , -0.2746735
0.176 , -0.2288971
0.178 , -0.2288971
0.18 , -0.2746735
0.182 , -0.2746735
0.184 , -0.2746735
0.186 , -0.2060089
0.187 , -0.2060089
0.189 , -0.2060089
0.191 , -0.2288971
