t,Cuff Pressure,Baseline Pressure,Difference Pressure, Oscillometric Waveform
9.867 , 130.33 , 143.81 , 13.09 , 46.41999
9.869 , 130.37 , 143.85 , 13.07 , 46.45
9.872 , 130.37 , 143.81 , 13.06 , 46.47
9.875 , 130.4 , 143.79 , 13.07 , 46.46
9.877 , 130.37 , 143.79 , 13.06 , 46.48001
9.88 , 130.33 , 143.76 , 13.07 , 46.48
9.883 , 130.33 , 143.79 , 13.08 , 46.48
9.885 , 130.33 , 143.72 , 13.09 , 46.47
9.888 , 130.37 , 143.79 , 13.08 , 46.49001
9.891 , 130.37 , 143.76 , 13.1 , 46.48
9.893 , 130.3 , 143.79 , 13.09 , 46.5
9.896 , 130.33 , 143.79 , 13.09 , 46.51001
9.899 , 130.3 , 143.85 , 13.08 , 46.53
9.909 , 130.37 , 143.79 , 13.09 , 46.55
9.912 , 130.37 , 143.79 , 13.08 , 46.56999
9.914 , 130.4 , 143.76 , 12.92 , 46.73
9.917 , 130.53 , 143.81 , 12.72 , 46.94
9.92 , 130.85 , 143.79 , 12.38 , 47.29
9.922 , 131.11 , 143.79 , 12.33 , 47.35001
9.925 , 131.04 , 143.81 , 12.45 , 47.23001
9.928 , 130.88 , 143.76 , 12.55 , 47.14
9.93 , 130.76 , 143.81 , 12.74 , 46.96
9.933 , 130.65 , 143.79 , 12.82 , 46.89001
9.936 , 130.62 , 143.79 , 12.67 , 47.05
9.938 , 130.81 , 143.81 , 12.5 , 47.22
9.941 , 131.01 , 143.81 , 12.47 , 47.25999
9.943 , 130.99 , 143.76 , 12.63 , 47.11
9.946 , 130.62 , 143.76 , 13.02 , 46.73
9.949 , 130.3 , 143.79 , 13.2 , 46.55999
9.951 , 130.14 , 143.76 , 13.24 , 46.52
9.954 , 130.24 , 143.81 , 13.13 , 46.64
9.957 , 130.37 , 143.81 , 12.92 , 46.86
9.959 , 130.6 , 143.79 , 12.74 , 47.05001
9.962 , 130.69 , 143.79 , 12.75 , 47.05
9.965 , 130.62 , 143.76 , 12.82 , 46.98
9.967 , 130.56 , 143.76 , 12.92 , 46.89
9.97 , 130.46 , 143.76 , 13.02 , 46.80001
9.973 , 130.4 , 143.81 , 13.05 , 46.78
9.975 , 130.37 , 143.81 , 13.01 , 46.82
9.978 , 130.4 , 143.79 , 12.98 , 46.86
9.981 , 130.49 , 143.76 , 12.97 , 46.88
9.983 , 130.46 , 143.79 , 12.99 , 46.87
9.986 , 130.42 , 143.79 , 13.02 , 46.84999
9.989 , 130.37 , 143.85 , 13.05 , 46.83001
9.991 , 130.33 , 143.76 , 13.06 , 46.82
9.994 , 130.37 , 143.79 , 13.06 , 46.83
9.997 , 130.37 , 143.85 , 13.04 , 46.85999
9.999 , 130.37 , 143.79 , 13.06 , 46.85
10.002 , 130.37 , 143.79 , 13.06 , 46.86
10.005 , 130.33 , 143.72 , 13.1 , 46.83001
10.007 , 130.3 , 143.81 , 13.11 , 46.82001
10.01 , 130.3 , 143.79 , 13.13 , 46.81
10.012 , 130.3 , 143.79 , 13.14 , 46.81
10.015 , 130.3 , 143.81 , 13.13 , 46.83001
10.017 , 130.26 , 143.81 , 13.16 , 46.80001
10.02 , 130.3 , 143.81 , 13.13 , 46.84
10.022 , 130.3 , 143.81 , 13.19 , 46.79
10.025 , 130.24 , 143.81 , 13.2 , 46.79
10.028 , 130.21 , 143.79 , 13.21 , 46.78001
10.03 , 130.24 , 143.76 , 13.2 , 46.8
10.033 , 130.17 , 143.81 , 13.25 , 46.75999
10.036 , 130.21 , 143.79 , 13.19 , 46.83001
10.038 , 130.21 , 143.76 , 13.25 , 46.77
10.041 , 130.17 , 143.81 , 13.24 , 46.79
10.044 , 130.14 , 143.76 , 13.27 , 46.77001
10.046 , 130.17 , 143.79 , 13.28 , 46.77
10.049 , 130.17 , 143.76 , 13.32 , 46.74
10.052 , 130.14 , 143.79 , 13.31 , 46.76001
10.054 , 130.14 , 143.79 , 13.32 , 46.75001
10.057 , 130.1 , 143.79 , 13.33 , 46.75
10.059 , 130.14 , 143.76 , 13.33 , 46.75999
10.062 , 130.08 , 143.79 , 13.36 , 46.74001
10.065 , 130.05 , 143.72 , 13.37 , 46.74
10.067 , 130.05 , 143.76 , 13.39 , 46.72
10.07 , 130.01 , 143.76 , 13.38 , 46.73999
10.073 , 130.05 , 143.79 , 13.39 , 46.74001
10.075 , 130.08 , 143.79 , 13.4 , 46.74
10.078 , 130.01 , 143.81 , 13.42 , 46.72
10.081 , 129.98 , 143.76 , 13.43 , 46.71999
10.083 , 129.98 , 143.76 , 13.46 , 46.7
10.086 , 129.94 , 143.76 , 13.46 , 46.71
10.089 , 129.94 , 143.76 , 13.46 , 46.72001
10.091 , 129.98 , 143.79 , 13.47 , 46.71001
10.094 , 129.98 , 143.79 , 13.5 , 46.69
10.096 , 129.94 , 143.81 , 13.5 , 46.7
10.099 , 129.92 , 143.79 , 13.53 , 46.68001
10.102 , 129.92 , 143.79 , 13.54 , 46.68
10.105 , 129.87 , 143.79 , 13.55 , 46.68
10.107 , 129.85 , 143.81 , 13.55 , 46.68
10.11 , 129.87 , 143.79 , 13.56 , 46.68
10.113 , 129.87 , 143.79 , 13.57 , 46.68
10.115 , 129.85 , 143.76 , 13.58 , 46.67999
10.118 , 129.85 , 143.79 , 13.61 , 46.64999
10.121 , 129.82 , 143.81 , 13.61 , 46.66
10.123 , 129.78 , 143.79 , 13.69 , 46.59
10.126 , 129.76 , 143.79 , 13.7 , 46.59001
10.129 , 129.71 , 143.76 , 13.69 , 46.61
10.131 , 129.78 , 143.81 , 13.58 , 46.72
10.134 , 129.87 , 143.81 , 13.59 , 46.72
10.137 , 129.87 , 143.79 , 13.64 , 46.68001
10.139 , 129.76 , 143.81 , 13.71 , 46.62
10.142 , 129.76 , 143.81 , 13.79 , 46.55
10.144 , 129.62 , 143.79 , 13.85 , 46.49
10.147 , 129.55 , 143.72 , 13.83 , 46.52
10.15 , 129.66 , 143.79 , 13.77 , 46.59
10.153 , 129.71 , 143.79 , 13.79 , 46.57999
10.155 , 129.69 , 143.79 , 13.76 , 46.62
10.158 , 129.66 , 143.79 , 13.8 , 46.58001
10.16 , 129.62 , 143.79 , 13.84 , 46.55
10.163 , 129.62 , 143.76 , 13.85 , 46.55
10.166 , 129.59 , 143.79 , 13.86 , 46.55
10.168 , 129.59 , 143.76 , 13.91 , 46.5
10.171 , 129.55 , 143.79 , 13.92 , 46.5
10.174 , 129.55 , 143.81 , 13.9 , 46.53001
10.176 , 129.53 , 143.79 , 13.93 , 46.51
10.179 , 129.55 , 143.79 , 13.94 , 46.51
10.182 , 129.5 , 143.79 , 13.94 , 46.52001
10.184 , 129.53 , 143.79 , 13.98 , 46.48001
10.187 , 129.46 , 143.76 , 13.98 , 46.49
10.19 , 129.46 , 143.79 , 13.99 , 46.49
10.192 , 129.53 , 143.72 , 13.99 , 46.50001
10.195 , 129.43 , 143.81 , 14.04 , 46.46
10.198 , 129.46 , 143.79 , 14.0 , 46.5
10.2 , 129.43 , 143.76 , 14.06 , 46.44999
10.203 , 129.39 , 143.76 , 14.05 , 46.47001
10.206 , 129.39 , 143.76 , 14.05 , 46.48
10.208 , 129.39 , 143.76 , 14.06 , 46.47
10.211 , 129.32 , 143.76 , 14.09 , 46.45001
10.214 , 129.32 , 143.79 , 14.11 , 46.44
10.216 , 129.37 , 143.79 , 14.14 , 46.42
10.219 , 129.3 , 143.79 , 14.14 , 46.43001
10.222 , 129.32 , 143.79 , 14.18 , 46.4
10.224 , 129.3 , 143.76 , 14.17 , 46.41
10.227 , 129.27 , 143.76 , 14.2 , 46.39
10.229 , 129.3 , 143.79 , 14.16 , 46.44001
10.232 , 129.3 , 143.79 , 14.21 , 46.4
10.235 , 129.27 , 143.79 , 14.21 , 46.41
10.237 , 129.27 , 143.81 , 14.22 , 46.39999
10.24 , 129.27 , 143.79 , 14.23 , 46.40001
10.242 , 129.27 , 143.76 , 14.24 , 46.4
10.245 , 129.21 , 143.79 , 14.27 , 46.37999
10.248 , 129.27 , 143.79 , 14.24 , 46.41
10.25 , 129.27 , 143.76 , 14.27 , 46.39
10.253 , 129.21 , 143.81 , 14.28 , 46.39
10.256 , 129.21 , 143.79 , 14.28 , 46.40001
10.258 , 129.21 , 143.76 , 14.33 , 46.35001
10.261 , 129.14 , 143.79 , 14.36 , 46.33
10.264 , 129.07 , 143.81 , 14.33 , 46.37
10.266 , 129.11 , 143.76 , 14.35 , 46.36001
10.269 , 129.11 , 143.79 , 14.32 , 46.4
10.271 , 129.14 , 143.76 , 14.33 , 46.39
10.274 , 129.14 , 143.81 , 14.37 , 46.36
10.277 , 129.07 , 143.81 , 14.37 , 46.37001
10.28 , 129.11 , 143.79 , 14.41 , 46.34
10.282 , 129.07 , 143.76 , 14.45 , 46.30999
10.285 , 129.05 , 143.79 , 14.42 , 46.35001
10.288 , 129.0 , 143.81 , 14.42 , 46.35001
10.29 , 129.0 , 143.79 , 14.42 , 46.36
10.293 , 129.0 , 143.81 , 14.4 , 46.39001
10.295 , 129.05 , 143.79 , 14.43 , 46.37
10.298 , 129.0 , 143.81 , 14.46 , 46.34
10.301 , 129.0 , 143.79 , 14.46 , 46.35
10.303 , 128.98 , 143.76 , 14.51 , 46.31001
10.306 , 128.91 , 143.76 , 14.52 , 46.31
10.308 , 128.91 , 143.79 , 14.48 , 46.35
10.319 , 128.98 , 143.79 , 14.53 , 46.34
10.321 , 128.91 , 143.81 , 14.58 , 46.28999
10.324 , 128.86 , 143.79 , 14.59 , 46.29
10.327 , 128.82 , 143.76 , 14.6 , 46.29
10.329 , 128.86 , 143.76 , 14.57 , 46.32999
10.332 , 128.91 , 143.81 , 14.56 , 46.35
10.334 , 128.82 , 143.79 , 14.59 , 46.32
10.337 , 128.82 , 143.79 , 14.56 , 46.36
10.34 , 128.86 , 143.79 , 14.58 , 46.35001
10.342 , 128.79 , 143.76 , 14.66 , 46.28
10.345 , 128.73 , 143.76 , 14.6 , 46.35
10.348 , 128.73 , 143.79 , 14.63 , 46.32
10.351 , 128.73 , 143.76 , 14.63 , 46.33001
10.353 , 128.79 , 143.79 , 14.61 , 46.36
10.356 , 128.79 , 143.79 , 14.63 , 46.34999
10.359 , 128.75 , 143.79 , 14.68 , 46.31001
10.361 , 128.75 , 143.76 , 14.68 , 46.31001
10.364 , 128.73 , 143.79 , 14.72 , 46.28
10.366 , 128.7 , 143.81 , 14.72 , 46.28999
10.369 , 128.66 , 143.81 , 14.67 , 46.35001
10.372 , 128.73 , 143.79 , 14.68 , 46.35
10.374 , 128.73 , 143.81 , 14.67 , 46.36
10.377 , 128.75 , 143.81 , 14.7 , 46.34001
10.38 , 128.63 , 143.81 , 14.78 , 46.27
10.382 , 128.63 , 143.79 , 14.74 , 46.32
10.385 , 128.66 , 143.76 , 14.77 , 46.30001
10.388 , 128.63 , 143.81 , 14.78 , 46.29001
10.39 , 128.66 , 143.79 , 14.72 , 46.36
10.393 , 128.7 , 143.81 , 14.76 , 46.32999
10.395 , 128.63 , 143.79 , 14.79 , 46.31001
10.398 , 128.59 , 143.81 , 14.75 , 46.35001
10.401 , 128.59 , 143.79 , 14.81 , 46.3
10.403 , 128.59 , 143.81 , 14.8 , 46.32
10.406 , 128.59 , 143.79 , 14.79 , 46.34
10.409 , 128.63 , 143.79 , 14.82 , 46.32
10.412 , 128.56 , 143.81 , 14.83 , 46.31999
10.414 , 128.59 , 143.79 , 14.82 , 46.32999
10.417 , 128.56 , 143.81 , 14.86 , 46.3
10.42 , 128.59 , 143.81 , 14.82 , 46.35
10.422 , 128.54 , 143.79 , 14.85 , 46.33001
10.425 , 128.54 , 143.81 , 14.86 , 46.33
10.428 , 128.56 , 143.81 , 14.85 , 46.34
10.43 , 128.54 , 143.79 , 14.87 , 46.33
10.433 , 128.54 , 143.81 , 14.85 , 46.36001
10.436 , 128.54 , 143.85 , 14.86 , 46.36
10.438 , 128.54 , 143.81 , 14.89 , 46.33
10.441 , 128.47 , 143.81 , 14.91 , 46.32
10.444 , 128.47 , 143.81 , 14.9 , 46.34
10.446 , 128.47 , 143.81 , 14.94 , 46.31
10.449 , 128.5 , 143.79 , 14.92 , 46.34
10.451 , 128.5 , 143.79 , 14.92 , 46.34
10.454 , 128.5 , 143.85 , 14.94 , 46.33001
10.457 , 128.47 , 143.79 , 14.93 , 46.35
10.459 , 128.43 , 143.81 , 14.94 , 46.35001
10.462 , 128.47 , 143.79 , 14.95 , 46.35
10.465 , 128.47 , 143.79 , 14.95 , 46.36
10.467 , 128.47 , 143.85 , 14.97 , 46.34
10.47 , 128.4 , 143.81 , 14.98 , 46.34001
10.473 , 128.47 , 143.79 , 14.97 , 46.36
10.476 , 128.4 , 143.81 , 15.01 , 46.32999
10.478 , 128.4 , 143.79 , 14.98 , 46.36
10.481 , 128.47 , 143.85 , 14.99 , 46.36001
10.484 , 128.4 , 143.79 , 15.04 , 46.32
10.486 , 128.4 , 143.81 , 15.0 , 46.37
10.489 , 128.43 , 143.76 , 15.01 , 46.37
10.492 , 128.47 , 143.81 , 15.03 , 46.36
10.494 , 128.43 , 143.79 , 15.02 , 46.37
10.497 , 128.36 , 143.85 , 15.04 , 46.35999
10.499 , 128.36 , 143.81 , 15.07 , 46.34
10.502 , 128.4 , 143.81 , 15.06 , 46.36
10.505 , 128.36 , 143.81 , 15.07 , 46.36001
10.507 , 128.34 , 143.81 , 15.08 , 46.35001
10.51 , 128.36 , 143.79 , 15.05 , 46.39
10.513 , 128.4 , 143.81 , 15.08 , 46.37
10.515 , 128.34 , 143.81 , 15.09 , 46.37001
10.518 , 128.36 , 143.85 , 15.06 , 46.41
10.521 , 128.34 , 143.81 , 15.13 , 46.34
10.523 , 128.31 , 143.81 , 15.11 , 46.37
10.526 , 128.34 , 143.81 , 15.11 , 46.38
10.529 , 128.31 , 143.76 , 15.13 , 46.37
10.531 , 128.31 , 143.79 , 15.12 , 46.38
10.534 , 128.31 , 143.79 , 15.13 , 46.37999
10.537 , 128.27 , 143.81 , 15.15 , 46.37
10.539 , 128.31 , 143.76 , 15.12 , 46.41
10.542 , 128.27 , 143.76 , 15.15 , 46.39001
10.545 , 128.34 , 143.76 , 15.17 , 46.38
10.547 , 128.27 , 143.76 , 15.18 , 46.37
10.55 , 128.27 , 143.79 , 15.16 , 46.4
10.553 , 128.24 , 143.79 , 15.18 , 46.39001
10.555 , 128.31 , 143.79 , 15.17 , 46.41
10.558 , 128.27 , 143.76 , 15.18 , 46.41
10.56 , 128.24 , 143.76 , 15.2 , 46.39
10.563 , 128.24 , 143.79 , 15.21 , 46.39001
10.566 , 128.24 , 143.76 , 15.23 , 46.38
10.568 , 128.2 , 143.72 , 15.22 , 46.39999
10.571 , 128.24 , 143.79 , 15.21 , 46.41
10.574 , 128.24 , 143.79 , 15.25 , 46.38
10.576 , 128.2 , 143.79 , 15.23 , 46.41
10.579 , 128.18 , 143.76 , 15.23 , 46.41999
10.582 , 128.15 , 143.76 , 15.24 , 46.42001
10.584 , 128.15 , 143.76 , 15.25 , 46.41
10.587 , 128.18 , 143.76 , 15.24 , 46.43
10.59 , 128.18 , 143.76 , 15.28 , 46.40001
10.592 , 128.15 , 143.79 , 15.27 , 46.42
10.595 , 128.18 , 143.79 , 15.33 , 46.37
10.598 , 128.08 , 143.79 , 15.34 , 46.37001
10.6 , 128.15 , 143.79 , 15.28 , 46.43001
10.603 , 128.15 , 143.81 , 15.27 , 46.45
10.606 , 128.11 , 143.76 , 15.25 , 46.48
10.608 , 128.18 , 143.76 , 15.24 , 46.50001
10.611 , 128.2 , 143.79 , 15.27 , 46.47001
10.614 , 128.2 , 143.79 , 15.29 , 46.46
10.616 , 128.08 , 143.79 , 15.33 , 46.42999
10.619 , 128.11 , 143.79 , 15.33 , 46.44
10.622 , 128.08 , 143.76 , 15.34 , 46.44
10.624 , 128.11 , 143.76 , 15.32 , 46.46
10.627 , 128.11 , 143.79 , 15.33 , 46.46001
10.63 , 128.11 , 143.79 , 15.31 , 46.49
10.632 , 128.11 , 143.79 , 15.32 , 46.49
10.635 , 128.08 , 143.79 , 15.33 , 46.49001
10.637 , 128.11 , 143.79 , 15.34 , 46.48001
10.64 , 128.11 , 143.79 , 15.34 , 46.49
10.643 , 128.04 , 143.79 , 15.36 , 46.48
10.645 , 128.08 , 143.79 , 15.34 , 46.51001
10.648 , 128.08 , 143.81 , 15.36 , 46.5
10.651 , 128.08 , 143.79 , 15.35 , 46.51
10.653 , 128.11 , 143.81 , 15.33 , 46.53999
10.656 , 128.11 , 143.81 , 15.34 , 46.54
10.658 , 128.11 , 143.81 , 15.36 , 46.53
10.661 , 128.11 , 143.81 , 15.36 , 46.53
10.664 , 128.15 , 143.76 , 15.22 , 46.67999
10.667 , 128.27 , 143.76 , 15.06 , 46.85
10.669 , 128.5 , 143.79 , 14.8 , 47.12
10.672 , 128.82 , 143.81 , 14.58 , 47.35001
10.674 , 128.86 , 143.85 , 14.67 , 47.26001
10.677 , 128.73 , 143.81 , 14.77 , 47.17
10.68 , 128.56 , 143.79 , 14.91 , 47.04
10.682 , 128.47 , 143.81 , 15.05 , 46.91001
10.685 , 128.4 , 143.79 , 14.98 , 46.99
10.688 , 128.47 , 143.79 , 14.83 , 47.15
10.69 , 128.7 , 143.76 , 14.72 , 47.26
10.693 , 128.79 , 143.85 , 14.71 , 47.28
10.696 , 128.7 , 143.81 , 14.77 , 47.23
10.698 , 128.56 , 143.85 , 14.93 , 47.08
10.701 , 128.31 , 143.79 , 15.22 , 46.79
10.703 , 128.15 , 143.81 , 15.3 , 46.72001
10.706 , 128.04 , 143.81 , 15.26 , 46.77
10.709 , 128.2 , 143.81 , 15.13 , 46.91
10.711 , 128.34 , 143.81 , 15.04 , 47.0
10.714 , 128.43 , 143.81 , 14.98 , 47.07
10.717 , 128.43 , 143.79 , 14.99 , 47.07
10.72 , 128.36 , 143.79 , 15.1 , 46.97
10.722 , 128.31 , 143.76 , 15.14 , 46.94
10.732 , 128.2 , 143.76 , 15.18 , 46.93
10.735 , 128.24 , 143.79 , 15.18 , 46.94
10.738 , 128.24 , 143.85 , 15.18 , 46.95
10.74 , 128.24 , 143.79 , 15.21 , 46.92001
10.743 , 128.18 , 143.76 , 15.23 , 46.91
10.745 , 128.15 , 143.79 , 15.25 , 46.9
10.748 , 128.18 , 143.72 , 15.24 , 46.92001
10.751 , 128.15 , 143.76 , 15.26 , 46.9
10.753 , 128.15 , 143.76 , 15.25 , 46.92
10.756 , 128.15 , 143.81 , 15.26 , 46.92
10.759 , 128.2 , 143.76 , 15.29 , 46.9
10.761 , 128.08 , 143.76 , 15.32 , 46.87
10.764 , 128.08 , 143.81 , 15.31 , 46.89
10.767 , 128.04 , 143.76 , 15.34 , 46.87
10.769 , 128.08 , 143.72 , 15.33 , 46.89
10.772 , 128.08 , 143.79 , 15.35 , 46.88
10.775 , 128.08 , 143.81 , 15.35 , 46.89
10.777 , 128.04 , 143.76 , 15.39 , 46.85
10.78 , 128.02 , 143.79 , 15.39 , 46.86
10.782 , 127.97 , 143.72 , 15.41 , 46.85
10.785 , 127.97 , 143.76 , 15.4 , 46.87
10.788 , 128.02 , 143.72 , 15.41 , 46.87
10.79 , 128.02 , 143.76 , 15.43 , 46.85
10.793 , 127.92 , 143.79 , 15.46 , 46.83
10.796 , 127.88 , 143.76 , 15.45 , 46.85
10.799 , 127.88 , 143.79 , 15.49 , 46.82
10.801 , 127.86 , 143.79 , 15.48 , 46.83
10.804 , 127.86 , 143.76 , 15.49 , 46.83
10.807 , 127.86 , 143.76 , 15.5 , 46.83
10.809 , 127.81 , 143.76 , 15.51 , 46.83
10.812 , 127.86 , 143.81 , 15.53 , 46.82
10.815 , 127.86 , 143.76 , 15.55 , 46.81
10.817 , 127.81 , 143.76 , 15.56 , 46.8
10.82 , 127.79 , 143.79 , 15.58 , 46.79
10.823 , 127.76 , 143.79 , 15.58 , 46.8
10.825 , 127.79 , 143.76 , 15.59 , 46.8
10.828 , 127.76 , 143.79 , 15.6 , 46.8
10.831 , 127.7 , 143.76 , 15.61 , 46.79
10.833 , 127.76 , 143.79 , 15.62 , 46.79
10.836 , 127.72 , 143.79 , 15.63 , 46.79
10.839 , 127.7 , 143.79 , 15.67 , 46.76
10.841 , 127.7 , 143.76 , 15.64 , 46.79
10.844 , 127.7 , 143.79 , 15.68 , 46.76
10.847 , 127.65 , 143.79 , 15.71 , 46.74001
10.849 , 127.65 , 143.72 , 15.68 , 46.78
10.852 , 127.72 , 143.76 , 15.72 , 46.75
10.854 , 127.7 , 143.76 , 15.76 , 46.71
10.857 , 127.65 , 143.76 , 15.74 , 46.74001
10.86 , 127.6 , 143.76 , 15.78 , 46.71
10.863 , 127.6 , 143.76 , 15.78 , 46.72
10.865 , 127.6 , 143.76 , 15.77 , 46.74
10.868 , 127.63 , 143.79 , 15.78 , 46.74001
10.871 , 127.56 , 143.76 , 15.81 , 46.71
10.873 , 127.6 , 143.81 , 15.8 , 46.73
10.876 , 127.56 , 143.79 , 15.85 , 46.69
10.879 , 127.53 , 143.79 , 15.85 , 46.7
10.881 , 127.6 , 143.79 , 15.79 , 46.76
10.884 , 127.63 , 143.76 , 15.84 , 46.72
10.887 , 127.53 , 143.76 , 15.91 , 46.66
10.89 , 127.42 , 143.76 , 15.96 , 46.62
10.892 , 127.4 , 143.79 , 15.99 , 46.60001
10.895 , 127.4 , 143.76 , 16.01 , 46.59
10.897 , 127.37 , 143.79 , 15.99 , 46.61
10.9 , 127.4 , 143.79 , 15.98 , 46.63
10.903 , 127.4 , 143.79 , 15.97 , 46.65
10.905 , 127.42 , 143.79 , 16.01 , 46.62
10.908 , 127.4 , 143.76 , 16.02 , 46.62
10.911 , 127.31 , 143.76 , 16.07 , 46.57
10.913 , 127.33 , 143.81 , 16.07 , 46.58
10.916 , 127.33 , 143.76 , 16.07 , 46.59
10.919 , 127.33 , 143.76 , 16.06 , 46.61
10.921 , 127.33 , 143.79 , 16.11 , 46.56
10.924 , 127.26 , 143.79 , 16.14 , 46.54
10.927 , 127.24 , 143.79 , 16.15 , 46.54
10.929 , 127.21 , 143.79 , 16.16 , 46.54
10.932 , 127.24 , 143.81 , 16.18 , 46.53
10.935 , 127.24 , 143.85 , 16.18 , 46.54
10.937 , 127.24 , 143.79 , 16.2 , 46.52
10.94 , 127.24 , 143.81 , 16.22 , 46.51
10.943 , 127.17 , 143.81 , 16.26 , 46.48
10.945 , 127.15 , 143.79 , 16.25 , 46.5
10.948 , 127.1 , 143.76 , 16.28 , 46.48
10.951 , 127.15 , 143.79 , 16.27 , 46.49
10.953 , 127.15 , 143.79 , 16.26 , 46.51
10.956 , 127.21 , 143.81 , 16.25 , 46.53
10.958 , 127.15 , 143.81 , 16.31 , 46.48
10.961 , 127.08 , 143.79 , 16.34 , 46.45
10.964 , 127.05 , 143.81 , 16.36 , 46.44
10.966 , 127.08 , 143.79 , 16.37 , 46.43999
10.969 , 127.05 , 143.79 , 16.39 , 46.43
10.971 , 127.05 , 143.79 , 16.37 , 46.45
10.974 , 127.01 , 143.79 , 16.39 , 46.44
10.977 , 127.01 , 143.85 , 16.4 , 46.44
10.979 , 127.01 , 143.81 , 16.4 , 46.45
10.982 , 127.01 , 143.79 , 16.43 , 46.43
10.985 , 127.01 , 143.79 , 16.46 , 46.41
10.987 , 126.92 , 143.81 , 16.48 , 46.39
10.99 , 126.94 , 143.76 , 16.42 , 46.46001
10.993 , 126.99 , 143.81 , 16.45 , 46.44
10.995 , 126.99 , 143.81 , 16.44 , 46.46
10.998 , 126.99 , 143.79 , 16.45 , 46.46
11.001 , 126.94 , 143.76 , 16.52 , 46.4
11.003 , 126.85 , 143.79 , 16.55 , 46.37
11.006 , 126.87 , 143.76 , 16.53 , 46.4
11.009 , 126.87 , 143.81 , 16.54 , 46.4
11.011 , 126.92 , 143.79 , 16.53 , 46.42001
11.014 , 126.87 , 143.81 , 16.56 , 46.39001
11.017 , 126.87 , 143.81 , 16.53 , 46.43
11.019 , 126.92 , 143.81 , 16.59 , 46.38
11.022 , 126.85 , 143.81 , 16.61 , 46.37
11.024 , 126.85 , 143.79 , 16.59 , 46.39
11.027 , 126.83 , 143.76 , 16.64 , 46.35
11.03 , 126.78 , 143.76 , 16.59 , 46.41
11.032 , 126.78 , 143.79 , 16.63 , 46.38
11.035 , 126.83 , 143.81 , 16.63 , 46.39001
11.038 , 126.78 , 143.81 , 16.64 , 46.39
11.04 , 126.78 , 143.79 , 16.67 , 46.36
11.043 , 126.76 , 143.79 , 16.67 , 46.37
11.046 , 126.76 , 143.76 , 16.66 , 46.39
11.048 , 126.76 , 143.79 , 16.66 , 46.4
11.051 , 126.76 , 143.79 , 16.7 , 46.37
11.054 , 126.71 , 143.79 , 16.73 , 46.34
11.057 , 126.67 , 143.79 , 16.75 , 46.33
11.059 , 126.62 , 143.79 , 16.75 , 46.34
11.062 , 126.62 , 143.76 , 16.72 , 46.38
11.064 , 126.62 , 143.79 , 16.73 , 46.37
11.067 , 126.67 , 143.76 , 16.74 , 46.37
11.07 , 126.62 , 143.81 , 16.74 , 46.38
11.072 , 126.62 , 143.81 , 16.78 , 46.35001
11.075 , 126.62 , 143.81 , 16.78 , 46.36
11.078 , 126.62 , 143.81 , 16.82 , 46.33
11.08 , 126.6 , 143.81 , 16.82 , 46.33
11.083 , 126.6 , 143.85 , 16.81 , 46.35001
11.086 , 126.6 , 143.76 , 16.84 , 46.33
11.088 , 126.55 , 143.79 , 16.82 , 46.36
11.091 , 126.6 , 143.79 , 16.84 , 46.35
11.093 , 126.55 , 143.81 , 16.85 , 46.34
11.096 , 126.53 , 143.79 , 16.84 , 46.36
11.099 , 126.53 , 143.81 , 16.85 , 46.36
11.101 , 126.53 , 143.79 , 16.85 , 46.37
11.104 , 126.55 , 143.79 , 16.88 , 46.34
11.107 , 126.48 , 143.79 , 16.9 , 46.33
11.109 , 126.48 , 143.79 , 16.9 , 46.34
11.112 , 126.46 , 143.79 , 16.92 , 46.33
11.115 , 126.48 , 143.76 , 16.89 , 46.37
11.117 , 126.48 , 143.79 , 16.91 , 46.35
11.12 , 126.53 , 143.85 , 16.91 , 46.36
11.123 , 126.48 , 143.76 , 16.94 , 46.34
11.125 , 126.39 , 143.76 , 16.94 , 46.35
11.128 , 126.46 , 143.76 , 16.94 , 46.36
11.13 , 126.44 , 143.76 , 16.99 , 46.31001
11.133 , 126.46 , 143.79 , 16.94 , 46.37
11.136 , 126.44 , 143.79 , 17.02 , 46.3
11.146 , 126.32 , 143.76 , 17.02 , 46.33
11.149 , 126.37 , 143.76 , 17.01 , 46.35
11.151 , 126.37 , 143.76 , 17.01 , 46.36
11.154 , 126.39 , 143.76 , 17.0 , 46.37
11.156 , 126.37 , 143.81 , 17.04 , 46.34
11.159 , 126.32 , 143.76 , 17.06 , 46.33
11.162 , 126.32 , 143.76 , 17.06 , 46.34
11.164 , 126.32 , 143.79 , 17.08 , 46.32
11.167 , 126.3 , 143.76 , 17.07 , 46.34
11.17 , 126.32 , 143.76 , 17.09 , 46.33
11.172 , 126.3 , 143.76 , 17.09 , 46.34
11.175 , 126.3 , 143.79 , 17.09 , 46.35
11.178 , 126.32 , 143.79 , 17.1 , 46.35001
11.18 , 126.3 , 143.76 , 17.1 , 46.35001
11.183 , 126.28 , 143.72 , 17.13 , 46.33
11.185 , 126.28 , 143.76 , 17.13 , 46.34
11.188 , 126.28 , 143.76 , 17.16 , 46.32
11.191 , 126.28 , 143.76 , 17.16 , 46.33
11.193 , 126.21 , 143.76 , 17.16 , 46.33
11.196 , 126.21 , 143.79 , 17.14 , 46.36
11.199 , 126.28 , 143.76 , 17.15 , 46.36
11.201 , 126.3 , 143.76 , 17.16 , 46.36
11.204 , 126.28 , 143.76 , 17.18 , 46.34
